datetime,Baron_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER
4/3/07,2.661783618,2.709922258,0.925960897,0,76
4/4/07,2.690100465,2.690100465,0.874990572,2.54,65.5
4/5/07,2.690100465,2.667446987,0.832515302,0,64
4/6/07,2.690100465,2.656120249,0.781544977,0,59.5
4/7/07,2.681605411,2.64479351,0.75322813,18.796,42
4/8/07,2.709922258,2.647625195,0.784376662,1.016,43.5
4/9/07,2.718417312,2.650456879,0.775881608,0,53
4/10/07,2.721248997,2.641961825,0.756059815,1.016,66
4/11/07,2.726912366,2.630635086,0.730574653,0,67
4/12/07,2.726912366,2.616476663,0.70508949,0,66.5
4/13/07,2.726912366,2.607981609,0.690931067,2.54,71.5
4/14/07,2.724080681,2.607981609,0.693762752,0.508,55.5
4/15/07,2.724080681,2.605149924,0.66261422,0,59
4/16/07,2.721248997,2.599486555,0.634297373,0,59.5
4/17/07,2.729744051,2.593823185,0.631465688,20.32,62
4/18/07,2.74107079,2.562674654,0.628634003,0,65.5
4/19/07,2.73540742,2.54851623,0.597485472,0,66
4/20/07,2.729744051,2.525862752,0.56633694,0,71.5
4/21/07,2.726912366,2.494714221,0.543683462,0,71
4/22/07,2.724080681,2.469229058,0.526693354,0,69
4/23/07,2.724080681,2.432417157,0.52386167,0,72.5
4/24/07,2.726912366,2.432417157,0.515366615,0.508,72.5
4/25/07,2.74107079,2.593823185,0.532356724,4.826,70.5
4/26/07,2.73540742,2.599486555,0.506871561,0,67
4/27/07,2.726912366,2.554179599,0.481386399,0,70.5
4/28/07,2.724080681,2.503209275,0.464396291,0,74.5
4/29/07,2.721248997,2.477724113,0.455901237,0,77
4/30/07,2.721248997,2.528694437,0.455901237,5.08,69
5/1/07,2.729744051,2.656120249,0.461564606,5.08,76.5
5/2/07,2.732575736,2.624971717,0.481386399,43.434,71.5
5/3/07,2.718417312,2.610813293,1.243109583,2.286,72
5/4/07,2.718417312,2.602318239,1.061881763,0,77
5/5/07,2.718417312,2.582496446,0.94578269,0,78
5/6/07,2.718417312,2.542852861,0.891980681,0,80.5
5/7/07,2.718417312,2.50037759,0.846673725,0,80
5/8/07,2.732575736,2.477724113,0.815525194,0,78.5
5/9/07,2.743902474,2.460734004,0.790040031,3.048,74
5/10/07,2.752397528,2.45790232,0.775881608,0,72.5
5/11/07,2.755229213,2.432417157,0.747564761,0,73.5
5/12/07,2.786377745,2.392773572,0.716416229,0,76.5
5/13/07,2.826021331,2.347466616,0.685267697,0,79
5/14/07,2.826021331,2.307823031,0.65695085,0,77.5
5/15/07,2.826021331,2.256852706,0.631465688,0,77
5/16/07,2.8316847,2.21720912,0.784376662,14.986,74
5/17/07,2.8316847,2.177565534,0.770218238,0,70
5/18/07,2.8316847,2.143585318,0.713584544,0,72
5/19/07,2.8316847,2.086951624,0.676772643,0,73
5/20/07,2.8316847,2.033149615,0.65695085,0,74
5/21/07,2.803367853,1.985010975,0.648455796,2.794,71.5
5/22/07,2.794872799,1.962357497,0.673940959,10.414,72.5
5/23/07,2.806199538,1.922713911,0.654119166,0,79
5/24/07,2.8316847,1.860416848,0.620138949,31.496,76.5
5/25/07,2.860001547,1.965189182,0.659782535,3.302,70
5/26/07,2.860001547,2.268179445,0.699426121,0.508,75
5/27/07,2.860001547,2.656120249,0.744733076,2.286,74.5
5/28/07,2.860001547,3.143170017,1.444159197,57.15,75
5/29/07,2.888318394,3.171486864,1.299743277,0,78.5
5/30/07,2.888318394,3.11485317,1.144000619,0,81.5
5/31/07,2.916635241,3.001585782,1.09019861,1.27,78
6/1/07,2.916635241,2.888318394,1.08453524,0,81
6/2/07,2.916635241,2.888318394,1.019406492,0,81
6/3/07,2.860001547,2.772219321,0.982594591,44.958,80
6/4/07,2.888318394,2.724080681,1.076040186,0.508,77.5
6/5/07,2.916635241,2.661783618,1.005248069,0,78.5
6/6/07,2.916635241,2.610813293,0.957109429,0,78.5
6/7/07,2.944952088,2.574001392,0.908970789,0,84
6/8/07,2.944952088,2.497545905,0.866495518,0,86
6/9/07,2.944952088,2.432417157,0.815525194,0,85
6/10/07,2.973268935,2.375783463,0.775881608,0,83.5
6/11/07,2.973268935,2.398436941,0.744733076,0,82
6/12/07,2.973268935,2.36162504,0.71075286,0,83
6/13/07,2.973268935,2.350298301,0.682436013,0,83
6/14/07,2.973268935,2.370120094,0.651287481,4.826,82.5
6/15/07,2.973268935,2.398436941,0.622970634,0,80.5
6/16/07,2.973268935,2.429585473,0.620138949,7.874,76.5
6/17/07,2.973268935,2.406931995,0.608812211,4.318,80
6/18/07,2.973268935,2.375783463,0.574831994,0,84
6/19/07,2.973268935,2.338971562,0.543683462,0,86
6/20/07,2.973268935,2.381446833,0.56633694,11.43,75
6/21/07,2.973268935,2.364456725,0.56633694,13.208,79
6/22/07,3.001585782,2.321981454,0.546515147,4.318,78
6/23/07,2.973268935,2.296496292,0.521029985,2.54,78
6/24/07,2.973268935,2.338971562,0.492713138,0,79.5
6/25/07,3.001585782,2.375783463,0.481386399,24.638,78
6/26/07,3.001585782,2.973268935,0.504039877,10.668,83
6/27/07,3.029902629,2.752397528,0.478554714,6.35,82
6/28/07,3.029902629,2.973268935,0.492713138,1.778,79
6/29/07,3.029902629,3.652873263,0.526693354,0,81.5
6/30/07,3.029902629,3.539605875,0.487049768,0,82.5
7/1/07,3.029902629,3.313071099,0.461564606,0,83
7/2/07,3.029902629,3.171486864,0.450237867,4.826,80.5
7/3/07,3.058219476,3.143170017,0.478554714,14.986,78
7/4/07,3.058219476,3.369704793,0.648455796,3.81,76
7/5/07,3.058219476,3.369704793,0.818356878,3.048,79
7/6/07,3.058219476,3.284754252,1.067545132,20.32,81
7/7/07,3.086536323,3.228120558,0.959941113,0.254,81
7/8/07,3.11485317,3.228120558,0.908970789,2.286,82
7/9/07,3.11485317,3.143170017,0.869327203,0,83.5
7/10/07,3.11485317,3.086536323,0.824020248,0,84.5
7/11/07,3.086536323,3.029902629,0.761723184,0,85
7/12/07,3.086536323,2.944952088,0.724911283,0,85
7/13/07,3.086536323,2.888318394,0.693762752,0,84
7/14/07,3.058219476,2.860001547,0.668277589,3.302,82
7/15/07,3.058219476,2.860001547,0.671109274,0,83.5
7/16/07,3.058219476,2.916635241,0.642792427,0,82.5
7/17/07,3.058219476,2.916635241,0.651287481,21.844,80
7/18/07,3.058219476,2.860001547,0.671109274,10.668,78
7/19/07,3.058219476,2.826021331,0.66261422,0,78.5
7/20/07,3.086536323,3.001585782,1.302574962,24.638,74.5
7/21/07,3.086536323,3.766140651,3.228120558,53.848,80
7/22/07,3.086536323,3.822774345,2.350298301,0,82.5
7/23/07,3.086536323,3.737823804,2.350298301,11.938,82.5
7/24/07,3.086536323,3.596239569,2.718417312,0,80
7/25/07,3.11485317,3.652873263,2.916635241,8.382,75
7/26/07,3.11485317,3.652873263,2.78354606,44.704,79
7/27/07,3.086536323,3.652873263,2.792041114,18.288,78
7/28/07,3.086536323,3.596239569,2.673110357,0,82
7/29/07,3.086536323,3.482972181,2.497545905,2.794,83.5
7/30/07,3.086536323,3.426338487,2.254021021,0,84
7/31/07,3.086536323,3.341387946,2.095446678,0,84.5
8/1/07,3.086536323,3.171486864,1.894397064,0,85.5
8/2/07,3.086536323,3.256437405,1.724495982,0,84.5
8/3/07,3.058219476,3.199803711,1.665030604,0.762,82.5
8/4/07,3.058219476,3.171486864,1.379030449,0,84.5
8/5/07,3.058219476,3.11485317,1.209129367,0,84.5
8/6/07,3.058219476,3.086536323,1.098693664,0,85
8/7/07,3.058219476,3.058219476,1.039228285,0,85.5
8/8/07,3.058219476,3.029902629,0.974099537,0,85.5
8/9/07,3.029902629,3.001585782,0.959941113,0,85
8/10/07,3.029902629,2.973268935,0.900475735,0,86
8/11/07,3.029902629,2.973268935,0.841010356,0,86.5
8/12/07,3.001585782,2.944952088,0.795703401,0,89
8/13/07,3.001585782,2.888318394,0.767386554,0,89.5
8/14/07,3.001585782,2.888318394,0.750396446,0,87.5
8/15/07,2.973268935,2.860001547,0.736238022,0,87.5
8/16/07,3.001585782,2.916635241,0.75322813,22.606,79.5
8/17/07,3.029902629,3.454655334,0.877822257,3.048,84.5
8/18/07,3.029902629,3.39802164,0.869327203,0.254,86.5
8/19/07,3.001585782,3.284754252,0.832515302,0,86
8/20/07,3.001585782,3.228120558,0.80136677,0,85
8/21/07,2.973268935,3.171486864,0.764554869,3.556,84
8/22/07,2.973268935,3.143170017,0.750396446,9.144,85.5
8/23/07,2.973268935,3.086536323,0.722079599,0,87
8/24/07,2.944952088,3.058219476,0.702257806,0,86
8/25/07,2.944952088,3.058219476,0.673940959,0,85
8/26/07,2.944952088,3.029902629,0.651287481,0,84.5
8/27/07,2.916635241,3.001585782,0.648455796,0,83.5
8/28/07,2.916635241,2.944952088,0.637129058,0,82.5
8/29/07,2.916635241,2.944952088,0.560673571,0.508,84.5
8/30/07,2.888318394,2.944952088,0.532356724,0,82.5
8/31/07,2.888318394,2.916635241,0.549346832,23.622,81.5
9/1/07,2.888318394,2.916635241,0.557841886,0,81.5
9/2/07,2.888318394,2.973268935,0.603148841,32.512,79.5
9/3/07,2.888318394,2.944952088,0.784376662,12.7,77.5
9/4/07,2.888318394,2.944952088,0.676772643,5.08,78
9/5/07,2.888318394,2.973268935,0.843842041,0.254,82.5
9/6/07,2.860001547,3.001585782,0.790040031,0,84.5
9/7/07,2.860001547,2.944952088,0.733406337,0,84.5
9/8/07,2.860001547,2.916635241,0.682436013,0,85.5
9/9/07,2.8316847,2.888318394,0.645624112,0,85.5
9/10/07,2.828853015,2.888318394,0.61447558,0,84.5
9/11/07,2.8316847,2.916635241,0.603148841,41.656,76
9/12/07,2.8316847,2.944952088,0.605980526,0,78
9/13/07,2.803367853,2.916635241,0.600317156,0,79
9/14/07,2.803367853,2.916635241,0.583327048,0,82
9/15/07,2.803367853,2.860001547,0.549346832,2.286,83
9/16/07,2.803367853,2.860001547,0.538020093,0,81
9/17/07,2.760892583,2.8316847,0.512534931,0,80
9/18/07,2.769387637,2.817526277,0.498376507,0,81.5
9/19/07,2.760892583,2.803367853,0.489881453,0,83
9/20/07,2.755229213,2.78354606,0.472891345,0,81
9/21/07,2.746734159,2.743902474,0.464396291,0,79
9/22/07,2.738239105,2.718417312,0.441742813,0,80.5
9/23/07,2.729744051,2.698595519,0.404930912,0,80
9/24/07,2.718417312,2.675942042,0.393604173,0,79.5
9/25/07,2.707090573,2.664615303,0.387940804,0,79.5
9/26/07,2.695763834,2.656120249,0.382277435,0,84
9/27/07,2.684437096,2.664615303,0.362455642,0,84.5
9/28/07,2.678773726,2.678773726,0.345465533,0,82
9/29/07,2.667446987,2.673110357,0.336970479,5.842,80.5
9/30/07,2.661783618,2.678773726,0.325643741,0.508,82
10/1/07,2.650456879,2.653288564,0.317148686,2.286,84
10/2/07,2.63913014,2.636298456,0.314317002,0,83
10/3/07,2.627803402,2.607981609,0.314317002,0,80
10/4/07,2.627803402,2.616476663,0.305821948,0,79
10/5/07,2.624971717,2.588159816,0.297326894,0,80
10/6/07,2.622140032,2.590991501,0.286000155,0,82.5
10/7/07,2.619308348,2.585328131,0.278637774,0,82.5
10/8/07,2.616476663,2.588159816,0.282318965,0.254,83.5
10/9/07,2.613644978,2.565506338,0.277788269,0,81
10/10/07,2.607981609,2.565506338,0.267877373,0,79.5
10/11/07,2.602318239,2.562674654,0.263346677,0,76.5
10/12/07,2.599486555,2.537189491,0.256550634,0,76
10/13/07,2.590991501,2.537189491,0.247772411,0,76.5
10/14/07,2.582496446,2.523031068,0.248621917,0,79.5
10/15/07,2.574001392,2.520199383,0.241542705,0,79.5
10/16/07,2.562674654,2.520199383,0.233047651,0,69.5
10/17/07,2.554179599,2.494714221,0.237012009,0.254,81
10/18/07,2.54851623,2.497545905,0.234180325,0,83
10/19/07,2.540021176,2.474892428,0.238994189,0,72
10/20/07,2.534357807,2.466397374,0.234463493,0,75
10/21/07,2.534357807,2.469229058,0.225968439,0,76.5
10/22/07,2.545684545,2.528694437,0.229932798,25.908,63.5
10/23/07,2.545684545,2.534357807,0.233613988,0,60
10/24/07,2.534357807,2.531526122,0.23502983,0,68
10/25/07,2.531526122,2.545684545,0.243524884,0,60
10/26/07,2.525862752,2.542852861,0.237861515,0,61
10/27/07,2.525862752,2.537189491,0.229366461,0,61
10/28/07,2.523031068,2.523031068,0.229932798,0,64
10/29/07,2.517367698,2.540021176,0.238144683,0,64
10/30/07,2.520199383,2.540021176,0.239560526,0,62.5
10/31/07,2.517367698,2.537189491,0.2406932,0,68.5
11/1/07,2.511704329,2.542852861,0.235879336,0,67.5
11/2/07,2.50604096,2.545684545,0.237861515,0,65.5
11/3/07,2.50037759,2.520199383,0.239560526,0,70
11/4/07,2.497545905,2.472060743,0.244657558,0,70.5
11/5/07,2.494714221,2.463565689,0.237295178,0,73.5
11/6/07,2.491882536,2.45790232,0.22030507,0,63.5
11/7/07,2.486219167,2.438080527,0.227101113,0,62
11/8/07,2.483387482,2.418258734,0.22766745,0,66
11/9/07,2.480555797,2.423922103,0.233613988,0,73.5
11/10/07,2.477724113,2.426753788,0.237295178,0,76
11/11/07,2.472060743,2.432417157,0.233897156,0,73
11/12/07,2.469229058,2.418258734,0.231065472,0,74.5
11/13/07,2.466397374,2.418258734,0.233613988,0,75
11/14/07,2.469229058,2.426753788,0.226817944,0,74.5
11/15/07,2.472060743,2.435248842,0.213792195,0,56
11/16/07,2.45790232,2.429585473,0.215491206,0,56.5
11/17/07,2.449407266,2.412595364,0.224269428,0.254,64
11/18/07,2.443743896,2.415427049,0.21832289,0,68
11/19/07,2.440912211,2.40410031,0.210677342,0,69
11/20/07,2.438080527,2.387110202,0.209827836,0,76
11/21/07,2.440912211,2.384278517,0.214924869,0,68
11/22/07,2.449407266,2.398436941,0.201332782,0,45
11/23/07,2.440912211,2.375783463,0.208695162,0,44
11/24/07,2.432417157,2.384278517,0.210111005,22.606,43.5
11/25/07,2.443743896,2.375783463,0.208978331,5.588,40.5
11/26/07,2.438080527,2.350298301,0.187740696,0,49.5
11/27/07,2.426753788,2.341803247,0.190855549,0,50.5
11/28/07,2.421090419,2.333308193,0.195386244,0,56.5
11/29/07,2.415427049,2.321981454,0.191421886,0,56
11/30/07,2.412595364,2.3134864,0.186608022,1.016,59.5
12/1/07,2.406931995,2.35596167,0.195103076,0,69.5
12/2/07,2.40410031,2.341803247,0.191421886,0,69
12/3/07,2.40410031,2.321981454,0.186041685,0,50
12/4/07,2.398436941,2.319149769,0.180944652,0,52
12/5/07,2.395605256,2.310654715,0.167069397,0,60.5
12/6/07,2.389941887,2.299327976,0.173582272,0,59.5
12/7/07,2.387110202,2.321981454,0.167918903,0,73
12/8/07,2.375783463,2.293664607,0.17952881,0,76.5
12/9/07,2.372951779,2.273842814,0.17216643,0,60.5
12/10/07,2.367288409,2.276674499,0.164520881,0.254,44.5
12/11/07,2.358793355,2.262516075,0.165653555,7.366,65
12/12/07,2.358793355,2.262516075,0.161972365,3.81,49
12/13/07,2.353129986,2.254021021,0.147813941,0,50.5
12/14/07,2.350298301,2.245525967,0.16650306,3.048,54.5
12/15/07,2.350298301,2.256852706,0.16282187,1.778,48
12/16/07,2.347466616,2.256852706,0.153477311,0,42.5
12/17/07,2.338971562,2.254021021,0.141017898,0,44
12/18/07,2.327644823,2.248357652,0.140451561,0,60
12/19/07,2.319149769,2.237030913,0.147813941,0,57.5
12/20/07,2.310654715,2.225704174,0.156875332,0,61.5
12/21/07,2.296496292,2.21720912,0.157724838,0,58
12/22/07,2.282337868,2.208714066,0.147813941,0,52.5
12/23/07,2.273842814,2.194555643,0.139035719,0,42
12/24/07,2.26534776,2.17473385,0.136487203,0,45
12/25/07,2.251189337,2.166238796,0.146964436,0,51
12/26/07,2.242694282,2.157743741,0.141584235,0.254,47
12/27/07,2.228535859,2.152080372,0.130823833,0.508,45
12/28/07,2.208714066,2.137921949,0.121762442,0,50
12/29/07,2.208714066,2.135090264,0.129691159,0,45.5
12/30/07,2.180397219,2.123763525,0.133372349,0,53.5
12/31/07,2.180397219,2.12659521,0.134505023,0,57.5
1/1/08,2.186060588,2.112436786,0.121762442,0,46.5
1/2/08,2.177565534,2.098278363,0.126293138,0,40
1/3/08,2.160575426,2.092614993,0.131107002,0,41
1/4/08,2.143585318,2.089783309,0.128275317,0,50
1/5/08,2.135090264,2.092614993,0.136204034,0,68.5
1/6/08,2.132258579,2.092614993,0.136770371,0,66.5
1/7/08,2.12093184,2.101110047,0.137053539,0.254,73
1/8/08,2.112436786,2.089783309,0.128841654,0,59.5
1/9/08,2.089783309,2.084119939,0.135354529,0,53
1/10/08,2.081288255,2.0727932,0.136487203,0,55.5
1/11/08,2.07845657,2.067129831,0.134505023,0,53
1/12/08,2.0727932,2.027486245,0.129407991,0,57
1/13/08,2.064298146,2.027486245,0.117514915,0,51
1/14/08,2.038812984,2.038812984,0.124877295,0,48.5
1/15/08,2.03031793,2.027486245,0.141584235,1.27,49.5
1/16/08,2.018991191,2.021822876,0.140168393,0,51.5
1/17/08,2.007664452,2.018991191,0.129124822,0,39.5
1/18/08,1.993506029,2.013327822,0.126293138,6.858,36.5
1/19/08,1.979347605,2.016159506,0.118081252,0,40
1/20/08,1.965189182,2.018991191,0.124594127,0,40.5
1/21/08,1.956694128,2.016159506,0.133938686,10.16,49.5
1/22/08,1.98217929,2.016159506,0.122611948,0,46.5
1/23/08,1.98217929,2.013327822,0.117798084,0.254,37.5
1/24/08,1.98217929,2.018991191,0.105055502,0,40.5
1/25/08,1.973684236,2.018991191,0.105621839,1.016,40.5
1/26/08,1.908555488,2.004832768,0.104772334,0,55
1/27/08,1.897228749,1.996337714,0.098542628,0,55
1/28/08,1.88590201,1.98217929,0.109303029,0,61.5
1/29/08,1.866080217,1.948199074,0.117798084,0,58
1/30/08,1.857585163,1.936872335,0.119497094,0,46.5
1/31/08,1.868911902,1.962357497,0.137336708,1.016,50.5
2/1/08,1.832100001,1.93404065,0.169051577,0,45.5
2/2/08,1.823604947,1.922713911,0.173582272,0,60.5
2/3/08,1.806614839,1.905723803,0.172449598,0,72.5
2/4/08,1.7952881,1.914218857,0.165653555,0,74.5
2/5/08,1.783961361,1.902892118,0.155742659,0,65.5
2/6/08,1.772634622,1.829268316,0.14243374,0,48.5
2/7/08,1.766971253,1.806614839,0.141301067,0,52
2/8/08,1.752812829,1.778297992,0.142150572,0,59.5
2/9/08,1.738654406,1.752812829,0.120629768,0,63.5
2/10/08,1.730159352,1.721664298,0.107604019,0,63.5
2/11/08,1.724495982,1.65653555,0.126293138,0,67.5
2/12/08,1.713169244,1.625387018,0.108170356,0,57.5
2/13/08,1.701842505,1.614060279,0.109586198,0,53
2/14/08,1.690515766,1.599901856,0.108736692,0,62
2/15/08,1.676357342,1.548931531,0.109303029,4.064,60.5
2/16/08,1.684852397,1.51211963,0.115532736,7.62,43.5
2/17/08,1.684852397,1.430000774,0.110718872,0,55
2/18/08,1.665030604,1.418674035,0.09627728,0,52.5
2/19/08,1.65087218,1.387525503,0.098542628,0,53.5
2/20/08,1.642377126,1.37336708,0.106188176,0,65.5
2/21/08,1.631050387,1.364872025,0.111568377,1.27,61
2/22/08,1.619723648,1.294079908,0.11100204,0,55
2/23/08,1.60839691,1.262931376,0.107887187,0,58
2/24/08,1.599901856,1.240277899,0.099108965,0,68.5
2/25/08,1.591406801,1.22328779,0.104772334,0,71.5
2/26/08,1.585743432,1.231782845,0.106754513,0,54.5
2/27/08,1.574416693,1.152495673,0.10732085,0,49
2/28/08,1.56025827,1.160990727,0.105905008,0,59
2/29/08,1.548931531,1.146832304,0.092312921,0,69.5
3/1/08,1.540436477,1.118515457,0.094011932,0,72
3/2/08,1.534773107,1.101525348,0.107604019,0,69
3/3/08,1.568753324,1.110020402,0.104772334,13.97,55.5
3/4/08,1.557426585,1.127010511,0.104772334,0,53
3/5/08,1.557426585,1.112852087,0.104772334,0,60
3/6/08,1.565921639,1.13267388,0.104772334,5.334,49.5
3/7/08,1.540436477,1.104357033,0.104772334,0,49
3/8/08,1.495129522,1.050555024,0.104772334,0,49.5
3/9/08,1.486634468,1.047723339,0.101940649,0.254,55.5
3/10/08,1.517782999,1.067545132,0.0889149,24.384,55
3/11/08,1.577248378,1.13267388,0.081552519,0,59
3/12/08,1.548931531,1.118515457,0.11100204,0,60.5
3/13/08,1.526278053,1.124178826,0.11468323,0,68.5
3/14/08,1.50645626,1.09019861,0.121762442,0,79.5
3/15/08,1.495129522,1.070376817,0.107887187,0,72.5
3/16/08,1.486634468,1.008079753,0.082968362,0,63.5
3/17/08,1.472476044,0.974099537,0.082968362,0.508,72
3/18/08,1.486634468,0.991089645,0.088631731,26.416,63.5
3/19/08,1.568753324,0.911802473,0.090330742,0,58
3/20/08,1.565921639,0.906139104,0.098825796,0,58
3/21/08,1.5545949,0.903307419,0.104205997,0,62.5
3/22/08,1.537604792,0.900475735,0.114400062,0,65.5
3/23/08,1.523446369,0.880653942,0.116099073,0,60
3/24/08,1.503624576,0.858000464,0.125160464,0,58
3/25/08,1.489466152,0.855168779,0.122611948,0,64
3/26/08,1.472476044,0.894812365,0.120912937,0,74.5
3/27/08,1.466812675,0.89764405,0.119213926,0,75
3/28/08,1.458317621,0.877822257,0.1203466,0,64.5
3/29/08,1.446990882,0.877822257,0.123461453,0.254,65.5
3/30/08,1.432832458,0.829683617,0.092029753,0.762,75.5
3/31/08,1.418674035,0.80703014,0.069659444,0.762,74
4/1/08,1.413010665,0.764554869,0.073057465,0,70
4/2/08,1.410178981,0.730574653,0.072491128,0,69
4/3/08,1.407347296,0.702257806,0.069942612,0,75
4/4/08,1.41584235,0.71075286,0.0628634,3.556,63
4/5/08,1.418674035,0.707921175,0.068243601,0,61
4/6/08,1.404515611,0.70508949,0.070225781,0,72
4/7/08,1.384693818,0.722079599,0.07220796,0,76.5
4/8/08,1.379030449,0.702257806,0.06852677,0,80
4/9/08,1.387525503,0.716416229,0.071358454,0,73.5
4/10/08,1.376198764,0.713584544,0.083817867,7.366,72.5
4/11/08,1.390357188,0.707921175,0.085516878,0,70
4/12/08,1.350713602,0.713584544,0.084667373,0,62.5
4/13/08,1.342218548,0.699426121,0.080419845,0,62.5
4/14/08,1.32522844,0.690931067,0.043607944,0,58
4/15/08,1.311070016,0.693762752,0.054368346,0,61.5
4/16/08,1.305406647,0.71075286,0.0628634,0,66
4/17/08,1.299743277,0.724911283,0.063996074,23.622,71.5
4/18/08,1.356376971,0.733406337,0.073623802,2.032,63.5
4/19/08,1.353545287,0.741901391,0.069942612,0,68
4/20/08,1.342218548,0.702257806,0.068243601,0,67.5
4/21/08,1.31956507,0.676772643,0.067960433,0,78
4/22/08,1.299743277,0.654119166,0.065411917,0,82
4/23/08,1.299743277,0.651287481,0.064562411,0,81
4/24/08,1.288416539,0.66261422,0.063429737,0,80
4/25/08,1.2770898,0.673940959,0.063712906,18.796,74
4/26/08,1.359208656,0.679604328,0.071924791,0,73
4/27/08,1.461149305,0.659782535,0.074756476,34.036,62.5
4/28/08,1.611228594,0.65695085,0.07220796,0,62.5
4/29/08,1.565921639,0.651287481,0.069093107,0,65.5
4/30/08,1.534773107,0.631465688,0.07220796,0,69.5
5/1/08,1.503624576,0.637129058,0.081835688,0,78
5/2/08,1.475307729,0.611643895,0.076455487,0,78
5/3/08,1.446990882,0.617307265,0.072774297,0,68.5
5/4/08,1.427169089,0.608812211,0.073340634,2.54,70
5/5/08,1.407347296,0.588990418,0.047572303,2.794,70
5/6/08,1.379030449,0.591822102,0.050687156,0,76.5
5/7/08,1.359208656,0.605980526,0.049271314,0,79.5
5/8/08,1.347881917,0.603148841,0.045590124,0,77
5/9/08,1.339386863,0.611643895,0.049271314,0,83.5
5/10/08,1.333723494,0.611643895,0.062297063,4.572,85.5
5/11/08,1.347881917,0.600317156,0.044740618,0,72
5/12/08,1.308238331,0.603148841,0.033130711,0,69
5/13/08,1.288416539,0.605980526,0.036245564,1.016,81.5
5/14/08,1.296911593,0.622970634,0.043891113,26.416,77.5
5/15/08,1.342218548,0.642792427,0.03879408,1.524,73
5/16/08,1.32522844,0.659782535,0.038510912,0,72.5
5/17/08,1.313901701,0.676772643,0.041625765,0,72
5/18/08,1.279921484,0.65695085,0.045590124,0,77
5/19/08,1.27142643,0.645624112,0.048988145,0,79
5/20/08,1.248772953,0.631465688,0.048704977,0,85.5
5/21/08,1.243109583,0.622970634,0.047855471,0,85.5
5/22/08,1.245941268,0.631465688,0.049554482,0.762,85
5/23/08,1.237446214,0.634297373,0.04077626,0,89
5/24/08,1.217624421,0.608812211,0.032847543,0,88
5/25/08,1.217624421,0.591822102,0.030865363,0,89
5/26/08,1.172317466,0.591822102,0.025485162,3.048,87
5/27/08,1.189307574,0.591822102,0.028033679,0.508,85.5
5/28/08,1.158159042,0.577663679,0.025201994,0,83
5/29/08,1.110020402,0.577663679,0.028600015,0,83.5
5/30/08,1.076040186,0.563505255,0.0314317,0,83.5
5/31/08,1.061881763,0.555010201,0.028883184,0,86.5
6/1/08,1.044891654,0.543683462,0.045306955,0,87.5
6/2/08,1.013743123,0.535188408,0.027184173,0,88.5
6/3/08,0.98825796,0.538020093,0.026051499,0,88.5
6/4/08,0.962772798,0.538020093,0.022653478,0,88
6/5/08,0.94578269,0.521029985,0.026617836,0,87.5
6/6/08,0.934455951,0.506871561,0.029166352,5.842,87
6/7/08,0.934455951,0.501208192,0.031148532,0,89.5
6/8/08,0.954277744,0.492713138,0.029449521,0,89.5
6/9/08,0.928792582,0.481386399,0.026617836,0,90
6/10/08,0.894812365,0.47572303,0.025768331,0,90
6/11/08,0.89764405,0.472891345,0.031148532,0,89
6/12/08,0.883485626,0.461564606,0.029732689,0,88.5
6/13/08,0.866495518,0.450237867,0.021803972,0,87.5
6/14/08,0.866495518,0.444574498,0.023502983,0,87.5
6/15/08,0.860832149,0.441742813,0.028883184,0,88
6/16/08,0.838178671,0.433247759,0.020954467,0,88
6/17/08,0.832515302,0.430416074,0.016140603,0,87.5
6/18/08,0.843842041,0.42758439,0.016423771,0,88.5
6/19/08,0.821188563,0.42192102,0.017839614,0,88
6/20/08,0.80136677,0.419089336,0.018122782,0,83
6/21/08,0.812693509,0.413425966,0.017273277,0,83.5
6/22/08,0.832515302,0.399267543,0.017556445,0,84
6/23/08,0.804198455,0.382277435,0.016140603,0,86
6/24/08,0.781544977,0.382277435,0.020671298,0,86.5
6/25/08,0.778713293,0.37944575,0.019821793,0,88
6/26/08,0.770218238,0.37378238,0.02038813,0,88.5
6/27/08,0.764554869,0.370950696,0.022087141,0,88.5
6/28/08,0.7588915,0.362455642,0.021237635,0,88.5
6/29/08,0.75322813,0.356792272,0.020104961,11.43,85.5
6/30/08,0.790040031,0.351128903,0.020954467,1.524,82
7/1/08,0.761723184,0.353960588,0.024352488,0,85
7/2/08,0.736238022,0.368119011,0.026051499,0,81
7/3/08,0.730574653,0.362455642,0.031148532,0,84.5
7/4/08,0.719247914,0.359623957,0.020104961,0,83.5
7/5/08,0.744733076,0.353960588,0.020104961,0,84
7/6/08,0.730574653,0.356792272,0.021520804,0,82.5
7/7/08,0.739069707,0.353960588,0.021803972,2.032,85.5
7/8/08,0.773049923,0.359623957,0.025485162,0,85
7/9/08,0.761723184,0.368119011,0.024635657,0,86
7/10/08,0.750396446,0.365287326,0.025485162,0,86.5
7/11/08,0.713584544,0.351128903,0.035962396,0,88
7/12/08,0.713584544,0.345465533,0.037944575,0,87
7/13/08,0.716416229,0.351128903,0.039077249,0,87
7/14/08,0.719247914,0.353960588,0.036811901,0,90
7/15/08,0.719247914,0.348297218,0.036811901,0,87.5
7/16/08,0.722079599,0.342633849,0.032847543,0,87
7/17/08,0.70508949,0.334138795,0.038510912,0,87
