Date,SWE_Ob,SWE_Yenise,SWE_Lena,SWE_Kolyma,SWE_Yukon,SWE_Mackenzie,SM_Ob,SM_Yenise,SM_Lena,SM_Kolyma,SM_Yukon,SM_Mackenzie,SF_Ob,SF_Yenise,SF_Lena,SF_Kolyma,SF_Yukon,SF_Mackenzie,SD_Ob,SD_Yenise,SD_Lena,SD_Kolyma,SD_Yukon,SD_Mackenzie,Ob_Temperature (C),Ob_Observed discharge (mm),Ob_Precipitation (mm),Ob_Potential evapotranspiration (mm),Yenisei_Temperature (C),Yenisei_Observed discharge (mm),Yenisei_Precipitation (mm),Yenisei_Potential evapotranspiration (mm),Lena_Temperature (C),Lena_Observed discharge (mm),Lena_Precipitation (mm),Lena_Potential evapotranspiration (mm),Kolyma_Temperature (C),Kolyma_Observed discharge (mm),Kolyma_Precipitation (mm),Kolyma_Potential evapotranspiration (mm),Yukon_Temperature (C),Yukon_Observed discharge (mm),Yukon_Precipitation (mm),Yukon_Potential evapotranspiration (mm),Mackenzie_Temperature (C),Mackenzie_Observed discharge (mm),Mackenzie_Precipitation (mm),Mackenzie_Potential evapotranspiration (mm)
5/1/1968,16.27978533,27.518615,66.50549433,118.7392378,228.7462981,60.20439985,34.87330186,56.39256047,85.92155146,159.3745666,131.8890753,80.30098472,3.821769088,27.518615,23.81598392,28.79555132,15.47509078,15.02388244,53.43169361,342.2118945,240.9363229,456.8577986,726.7924503,188.1571528,10.27989032,14.4545736,31.24700592,111.8929704,4.002954149,22.0385664,33.6597724,75.36564002,3.778025168,32.16528,35.35846017,70.07754912,-1.130861699,,26.57110119,48.91663478,3.406220407,,24.11906,70.04417621,4.045423968,,24.1111439,73.21364519
6/1/1968,3.545622614,10.55509815,9.073139343,6.623737869,131.0929426,6.106893826,10.93163228,68.83368069,31.89681618,35.88635541,36.96000024,18.21680924,6.849800892,10.55509815,6.763322427,13.30858787,1.798852791,1.656431367,11.32121171,160.9225676,29.44313583,22.49563536,427.3300785,15.34537198,13.47494634,24.9007729,51.94014423,115.8346122,10.27854799,68.691456,57.08003673,93.66667231,11.38940444,75.8736,49.65714837,98.4382849,8.307815827,,47.069561,87.29458918,9.837161708,,38.20764,92.82296651,10.50848683,,52.62843998,96.33195163
7/1/1968,0.261480256,0.471761896,0.024267604,0.087945067,121.1266684,0.864947154,1.033385937,22.60207807,0.383680101,2.012704915,3.022051954,1.779668604,0.128936955,0.471761896,0.378379033,1.991512303,0.790144221,0.26379188,0.673455109,15.90498598,0.148329615,0.529544351,402.3472617,2.654767085,17.601922,18.8791322,81.51003606,117.8085165,16.52074552,41.078016,77.18057061,104.5199763,16.05352221,42.0696,47.06273517,110.9841078,10.16853727,,79.59659162,84.02304609,13.23349345,,38.2129,99.72903194,12.75881831,,56.85028433,97.29151792
8/1/1968,0.013161438,1.694496581,0.065102358,0.027532538,120.5511949,0.595258082,0.194147485,1.307700081,0.636239992,0.382759822,0.72481351,0.410316421,0.224745206,1.694496581,0.936905933,0.388265789,1.422106533,0.495469482,0.080396328,0.73915097,0.407057035,0.167412075,401.2358049,2.053009123,15.35967012,11.7621153,32.73331044,99.98351648,11.52601156,16.95168,59.4258239,72.18600552,11.49723082,24.3972,52.14341887,70.79049221,9.163727846,,40.43679547,58.4092192,10.31499203,,41.93305,70.03429027,10.68602459,,38.96499374,73.1440125
9/1/1968,1.000961347,31.99245702,3.81143205,2.656437351,123.6040187,1.635520566,4.980559181,17.78170114,8.449303622,5.067120176,5.299612053,4.578186782,8.435579246,31.99245702,22.12172815,21.28519874,18.27546573,7.39210658,6.230380103,43.88438088,24.22613981,16.80316421,421.1110584,8.762638719,6.595054945,9.57048407,49.27114526,50.76098901,2.876107963,14.746752,47.04087889,35.79576202,3.195063509,20.6388,43.55624436,32.83022188,2.113426805,,18.71272428,28.91783751,2.630781499,,28.05172,34.88517214,5.448169473,,43.85459816,36.3044919
10/1/1968,6.652862212,32.40127156,26.00971675,29.8831741,141.6423257,12.54649228,7.164375789,7.372216745,2.249176673,0.023058101,1.743502693,6.404585431,25.43625374,32.40127156,34.86295921,25.13655716,23.23251062,29.45057766,41.81239246,135.8076417,165.6984194,195.2953153,535.4692134,76.45289908,-0.594725288,7.25203525,31.48448231,26.72983392,-4.45131676,12.175488,23.46613329,15.72299318,-8.304575792,14.23512,21.82543695,10.94984858,-13.92324688,,20.25244434,5.255711802,-7.018660599,,17.94578,11.21339728,-1.490183089,,30.10302001,17.24084859
11/1/1968,42.93002767,32.71763534,54.1361495,44.27610319,157.7342271,32.88807218,0.909623141,0.074665994,0.003541178,0,0.021106953,0.965730812,53.26077021,32.71763534,22.68163026,8.215963161,20.77418339,28.09391508,278.3523116,328.8622601,357.0314052,292.2268384,638.4670129,202.5747412,-15.16802241,2.94726508,39.8338513,5.141208691,-22.6682096,,24.00438544,5.292871141,-29.24942853,3.80376,19.90993283,0.894039735,-29.52204409,,7.337494325,0.913827701,-16.73668324,,18.46485,4.000000292,-12.53693876,,28.74400042,3.796173197
12/1/1968,86.94850184,20.16130137,68.30471027,57.78607634,180.9963213,56.741418,0.091003093,0.006059748,0,0,0.669768384,0.000507066,35.73136968,20.16130137,13.26759821,18.2246291,22.63516035,20.13824368,526.2773394,482.1856982,453.43932,387.9505706,789.3927635,362.3361322,-23.52714414,3.40152407,27.39262105,1.236593381,-30.7746317,,18.4281107,2.094540723,-37.65815727,3.2022,13.58497328,0.162372079,-37.79137963,,13.09603191,0.441082188,-28.13875598,,18.69539,4.548644338,-25.20623993,,17.41772094,3.112895096
1/1/1969,107.9031758,10.75114267,80.38084897,93.84953835,198.2719695,75.03303313,0,0,0,0,0.03000053,0.002562152,10.28268576,10.75114267,8.814053146,47.66332336,14.4093573,14.78962566,627.8911056,573.4974711,528.8414307,619.5513514,893.6465041,481.2920071,-27.97928614,2.77241492,8.822780735,4.500110098,-35.26127218,,11.68709733,1.612716915,-40.25111473,2.74788,11.36626209,0.222095134,-28.44849856,,43.52206757,0,-32.13460987,,11.4927,3.619138605,-33.25482594,,13.14202789,3.365640599
2/1/1969,123.7996881,9.486007028,86.01294702,123.3874883,209.9140582,87.92551849,5.20E-05,0.01552309,0,0,0,0,18.36576625,9.486007028,5.1274177,16.18059477,11.64616884,13.51577811,708.9372699,620.9116867,559.9385448,805.3583424,934.3898406,525.2887771,-25.53346068,2.11928949,14.80710637,3.333846107,-34.25093329,,8.70363492,2.846756638,-40.40337146,1.59336,6.294376858,1.122697273,-35.96853473,,16.19292491,2.491382637,-23.37910873,,9.258581,5.876874276,-21.21913673,,13.63124413,7.771047684
3/1/1969,139.289998,23.5985263,91.48505908,131.494912,223.8641851,96.63673645,0.992967135,2.361263615,0.028272007,0,0.264772919,0.465269824,25.94377854,23.5985263,12.41504085,5.895157261,20.62794679,18.13952492,654.5454148,603.8679125,547.1413671,772.2632674,933.0159929,475.1739241,-13.48846261,2.29384678,19.79865428,15.51873689,-17.05478409,,13.42392973,15.11772615,-23.77236746,1.33884,7.13932566,8.083142799,-29.85431018,,3.345791436,3.037875846,-14.83046127,,11.28884,15.74226596,-14.61722162,,16.89270529,17.06289455
4/1/1969,120.0697939,39.81796007,105.8460195,135.1065355,223.1216252,82.26843971,86.46676007,16.58633718,2.116394346,1.763730138,35.37847445,58.89160558,23.76182295,39.81796007,34.06932543,19.89174591,13.11659899,22.98069562,439.6456317,556.4874931,526.3956494,647.8986705,810.7786631,339.8319159,-0.436703256,2.40514169,29.44076022,45.3824208,-6.169300312,,21.51505299,37.48940176,-10.34208261,1.018188,16.79050059,27.63034184,-15.59859856,,9.602384456,17.39879723,-3.304625199,,7.500749,38.72248745,-1.869800333,,26.1101494,42.30199728
5/1/1969,58.07574357,20.79927771,95.89517706,129.1278769,160.8121616,32.95703239,73.92141695,97.31893286,98.30613612,108.3786043,72.69409062,53.9547045,19.76700819,20.79927771,23.29904777,24.73626345,11.71835947,10.35131936,192.9853299,393.2457739,372.0783427,501.7409621,523.335079,100.9879226,5.418681319,4.77220881,53.51783568,77.81681485,2.659730376,,34.03400721,70.53146592,1.9092717,1.382112,17.72247281,66.82450331,-0.862725451,,14.58040104,48.61222445,4.480063796,,13.91831,77.38134454,4.272462562,,23.07333838,77.21115564
6/1/1969,5.687599085,2.680993765,3.91494353,7.097905033,124.7646102,2.450982613,19.49285251,47.94027336,29.33191476,51.70212487,13.02722183,11.7529065,2.636858775,2.680993765,3.192871545,1.72944015,1.692422367,1.326681297,15.89815022,34.543964,11.40255294,20.79729524,412.4169856,6.943312622,14.38434066,26.8279322,57.21722184,120.5934146,11.86326369,103.324032,48.1609365,100.8285164,10.80927105,81.93456,49.23730528,94.24263198,8.899399385,,20.83949931,94.02805611,12.12998405,,17.00611,113.1004691,10.55707203,,27.63285489,104.2587306
7/1/1969,0.018831112,0.018979716,0.006776677,0.043059621,120.6696507,0.66255728,0.303292879,0.60247736,0.174233024,0.795738813,2.784196537,1.672514524,0.009696293,0.018979716,0.067092175,0.793063922,2.301538328,1.676559997,0.048787181,0.168264081,0.034283554,0.271122982,401.6092399,2.48539379,20.13318595,32.6006237,72.06278331,127.8068681,17.60423942,23.445504,52.91257727,112.0221015,15.63413653,45.7488,53.16307947,107.3372612,11.56813529,,40.66390594,93.06212425,10.86427495,,57.94603,80.41212845,12.99259616,,58.76714446,100.1929322
8/1/1969,0.024629166,2.221337296,0.006364855,0.174340407,122.5899036,1.712077407,0.38409036,2.160262675,0.090552973,0.444339904,13.14667676,8.506217448,0.472155445,2.221337296,0.173399679,3.215942401,14.60370656,8.807180465,0.156546884,0.91458009,0.038874551,1.11427937,414.2231929,8.849978464,13.10785757,30.3952271,70.96451751,79.35829837,12.06268565,17.995392,80.81014672,70.40604114,13.68392535,24.9804,37.87328793,75.35930254,9.689580333,,20.17460898,60.81963928,6.261563777,,51.25396,54.86060485,10.63885224,,73.02013773,71.24584027
9/1/1969,0.723996909,21.54768009,7.63992308,2.55131382,120.8600775,1.788590543,2.560184861,4.827260651,7.676183646,9.490567496,3.052289924,7.118939102,3.951560824,21.54768009,29.57414932,15.49872005,3.581494701,8.857441189,4.665596322,30.93814804,47.79610975,16.54258731,403.3730162,9.711940405,8.762033182,20.2527458,36.5554387,53.52857384,4.204816893,16.142976,53.45171002,35.04816956,2.074774056,18.1296,50.87835829,28.72486278,2.274949802,,33.0191007,25.68937802,4.480383087,,19.62231,41.54545688,5.25549093,,46.02604927,34.4326117
10/1/1969,10.5200965,30.48904109,27.98805622,21.82485135,124.3138378,3.458376414,7.983473097,8.613982628,1.19774941,0.013128852,3.026810252,3.289465931,37.10771677,30.48904109,28.78647887,27.11634353,13.81368944,9.509630886,66.01637244,128.7625137,172.134063,147.1616734,425.1245115,20.67292324,-0.858186827,9.14814915,58.56318681,16.35846091,-5.220745148,10.5408,27.74089043,13.15857345,-9.079951719,10.9998,21.39045097,7.452318223,-13.53507014,,19.59945868,6.00120231,-2.577512117,,14.77179,15.87575788,-1.358652328,,14.13810452,17.40590588
11/1/1969,43.43572204,46.26068344,57.5589231,47.96407949,144.4614196,21.56995732,6.38905819,0.486784714,0.011345045,0,0.396620539,5.734249983,37.39795456,46.26068344,26.92202396,21.05152404,28.33266154,35.88137137,237.9752471,325.8950141,376.3289149,323.3827018,561.3346762,142.6868784,-5.941703511,4.66208542,33.9046875,8.164285513,-14.38747767,,30.88816885,4.08670532,-25.88187886,3.1428,21.72064316,0.614087899,-30.61803685,,18.5675746,1.250500956,-18.35390812,,20.96796,2.78947383,-13.28186421,,35.41774703,3.301996748
12/1/1969,62.90419888,25.77030703,79.53070434,61.7382861,163.748347,42.56505049,0.002821539,5.78E-06,0,0,0.029224946,0.155038523,20.280744,25.77030703,17.38483189,15.95722908,15.90154114,15.69071316,319.8891686,560.5425352,519.3834716,410.6853304,669.2930578,247.8519163,-17.14791166,6.4407539,14.50309281,1.543186917,-24.89325927,,20.41886942,0.792421308,-34.89765202,2.1942,15.76314861,0.175436477,-34.61944201,,15.45929848,1.956913946,-16.08692185,,13.61887,2.037001444,-14.55449251,,16.83916391,2.269550946
1/1/1970,89.11390555,25.6553753,90.94539865,80.38432401,176.8946612,59.66897498,0.000150468,0.001615567,0,0,0,0.000982218,32.44386528,25.6553753,10.33740871,15.24979539,11.80478292,22.2222515,527.6392922,709.9269299,588.1912039,529.3332122,751.3609712,372.1829969,-19.99000043,4.88613966,26.44489397,2.827472527,-27.17328245,,20.92304412,1.300128513,-36.87814664,2.06964,9.406966107,0.149307646,-34.03346537,,14.01478934,0.062124248,-27.32504112,,10.80995,4.647527911,-25.51530652,,18.97065911,2.633194636
2/1/1970,119.8426022,18.91904687,101.4697006,92.71813119,191.1333343,77.31189444,0.226096603,0.04960354,0,0,0.416479605,0.470160554,25.12333924,18.91904687,10.75248564,16.05772189,21.59978181,16.46621507,641.7677504,772.5668723,632.3769821,607.1525361,818.2865951,442.6045895,-15.61219845,3.52219119,18.45524124,5.607692777,-24.98426461,,15.32465027,3.051766162,-33.09355951,1.44324,10.57732658,1.822275712,-33.40380762,,15.79108216,1.088577133,-16.56762423,,17.50384,4.072727136,-18.95024893,,18.32159393,4.262895175
3/1/1970,129.2593279,9.522468853,109.5112262,109.3644936,207.5293326,89.41667773,16.43251168,1.58939254,0.067083091,0,2.703997399,3.730549064,19.09507437,9.522468853,13.54273186,13.9377546,23.16663108,21.35848386,562.8975812,698.1174955,621.0305333,696.4642721,853.1157343,452.5683665,-9.848407452,3.1496461,15.19661101,15.19510947,-18.54046243,,4.836371214,13.02915791,-22.63546057,1.29888,8.681752333,7.222757375,-27.17615309,,10.80350643,3.640481104,-11.57974482,,12.59987,16.1031904,-13.9148912,,18.58174594,16.33045114
4/1/1970,98.53648715,43.39419938,121.215202,117.134759,219.6301106,84.48986414,62.17509862,27.37699431,16.30082578,5.912014438,18.05412019,43.61203324,29.82666357,43.39419938,38.82132454,14.81907272,24.67091023,17.84052299,337.2776516,589.0229304,551.058679,603.924346,828.3396901,347.6773939,1.174945001,3.6288,39.21004894,53.75274323,-4.482080674,,26.65087107,40.62042295,-8.686936169,1.098,21.1948398,27.9265538,-15.49719458,,5.400541317,13.99599308,-5.948006613,,13.09976,31.93301552,-3.760898584,,16.69817208,41.22878901
5/1/1970,61.29382433,24.95401341,101.8158447,82.23649202,178.4652892,42.54565401,74.66663457,84.49250395,87.28865106,117.5435027,84.04043825,46.71823165,12.78569083,24.95401341,35.24990427,30.22480914,12.16824658,12.35061577,202.8768092,432.5259846,375.2658396,311.8823089,593.2530313,130.8050527,7.39010989,8.71527051,40.74178829,91.52323843,2.501156414,,37.69977069,72.05856835,1.217459479,2.471292,37.29940313,63.25604693,0.245490997,,19.48785657,54.25931636,3.791547127,,19.03727,74.78565076,4.330615559,,32.39113692,75.49867266
6/1/1970,5.264558037,6.034430532,22.54281178,3.31234379,128.4909938,6.058264441,20.37794518,81.94274823,66.63283972,20.83789145,16.70703247,23.36676479,3.749336188,6.034430532,6.793412525,2.382459069,4.919902327,3.657979188,15.20871095,107.9564138,75.44948838,10.52837311,421.4835502,15.83904974,13.77796832,31.057139,59.49493046,115.2873642,11.04881182,74.196864,59.35867754,94.62813478,11.23136712,84.9564,54.68922618,95.24323226,10.66873787,,18.73557271,102.9919898,8.983572879,,42.69269,87.5215346,12.02845355,,55.18725219,104.1539004
7/1/1970,0.123414482,0.03714146,0.010855554,0.065843546,122.478097,0.619540722,0.928542648,5.686358111,0.266785722,1.593709855,5.070119134,0.978420896,0.057532017,0.03714146,0.035659912,1.06853311,2.45347768,0.839337966,0.34669219,2.098315107,0.034127213,0.407941524,405.9542428,2.155011302,17.19846218,33.271322,59.71551339,116.8325308,16.26743638,37.798272,68.80479287,104.7927386,17.41372738,52.038,41.39923709,112.8523215,10.30480981,,37.14643349,86.12284872,11.46794321,,54.72294,86.81977671,13.96314411,,51.38680353,105.6888519
8/1/1970,0.016320066,1.789069163,0.07936195,0.761779138,120.842644,0.601361121,0.206752007,1.538886543,1.180980544,9.262360075,2.107772415,0.657799601,0.275302827,1.789069163,1.21940627,9.640034799,2.364508821,0.674338287,0.09673961,0.726701043,0.485532478,4.663883673,402.0166799,2.086525737,14.10659448,30.2048542,74.58763736,84.51588577,11.35600564,19.408896,74.1573288,68.80525779,10.57194579,20.4552,69.14792012,66.78904457,6.569940173,,57.26334309,53.57595342,9.121053255,,54.89627,58.89011647,12.14118071,,63.21508504,75.75141305
9/1/1970,0.124135437,9.508906596,1.12223361,1.727633382,124.2002973,2.699192805,0.831882963,5.978948151,4.257149454,6.822527682,7.946868872,9.082131242,1.282700708,9.508906596,9.545745114,12.76923703,18.62224556,15.14373029,0.774499278,7.376739593,7.145161506,10.894496,424.9199761,15.49671345,11.16637406,15.5871458,28.63791638,63.27197802,5.307193822,17.318016,44.57927906,39.17919357,4.544732265,23.6412,41.33151151,33.37206414,3.344889975,,19.27569201,29.49499218,1.236204108,,41.78182,29.23444976,4.593677286,,49.87799001,35.93011586
10/1/1970,10.24752675,38.22199446,25.30589145,16.58448344,149.7194203,16.68477165,17.8490846,4.849126806,1.701658842,0.973484709,3.335121949,6.597185707,31.79205681,38.22199446,42.86358783,25.46064839,45.57029737,30.31938336,63.54472519,116.0254964,165.4755098,115.9495381,589.6744101,105.3519965,-0.112692294,8.9085722,40.56434152,21.4002202,-6.109377509,12.2370048,27.92210079,14.32132281,-10.78795953,16.01244,31.06031523,7.517639748,-14.05110318,,21.12414673,1.677354828,-9.562520248,,43.62019,11.277671,-2.859650826,,35.25056735,17.59417826
11/1/1970,32.42944386,34.56839285,53.2840397,45.86433533,183.9649553,31.52638616,4.505192763,0.926308573,0.019921561,0,1.671039507,1.161035255,48.34971845,34.56839285,19.45923325,30.97330217,41.08047253,18.06115509,202.4404081,310.508629,343.8774964,316.9314087,782.6227068,189.1484437,-10.30225361,5.40717559,40.41160285,5.917582921,-16.91971741,,23.8909938,3.015414258,-25.18242023,2.06028,16.92512864,0.54003615,-29.52545129,,22.89839836,0.270541082,-15.35183351,,43.10193,4.272727419,-14.69334475,,20.08646898,2.548253064
12/1/1970,69.10039195,23.26066843,69.52362538,74.4764299,221.6825486,53.3310808,0.094277853,0.000500693,0,0,1.165177287,0.000160867,31.2258179,23.26066843,16.07212892,20.09739133,40.6867573,25.52796386,425.3793468,478.2808217,460.2046833,483.821494,1015.758343,351.9457818,-17.77181383,5.13772475,22.98932435,2.762747201,-25.1495163,,18.88583313,1.001477261,-34.19386147,3.42936,14.56893555,0.317278748,-33.2456906,,16.3233283,0,-24.44146855,,34.64467,4.227272727,-24.08943428,,26.54365512,3.597753744
1/1/1971,107.0396988,30.25669047,83.81473729,93.61371976,256.3392421,77.10858542,0.31924532,0.001661136,0,0,0,0.143870236,45.62982143,30.25669047,14.76817336,30.36218856,13.63467738,26.01271255,608.0914972,639.7074033,546.7622325,611.0801786,1198.35216,497.6523868,-15.52906508,4.56309153,35.35739183,3.631428779,-24.04515394,,23.90294587,2.018882497,-35.07026076,2.46744,12.36601515,0.293016252,-35.64348619,,22.92583213,0,-34.23125997,,12.25343,2.986283967,-29.57246386,,26.19733736,2.679617344
2/1/1971,133.5753919,7.460799192,93.72630271,114.8840895,274.0359203,98.57875189,0,0.004582681,0,0,0,0.44136809,17.07839486,7.460799192,5.693598551,8.269236742,24.87436022,18.57762577,655.4845834,662.5987549,584.5550871,713.0322746,1259.50735,571.8485203,-22.19802112,3.13265898,11.77777408,3.587692261,-30.23391588,,6.698735173,3.431214202,-34.94485156,1.62072,6.814846455,1.554244508,-34.86292507,,9.450421351,3.069338934,-22.72791131,,23.59734,5.006060879,-20.04450915,,21.72607666,5.131780793
3/1/1971,146.2782787,24.87768084,101.7984386,123.5490572,291.4719015,112.7998008,10.65209023,2.913300848,0.075952495,0,0.000331646,0.094625178,28.5203861,24.87768084,19.4805015,12.10571403,12.3248585,17.60366899,648.4974853,638.406087,591.0834108,725.1477593,1257.865723,561.0066874,-12.01093428,2.88224542,21.64936899,12.76450591,-17.91117609,,15.69884995,11.76885108,-22.39644557,1.5174,11.43360551,7.394461396,-28.03025974,,8.264289321,3.118637559,-20.19314132,,9.832903,11.90558229,-16.07071547,,15.85774631,16.07254607
4/1/1971,126.1664697,32.47012215,116.5569105,132.3060756,297.1139334,103.8221082,95.18624213,27.68261734,5.671991628,10.51643087,9.379647415,56.58526396,29.93169783,32.47012215,30.18356782,13.61429796,21.84912847,18.65228001,462.0806218,564.6891273,542.5848807,636.3646611,1095.027119,440.2556249,-0.128461565,2.78705898,29.0296596,46.14065854,-4.906037377,,19.29937756,40.83815029,-8.972004816,1.14624,15.34440143,28.42685174,-14.41142343,,4.514128354,14.30260484,-8.014513712,,14.58525,30.33014471,-3.914143339,,18.06976797,41.39600909
5/1/1971,43.71533497,18.61258783,80.34051888,67.98027213,250.0670071,47.62704786,67.36565905,81.72167113,112.4851956,112.65758,135.5129874,58.98471736,14.91781866,18.61258783,25.49139473,10.6358069,18.33098106,10.40176402,138.2111744,300.0784804,277.2322775,223.9466688,793.1743949,146.9868219,7.749230555,11.3626251,55.49263822,86.62116216,4.38850347,,35.62081527,74.08542554,3.954485191,5.64984,30.04387182,69.07158612,-0.472344714,,7.997274823,55.7378803,2.296810363,,17.34493,64.00734135,6.188103243,,20.80890677,89.44351333
6/1/1971,9.23324379,4.563531093,4.823261984,4.989096809,134.8362193,4.499377113,24.02246987,64.97826458,30.11811245,23.12847032,45.64142931,19.65132753,2.890792965,4.563531093,3.442441281,11.0833733,3.295150428,1.902923468,25.99407785,64.55982475,16.73603222,17.87361723,436.5303209,11.57827958,14.73516484,34.9231729,64.78843149,114.3164787,12.14290427,85.200768,55.1140916,93.02120025,12.52480504,83.6532,43.41130155,98.6170999,7.883767535,,27.53043979,82.10621683,11.05725662,,27.05939,103.3062248,12.20723842,,55.38156693,105.6139791
7/1/1971,0.092960133,1.489143886,0.015156549,0.001119448,121.558644,0.653798846,0.812079863,2.855150052,0.278165637,0.031869694,4.215832224,0.9399242,0.072485735,1.489143886,0.097964276,0.026132883,0.866087045,0.523295143,0.244105625,1.008307577,0.06857941,0.00578682,403.4445738,2.259214908,17.94324133,38.6661966,59.99923163,117.9345671,14.6017331,24.285312,91.38709257,94.47334618,16.0037334,31.6584,68.01976407,101.9435225,12.2743485,,24.48304813,91.64568835,12.29920271,,44.65872,92.04577111,14.31530782,,52.4128202,106.3748651
8/1/1971,0.032379828,0.26213829,0.007184263,0.008524342,120.5773028,0.636466968,0.353280748,0.391152876,0.153224232,0.177321223,1.42539351,1.038842203,0.458103124,0.26213829,0.156588214,0.18212559,1.389021807,1.314009959,0.187862255,0.101696374,0.043572592,0.052942189,401.2149013,2.318094327,14.68818681,34.3491254,74.86821772,82.3390676,13.31708489,15.151104,60.91512123,74.42588019,12.37080096,27.792,63.32023254,71.27946929,8.640681754,,26.14025903,61.82605286,9.185645777,,53.55586,61.01611328,12.75116505,,50.64190969,81.30923965
9/1/1971,0.323304301,19.32830483,3.599755005,5.09020417,123.2888272,1.560674598,2.030000203,8.669479942,7.882583101,7.18116941,7.348352535,3.806845676,4.479857605,19.32830483,15.96739015,19.93208209,17.92212577,8.459566822,2.051372128,18.38879461,22.27972037,32.18747493,418.2396894,8.293185352,10.93813208,18.2904407,30.89263607,67.93021334,5.773475132,16.167168,55.27667891,38.39884675,5.440036358,34.7148,42.57915977,35.96568421,1.406412924,,26.17895752,30.51703444,3.279744661,,41.00142,30.61722605,5.738685849,,44.39176296,39.43676839
10/1/1971,7.648113018,42.38434927,22.77830778,26.50817518,151.5574229,9.39971765,11.45878031,11.45569033,3.989165481,0.746366706,5.158563652,4.977551021,25.91719251,42.38434927,43.65621804,28.16117244,53.46844882,21.34184896,46.02106771,121.7715218,144.2154134,172.6502253,597.6237133,59.63808658,1.595384535,9.06379932,41.69560869,29.87411922,-2.446178674,14.554944,34.92203055,18.84489403,-6.236664425,18.11088,28.49140437,11.16074654,-12.14508998,,18.81184439,5.286773452,-6.979266348,,38.94958,11.8215314,-1.794925125,,29.65656628,18.75474399
11/1/1971,26.25462628,46.20131089,55.64008267,55.76682611,185.908572,32.64990573,9.186319269,0.612027369,0.046772418,0,0.004622965,1.198794066,34.7213256,46.20131089,28.21785488,24.07574946,24.51532633,30.69150969,150.7126326,332.0257696,356.0440412,378.7649924,812.4543917,209.7852643,-4.262856821,5.92030373,31.34443896,7.997802399,-11.67424585,8.1053568,28.86354468,3.761079233,-21.05532953,3.77892,18.69361219,0.827212509,-27.951303,,24.82114228,1.196392763,-18.71180348,,20.64641,3.387559955,-14.644593,,31.36183679,5.23128135
12/1/1971,52.95230156,23.39532714,79.14070161,68.80511958,215.8379597,56.43516814,0.644295219,0.001422237,0,0,0.92728164,0.002015943,37.23311871,23.39532714,16.04721026,23.48129685,41.87514721,22.12324241,305.6427865,536.9091817,512.4241721,456.6641663,997.9261743,366.1590299,-13.71093428,5.21914576,29.26688487,1.778241914,-25.0002559,6.6849408,18.78588883,0.740655121,-32.93888988,3.69288,14.54267949,0.265021086,-34.78236943,,20.97707524,0.397595196,-24.10558245,,34.53826,4.148165567,-25.03843529,,22.03853102,3.824708897
1/1/1972,89.03775253,17.05904464,91.4047858,91.89543262,249.5009169,76.73957944,0,0.000956656,0,0,0.157477275,0.028447432,29.19413426,17.05904464,10.32002815,16.42137933,26.590497,22.60062293,559.3030105,652.3733504,586.6995237,610.4134441,1133.320489,492.2151999,-25.5478022,4.27636068,22.87024167,1.316648404,-29.5448303,,15.33201118,1.361849589,-38.56797251,3.16188,10.52754365,0.378868137,-38.63727455,,16.59156203,0.80761529,-29.93078088,,21.48975,3.475757727,-28.81896709,,21.67138427,2.99683872
2/1/1972,114.2139565,17.86634021,99.29590527,114.1563366,272.1341877,99.49631764,1.26E-06,0.00590181,0.00101624,0,0,0,32.35563114,17.86634021,6.833233278,24.76977587,10.60378386,25.77056736,655.8443702,726.0742099,614.9718611,727.2889703,1201.905788,616.1007543,-17.65505452,3.46156475,22.93902172,4.608132063,-24.42594683,,13.49009137,3.101156069,-32.49385724,2.50236,7.05096939,1.388019266,-29.85330622,,19.81040205,0.005811623,-26.61642743,,11.05659,5.869378061,-26.69401096,,25.42313687,6.962895322
3/1/1972,139.9322223,19.30142541,105.5390038,132.266594,282.3109416,117.9844174,3.852239424,1.588781961,0.027877253,0,6.39E-05,6.68700201,28.42759986,19.30142541,13.40785956,11.92881685,20.5411711,26.46220092,655.1877615,678.7790062,568.2965441,760.0388406,1183.213413,624.9503759,-12.17467054,3.19152814,19.35177498,11.37120838,-15.50899165,,11.8255108,15.94200531,-20.85093458,1.88172,7.618861943,9.370921246,-26.16653228,,6.530440764,3.702605116,-21.20302999,,15.33604,11.6830935,-15.2874376,,25.06184624,12.81006687
4/1/1972,98.62490658,25.38001181,113.7376916,140.4451008,300.4829063,130.7738699,112.7337751,35.51963146,13.24466492,3.047787802,0.208501733,23.96805218,17.72711193,25.38001181,35.13698317,13.47036023,24.6825173,31.97859821,322.6544939,523.0130357,507.5192791,656.1628564,1149.659408,552.0676845,2.540439614,2.86994441,29.31418484,52.05659502,-3.085420681,,17.17741826,45.29479863,-7.304997343,1.40976,20.16909759,29.86634734,-13.9262529,,5.873867364,17.39278667,-11.04720987,,15.27014,27.19138698,-8.089600828,,28.85744796,33.22462441
