Date,SWE_Ob,SWE_Yenise,SWE_Lena,SWE_Kolyma,SWE_Yukon,SWE_Mackenzie,SM_Ob,SM_Yenise,SM_Lena,SM_Kolyma,SM_Yukon,SM_Mackenzie,SF_Ob,SF_Yenise,SF_Lena,SF_Kolyma,SF_Yukon,SF_Mackenzie,SD_Ob,SD_Yenise,SD_Lena,SD_Kolyma,SD_Yukon,SD_Mackenzie,Ob_Temperature (C),Ob_Observed discharge (mm),Ob_Precipitation (mm),Ob_Potential evapotranspiration (mm),Yenisei_Temperature (C),Yenisei_Observed discharge (mm),Yenisei_Precipitation (mm),Yenisei_Potential evapotranspiration (mm),Lena_Temperature (C),Lena_Observed discharge (mm),Lena_Precipitation (mm),Lena_Potential evapotranspiration (mm),Kolyma_Temperature (C),Kolyma_Observed discharge (mm),Kolyma_Precipitation (mm),Kolyma_Potential evapotranspiration (mm),Yukon_Temperature (C),Yukon_Observed discharge (mm),Yukon_Precipitation (mm),Yukon_Potential evapotranspiration (mm),Mackenzie_Temperature (C),Mackenzie_Observed discharge (mm),Mackenzie_Precipitation (mm),Mackenzie_Potential evapotranspiration (mm)
1/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-18.39697802,4.12494102,14.45477013,1.989450471,-30.53057011,4.3507584,14.54884318,0.808349435,-40.34653917,3.21624,7.056911664,0.035460568,-38.33527602,,14.12543055,0.472144283,-24.62424305,,7.804178,2.392982532,-29.39401128,,17.63590033,2.527454243
2/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-16.91489097,3.04333017,12.82221411,4.625659632,-25.7436075,3.9187584,11.47574964,2.441811005,-33.15611125,2.22732,5.189451949,1.201204014,-31.82124209,,11.29541113,0.383567129,-27.52727522,,9.35681,3.408772142,-31.04525985,,10.61774589,3.877121391
3/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-12.3067576,2.73082576,15.93339522,14.38604458,-17.15818933,4.0044672,9.057013186,13.71605701,-22.5204696,1.6956,5.620017826,8.437749028,-30.44669417,,5.523407166,4.423246777,-16.9138756,,15.04121,16.74593362,-15.6488356,,14.08731186,16.34592472
4/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-1.380604503,2.3547661,15.5297036,46.24450952,-5.962171218,4.169664,11.05961484,36.55105973,-7.425286207,1.31076,6.050680125,30.27633823,-13.81563126,,8.350600615,16.94789542,-6.478628545,,6.853509,38.267942,-7.571630291,,16.23588468,37.32030072
5/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,6.795879121,7.01919458,30.20773523,91.3478022,3.329415794,12.7678464,31.55263528,68.83513264,4.183503796,8.16228,20.8193036,73.0058435,-1.605010069,,8.810420646,50.9915862,3.549920333,,18.54292,70.98357619,5.273794165,,23.49316406,83.62005118
6/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,15.30499979,26.2450983,31.65563187,129.3626374,9.056390996,95.088384,56.97382286,85.86127544,10.486334,68.8212,62.10729606,87.90307749,9.096994771,,28.14202233,90.94990274,11.69521593,,31.04198,104.224871,10.88186356,,47.61847219,102.4767152
7/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,17.67950507,23.720461,49.01042239,123.5298968,16.22157996,41.188608,79.62137223,100.7370604,16.60879177,42.3216,55.4443718,105.0509879,12.03306515,,38.65767472,94.36672588,11.86634722,,54.04367,88.87655985,14.1985038,,83.96139399,104.4431831
8/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,14.42609783,21.5150644,52.8401614,88.87121045,11.78008967,27.236736,76.22829359,66.53153695,12.69434005,26.0064,72.38800045,67.7390172,9.276954299,,37.24916239,61.22344689,10.71929825,,51.99208,66.87990793,12.72986673,,46.32872496,83.02687314
9/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,10.15989118,10.5320136,39.93759444,59.89615707,6.537058571,19.363968,38.03783819,40.42196344,5.618784335,29.5092,34.17459362,34.87116548,1.21462921,,25.47452718,27.31863691,2.682296729,,33.17234,32.99043062,4.290099996,,48.71618061,35.79034942
10/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,3.455220049,9.23835661,33.20453297,32.58917666,-2.528131209,17.73792,35.11017783,15.95992244,-8.666225518,20.35728,29.61835161,5.929380119,-10.77995933,,14.87200475,5.237073864,-4.549761077,,47.38215,10.0861244,-2.734525912,,32.56265325,15.68053402
11/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-6.105274511,5.61248542,36.12902644,5.035714789,-19.24361001,6.36768,24.1369044,3.213872891,-27.80162788,4.29156,12.1606607,1.007826666,-24.91823491,,16.92751519,0.192384772,-14.55741627,,39.00531,1.574162752,-10.20574108,,33.02030728,6.232113069
12/1/1936,,,,,,,,,,,,,,,,,,,,,,,,,-11.96390153,3.76498983,18.65161401,1.0781868,-21.24939035,5.3906688,19.96606806,0.734682111,-30.99783169,3.79044,11.61013932,0.10451535,-37.25531532,,9.626993244,1.664929812,-26.07783219,,21.08451,3.233492898,-23.52770448,,26.3804844,2.468136361
1/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-17.87857143,3.71373559,11.49124742,1.400109838,-25.43018676,5.9380992,15.38437299,0.758574075,-33.77085999,3.7026,9.067946644,0.033594222,-36.66272389,,17.56541207,0.074549101,-18.68038215,,59.03086,3.238437002,-25.46979968,,22.19897257,4.861480865
2/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-16.87098965,2.78061559,9.452087268,5.955384709,-24.26005539,5.1069312,11.5114202,2.911496632,-30.22185195,2.43864,7.035875884,1.050210704,-31.78196432,,13.47927887,1.526252548,-24.26347719,,11.69152,6.609250399,-23.29500962,,11.97626089,7.000000711
3/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-14.10560504,2.52112271,12.51030756,10.77335165,-21.15523643,5.3785728,10.5767188,10.12626859,-26.55340109,1.80972,3.016267321,5.537447549,-26.31984085,,6.583447168,2.516032064,-16.23732026,,6.704721,15.40111643,-13.91655672,,12.14516708,16.0106486
4/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-2.486318735,2.30087593,25.9184302,40.66153927,-7.284714696,4.6348416,13.2727689,35.60886743,-9.597711516,1.25028,8.986598576,27.84527525,-16.04929879,,6.832625211,15.69138277,-7.367623604,,11.25431,32.00956938,-2.809234975,,14.82232106,41.8826949
5/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,7.335604825,4.93387932,35.01802026,88.65829837,5.249710857,25.430976,26.69249759,77.54380121,3.649488436,5.057388,17.02032496,71.35785945,-2.384769784,,4.502845535,50.56914207,1.85279138,,14.35128,67.76985405,5.288935352,,36.92830499,82.07778702
6/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,15.86005645,26.2158102,50.86266741,124.4587912,12.31297417,85.43232,55.0930676,98.25240471,12.89584588,69.3144,45.49732842,102.3034352,7.955912313,,33.76416896,90.3066191,10.60877224,,33.79392,99.98086592,12.38643927,,39.42187826,111.1223035
7/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,17.95967012,26.6141288,57.33012534,120.6308824,14.91316559,30.834432,72.28707049,96.97804052,15.35978303,37.3824,71.30678526,100.4411235,10.7509022,,63.31681331,88.36553258,11.40430622,,52.73279,92.17431855,13.98352843,,52.5164206,107.127961
8/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,14.3329123,26.2480271,39.12417153,93.89934565,10.31881786,24.793344,71.3932392,63.81977969,11.35942086,30.5172,66.78662139,64.45238082,8.925250892,,38.0286354,62.86973948,8.33748022,,70.38614,56.71961481,10.72653894,,63.84530859,72.22587984
9/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,9.754890325,11.09376,43.06693424,61.47362879,5.230185879,21.72096,52.25176622,37.28708962,4.374232155,38.8836,52.31840759,31.51715834,2.129058165,,29.94978042,32.04409185,4.934768896,,40.84366,36.5502404,6.99750416,,25.09392444,47.30116351
10/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,2.51104401,8.6353139,30.04711538,30.38340535,-3.993063709,19.597248,32.32515956,13.81162395,-8.367489699,21.36384,28.26403992,7.187296923,-9.701803999,,16.06262525,6.119238477,-2.946890264,,23.68506,12.70653907,-0.560482488,,29.59372391,17.71023169
11/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-9.751593621,4.65593492,19.22279147,4.452197903,-18.13391137,5.9723136,22.08376234,2.838150348,-26.37814664,3.52728,11.92690538,0.484045742,-24.50841918,,17.70492939,0.198396805,-13.74258311,,14.44338,2.258373425,-14.16073309,,27.45856375,4.367720085
12/1/1937,,,,,,,,,,,,,,,,,,,,,,,,,-20.74027515,4.39644203,21.56834006,1.693076949,-30.5844598,5.1349248,15.89788681,2.094540723,-35.73871162,3.09564,11.28000475,0.113847078,-26.22505167,,27.01128429,0.472144312,-23.0272721,,13.57083,3.614194879,-23.43178199,,29.57678814,2.385607321
1/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,-21.21390153,3.9995878,9.177994076,3.224340971,-28.65170149,5.8230144,11.92572856,2.198073096,-34.95099432,3.30876,9.409699423,0.074653823,-34.63346615,,14.40693399,0.118036071,-26.45996873,,14.57903,3.44114825,-22.54484226,,21.68697015,2.522296449
2/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,-16.37725361,2.91065492,15.95968621,3.430769231,-23.03044216,5.0841216,12.66669301,2.528452536,-32.0845876,2.03364,7.125821935,0.83106561,-29.58557349,,16.96422924,0.162725456,-24.1762376,,13.98601,5.881340258,-24.05083325,,13.8568855,5.611647112
3/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,-9.901868346,2.67224949,15.21620879,13.00978105,-12.84142682,5.0550912,9.904123138,15.48805322,-18.54268419,1.49976,8.019061489,9.128295751,-29.34168337,,8.013506505,3.864128304,-15.04816618,,11.47667,16.57783034,-12.65856954,,14.89089237,16.66056572
4/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,4.27027494,3.23721763,26.8124399,64.21978022,-0.924020599,4.9997952,25.05202312,45.98265896,-6.091270084,0.987444,14.84514223,29.93317146,-12.77775571,,6.676713779,20.33266606,-4.447208776,,7.657624,36.94258256,-5.135940019,,19.69400009,40.16056816
5/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,10.16175953,18.8700529,55.13783482,102.3170413,4.293513166,61.233408,35.84244541,73.06204433,2.885129558,5.176764,28.69139684,65.48447083,-3.149699301,,10.73058128,45.70481038,3.363317073,,20.83153,72.8327002,4.714392435,,21.23085188,80.30083447
6/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,14.85846175,28.5617898,66.84054773,113.7659308,11.5331404,69.939072,57.98637705,92.87862024,11.87953181,91.1088,63.77174424,92.32630592,8.629459114,,31.44582916,87.3186314,8.988038278,,34.58767,92.21531334,11.21123079,,45.06073273,103.7420989
7/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,16.98494484,25.8174915,79.97117102,111.7021978,14.93391237,29.700864,58.82255038,101.4976295,15.22022925,58.7916,79.3291974,97.64160509,11.82104248,,48.68034115,88.14809771,11.60382791,,65.91168,90.02855589,15.00490881,,50.60504161,112.598084
8/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,15.67373583,16.9109695,46.44650155,94.55340992,12.5817603,18.313344,59.7223025,73.60558572,12.64346826,44.2584,59.17137643,69.04918633,7.553506916,,45.51759378,55.03587705,9.647527911,,77.1183,63.10255425,11.52953411,,55.6837307,78.32529118
9/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,8.812362637,10.0367512,35.49493475,56.9357159,5.281503392,17.41824,46.81898282,36.90751445,5.629801677,24.7644,30.35854248,33.0722474,1.226452906,,17.19392692,27.98597378,5.701914031,,43.63619,37.55502509,9.909234934,,19.56858273,57.53411469
10/1/1938,,,,,,,,,,,,,,,,,,,,,,,,,-0.093791249,9.06965695,43.82577696,23.13247211,-4.519460376,15.6895488,36.07147158,14.39897263,-9.037447438,14.84856,21.03251524,6.898012789,-13.54388856,,13.73617156,5.504208322,-1.466188276,,21.93016,13.89808643,1.064808673,,25.20772903,22.92246382
