DATE,Baron_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER,Barton Ck360,Colorado Rv,Bear Ck,Onion Ck,Walnut Ck
12/3/82,1.047723339,,,9.652,13.3,0,18.0094848,9.9958304,0.0849504,1.1893056
12/4/82,1.076040186,,,0,10,0,2.1803936,8.211872,0.06512864,0.20388096
12/5/82,1.047723339,,,0,12.8,0,2.0104928,7.2491008,0.05946528,0.13308896
12/6/82,1.019406492,,,0,13.1,0,2.0104928,9.8542464,0.04530688,0.0849504
12/7/82,1.019406492,,,0,13.1,0,3.5112832,29.166304,0.04530688,0.07645536
12/8/82,1.019406492,,,0,13.1,0,1.8972256,10.8170176,0.04530688,0.070792
12/9/82,0.991089645,,,0,6.9,0,1.5291072,8.7498912,0.04530688,0.0566336
12/10/82,1.019406492,,,11.176,7.8,0,3.398016,8.070288,0.08211872,0.5380192
12/11/82,1.047723339,,,5.588,5.8,0,3.5679168,8.2685056,0.070792,0.849504
12/12/82,1.076040186,,,0,2.8,0,2.0104928,41.625696,0.0566336,0.24635616
12/13/82,1.104357033,,,0,3.3,0,1.6140576,15.149488,0.05097024,0.15291072
12/14/82,1.189307574,,,0,13.9,0,1.9538592,11.043552,0.06796032,0.12459392
12/15/82,1.189307574,,,0,10.6,0,1.8972256,9.2595936,0.07645536,0.10760384
12/16/82,1.160990727,,,0,9.4,0,1.7839584,8.4100896,0.07645536,0.09061376
12/17/82,1.160990727,,,0,12.2,0,1.7839584,8.1835552,0.07645536,0.070792
12/18/82,1.189307574,,,0,17.5,0,1.7839584,7.1924672,0.0849504,0.06512864
12/19/82,1.189307574,,,0,12.2,0,1.699008,6.512864,0.08211872,0.0566336
12/20/82,1.189307574,,,0,11.9,0,1.7273248,6.088112,0.06229696,0.0566336
12/21/82,1.189307574,,,0,15.6,0,2.2370272,7.8437536,0.06229696,0.0566336
12/22/82,1.189307574,,,0,18.3,0,14.4132512,14.1867168,0.06229696,0.04813856
12/23/82,1.189307574,,,0,20.3,0,2.9166304,8.6649408,0.06796032,0.0566336
12/24/82,1.189307574,,,0,19.2,0,2.0671264,6.8526656,0.07645536,0.070792
12/25/82,1.189307574,,,0,11.7,0,1.6423744,6.0314784,0.07645536,0.07645536
12/26/82,1.160990727,,,4.318,4.7,0,1.982176,5.238608,0.06229696,0.23786112
12/27/82,1.217624421,,,13.208,7.5,0,4.105936,4.6156384,0.13308896,1.0194048
12/28/82,1.217624421,,,0,7.2,0,1.8689088,4.2758368,0.09344544,0.24635616
12/29/82,1.189307574,,,0,3.3,0,1.982176,4.0493024,0.07645536,0.12459392
12/30/82,1.189307574,,,0,2.8,0.005380192,1.840592,3.7378176,0.07645536,0.10760384
12/31/82,1.189307574,,,3.048,5,0.000283168,2.2936608,3.4829664,0.08211872,0.18122752
1/1/83,1.245941268,,,17.78,3.6,0,6.937616,3.256432,0.14724736,2.5768288
1/2/83,1.274258115,,,0,4.4,0,2.265344,3.0582144,0.14724736,0.566336
1/3/83,1.274258115,,,0,3.9,0,1.9538592,2.8033632,0.15857408,0.424752
1/4/83,1.274258115,,,0,1.9,0,2.1520768,2.3786112,0.17273248,0.3681184
1/5/83,1.274258115,,,0,9.4,0,2.0671264,2.0388096,0.20671264,0.3114848
1/6/83,1.274258115,,,0,9.7,0,2.0954432,2.6334624,0.2265344,0.27184128
1/7/83,1.274258115,,,0,11.9,0,2.3219776,1.9538592,0.23786112,0.2548512
1/8/83,1.217624421,,,0,8.9,0,2.406928,1.5857408,0.24352448,0.22370272
1/9/83,1.189307574,,,0,11.1,0,2.12376,1.41584,0.24352448,0.21520768
1/10/83,1.13267388,,,0,11.4,0,1.982176,1.41584,0.24352448,0.20954432
1/11/83,1.076040186,,,0,10.8,0,1.982176,1.3308896,0.23502944,0.20388096
1/12/83,1.076040186,,,0,10.3,0,2.0388096,1.1609888,0.23219776,0.16706912
1/13/83,1.076040186,,,0,11.4,0,2.0104928,1.0477216,0.22370272,0.1699008
1/14/83,1.076040186,,,0,13.6,0,2.0671264,0.991088,0.22370272,0.16423744
1/15/83,1.076040186,,,0,7.5,0,1.8689088,0.8778208,0.21520768,0.16423744
1/16/83,1.076040186,,,0,8.6,0,2.3502944,0.7928704,0.212376,0.15291072
1/17/83,1.076040186,,,0,8.3,0,2.265344,0.7645536,0.212376,0.1557424
1/18/83,1.104357033,,,18.034,7.8,0,5.0687072,0.6796032,0.23786112,1.1043552
1/19/83,1.160990727,,,5.334,3.3,0,4.4174208,0.6229696,0.23786112,1.2176224
1/20/83,1.189307574,,,0.762,1.9,0,3.4263328,0.566336,0.23502944,0.6229696
1/21/83,1.189307574,,,4.572,3.6,0,4.1908864,0.5097024,0.25201952,0.9344544
1/22/83,1.217624421,,,0,6.1,0,2.8883136,0.4530688,0.2548512,0.5097024
1/23/83,1.217624421,,,0,6.7,0,2.9166304,0.3964352,0.2548512,0.424752
1/24/83,1.189307574,,,0,10.8,0,3.0582144,0.3681184,0.26051456,0.3681184
1/25/83,1.189307574,,,0,9.2,0,2.8033632,0.3398016,0.26617792,0.3398016
1/26/83,1.189307574,,,0,8.3,0,2.9449472,0.3114848,0.27467296,0.283168
1/27/83,1.189307574,,,0,3.1,0,2.7467296,0.283168,0.283168,0.27467296
1/28/83,1.189307574,,,0,9.4,0,3.0582144,0.3114848,0.283168,0.283168
1/29/83,1.189307574,,,0,16.1,0,3.0298976,1.9538592,0.283168,0.2406928
1/30/83,1.189307574,,,0,13.3,0,2.7184128,1.1043552,0.283168,0.27467296
1/31/83,1.189307574,,,1.27,18.1,0,3.2281152,0.6796032,0.3114848,0.25768288
2/1/83,1.189307574,,,0,8.9,0,2.7467296,0.5946528,0.3114848,0.25201952
2/2/83,1.189307574,,,0,8.3,0,2.7467296,0.5097024,0.283168,0.24352448
2/3/83,1.189307574,,,0,5.8,0,2.7750464,0.3964352,0.28033632,0.23219776
2/4/83,1.189307574,,,5.334,5,0,3.3696992,0.3398016,0.27750464,0.27750464
2/5/83,1.189307574,,,24.638,5,0,8.2401888,0.3114848,0.283168,1.9538592
2/6/83,1.189307574,,,0,5.6,0,3.1431648,0.3114848,0.3114848,0.4813856
2/7/83,1.189307574,,,0,4.4,0,2.8599968,0.27467296,0.3114848,0.3398016
2/8/83,1.189307574,,,0,10.6,0,2.973264,0.25201952,0.3114848,0.283168
2/9/83,1.189307574,,,19.812,15.8,0.006512864,9.7126624,0.23786112,0.3681184,2.973264
2/10/83,1.217624421,,,0,12.5,0,3.7095008,0.22087104,0.6229696,0.7362368
2/11/83,1.217624421,,,0,10.6,0,3.1431648,0.20388096,0.5946528,0.5097024
2/12/83,1.217624421,,,0,8.1,0,3.3130656,1.1043552,0.566336,0.4530688
2/13/83,1.245941268,,,0,9.4,0,3.1997984,0.3114848,0.5380192,0.424752
2/14/83,1.274258115,,,0,11.9,0,3.256432,0.24918784,0.5380192,0.3964352
2/15/83,1.274258115,,,20.828,11.9,0.03398016,8.2968224,0.21803936,1.3592064,2.4918784
2/16/83,1.274258115,,,0,13.1,0.70792,3.8510848,0.1982176,1.5007904,0.7928704
2/17/83,1.302574962,,,0,12.5,0.4530688,3.7944512,0.1840592,1.3875232,0.5946528
2/18/83,1.302574962,,,0,13.1,0.3114848,3.822768,0.1699008,1.3308896,0.5097024
2/19/83,1.330891809,,,0,14.7,0.1699008,3.7661344,0.15857408,1.274256,0.424752
2/20/83,1.330891809,,,1.27,16.4,0.17273248,4.1908864,0.15007904,1.2459392,0.3964352
2/21/83,1.330891809,,,0.254,9.4,0.141584,3.8510848,0.15291072,1.2176224,0.3964352
2/22/83,1.330891809,,,0,11.7,0.09061376,3.8794016,0.14441568,1.1893056,0.3681184
2/23/83,1.359208656,,,0,14.4,0.04813856,3.5112832,0.15291072,1.1609888,0.3681184
2/24/83,1.359208656,,,0,15.8,0.03398016,3.5962336,0.15857408,1.132672,0.3398016
2/25/83,1.359208656,,,0,11.4,0.026051456,2.9166304,0.15857408,1.1043552,0.3398016
2/26/83,1.359208656,,,0,8.1,0.003681184,3.3130656,0.14724736,1.0760384,0.3114848
2/27/83,1.359208656,,,0,11.9,0,3.1714816,0.12459392,1.0477216,0.3114848
2/28/83,1.330891809,,,0,13.6,0,2.8883136,0.11893056,1.0194048,0.3114848
3/1/83,1.330891809,,,0,18.3,0,2.5768288,0.1132672,1.0194048,0.3114848
3/2/83,1.302574962,,,0,20.6,0,2.6051456,0.0991088,0.991088,0.3114848
3/3/83,1.302574962,,,0,19.7,0,3.0298976,0.08778208,0.9627712,0.3114848
3/4/83,1.359208656,,,20.32,18.1,0.3681184,8.1835552,0.07928704,4.6156384,1.982176
3/5/83,1.41584235,,,0,18.1,1.1043552,3.114848,0.07362368,3.8510848,0.849504
3/6/83,1.387525503,,,0,20.3,0.5097024,3.3696992,0.06512864,2.9449472,0.6796032
3/7/83,1.387525503,,,0,16.9,0.20954432,2.973264,0.0566336,2.548512,0.5380192
3/8/83,1.41584235,,,1.27,15,0.141584,23.0215584,0.05380192,2.3502944,0.5097024
3/9/83,1.444159197,,,8.382,12.8,0.19255424,6.7393984,0.05380192,2.2936608,1.274256
3/10/83,1.472476044,,,0,13.9,0.13875232,15.4043392,0.04530688,2.1520768,0.849504
3/11/83,1.529109738,,,0,8.6,0.0849504,16.2255264,0.03964352,2.12376,0.5946528
3/12/83,1.585743432,,,0,10.8,0.0566336,15.715824,0.03681184,2.12376,0.4530688
3/13/83,1.614060279,,,0,15.3,0.04813856,15.0362208,0.03681184,2.12376,0.566336
3/14/83,1.670693973,,,0,18.6,0.03964352,15.3760224,0.03398016,2.0954432,0.5097024
3/15/83,1.727327667,,,29.21,16.7,0.04813856,20.8694816,0.03114848,2.1520768,3.398016
3/16/83,1.783961361,,,16.51,12.8,0.4813856,10.9869184,0.03681184,2.5201952,2.265344
3/17/83,1.840595055,,,0,10.6,0.70792,34.829664,0.03398016,2.6334624,0.70792
3/18/83,1.868911902,,,0,11.4,0.6796032,15.3760224,0.03398016,2.406928,0.5946528
3/19/83,1.925545596,,,5.334,12.8,0.6512864,16.4803776,0.04813856,2.3219776,1.1043552
3/20/83,1.953862443,,,4.064,8.9,0.6796032,17.3581984,0.0566336,2.2936608,0.70792
3/21/83,1.953862443,,,0,6.9,0.6229696,14.7530528,0.0566336,2.2370272,0.5097024
3/22/83,1.953862443,,,0.254,7.2,0.566336,21.1809664,0.05097024,2.1520768,0.4530688
3/23/83,2.038812984,,,41.402,10.6,1.3308896,25.5417536,0.05097024,3.2281152,5.097024
3/24/83,2.095446678,,,0,10.6,1.3592064,5.6350432,0.04530688,3.2847488,2.265344
3/25/83,2.123763525,,,0,15.3,1.2459392,3.5962336,0.03964352,3.114848,1.1609888
3/26/83,2.180397219,,,20.574,16.7,2.6051456,17.131664,0.03964352,6.3146464,5.6350432
3/27/83,2.237030913,,,0,14.2,2.7184128,5.0403904,0.0424752,4.4174208,1.132672
3/28/83,2.26534776,,,0,11.9,2.0388096,10.7887008,0.0424752,3.6528672,1.132672
3/29/83,2.26534776,,,0,14.4,1.840592,3.0865312,0.03964352,3.8794016,1.0477216
3/30/83,2.293664607,,,5.842,17.5,1.7839584,5.5500928,0.03964352,5.8332608,1.274256
3/31/83,2.293664607,,,0,18.6,1.699008,2.6617792,0.03681184,3.822768,0.9061376
4/1/83,2.26534776,,,0,18.6,1.5291072,2.0954432,0.0283168,3.2281152,0.849504
4/2/83,2.26534776,,,0,14.7,1.3025728,11.043552,0.03964352,2.8599968,0.7928704
4/3/83,2.26534776,,,0,14.7,1.2176224,12.0629568,0.16423744,2.8033632,0.7645536
4/4/83,2.26534776,,,0.254,21.9,1.2176224,11.32672,0.17273248,2.7184128,0.7362368
4/5/83,2.26534776,,,0,14.4,1.132672,11.9780064,0.09344544,2.548512,0.70792
4/6/83,2.26534776,,,0,12.8,0.991088,12.3744416,0.07645536,2.406928,0.70792
4/7/83,2.26534776,,,0,12.2,0.9061376,11.2984032,0.05946528,2.2936608,0.6796032
4/8/83,2.237030913,,,0,10.8,0.849504,52.102912,0.05097024,2.2087104,0.6229696
4/9/83,2.237030913,,,0,13.1,0.7928704,34.263328,0.0424752,2.0954432,0.6229696
4/10/83,2.237030913,,,0,18.1,0.7645536,13.4221632,0.03114848,2.0388096,0.5946528
4/11/83,2.237030913,,,0,18.6,0.6796032,12.4027584,0.026334624,1.9255424,0.5946528
4/12/83,2.237030913,,,0.254,22.5,0.5946528,18.1510688,0.022936608,1.8972256,0.566336
4/13/83,2.237030913,,,0.508,20.3,0.4530688,13.4221632,0.020954432,1.840592,0.5097024
4/14/83,2.237030913,,,0,14.7,0.3681184,11.6382048,0.020388096,1.699008,0.4813856
4/15/83,2.208714066,,,0,11.9,0.22087104,16.423744,0.019255424,1.6706912,0.424752
4/16/83,2.208714066,,,0,14.7,0.11609888,19.0855232,0.017839584,1.5857408,0.424752
4/17/83,2.208714066,,,0,15.6,0.05380192,17.7263168,0.015291072,1.5291072,0.424752
4/18/83,2.208714066,,,0,21.1,0.017556416,18.4342368,0.012176224,1.5007904,0.3964352
4/19/83,2.208714066,,,0,20.3,0.004530688,13.8185984,0.012176224,1.4441568,0.3681184
4/20/83,2.180397219,,,0.508,16.9,0.000566336,16.6502784,0.013592064,1.41584,0.3681184
4/21/83,2.152080372,,,2.032,19.7,0,14.1017664,0.012176224,1.3875232,0.3964352
4/22/83,2.123763525,,,0,23.6,0,15.6308736,0.01132672,1.3875232,0.3964352
4/23/83,2.095446678,,,0,20.8,0,25.909872,0.009627712,1.274256,0.3398016
4/24/83,2.095446678,,,0,18.6,0,28.2035328,0.009344544,1.2176224,0.3114848
4/25/83,2.067129831,,,0,18.1,0,30.298976,0.00849504,1.1893056,0.3114848
4/26/83,2.067129831,,,0,17.8,0,31.997984,0.009344544,1.132672,0.27184128
4/27/83,2.067129831,,,0,22.8,0,32.847488,0.009627712,1.132672,0.26051456
4/28/83,2.038812984,,,0,25.3,0,31.714816,0.009627712,1.0760384,0.25768288
4/29/83,2.010496137,,,0.508,23.3,0,33.98016,0.009061376,1.0760384,0.24635616
4/30/83,2.010496137,,,0,24.4,0,37.095008,0.00991088,1.0760384,0.23786112
5/1/83,2.010496137,,,0,26.4,0,43.041536,0.01132672,1.0477216,0.22087104
5/2/83,2.010496137,,,0,25.8,0,43.607872,0.01132672,0.9627712,0.18972256
5/3/83,2.010496137,,,1.778,20.8,0,41.05936,0.01132672,0.9061376,0.19255424
5/4/83,1.98217929,,,0,20.3,0,37.944512,0.01274256,0.849504,0.17273248
5/5/83,1.98217929,,,0,20.8,0,36.528672,0.012176224,0.7928704,0.17273248
5/6/83,1.953862443,,,0,23.1,0,33.413824,0.011609888,0.7928704,0.16423744
5/7/83,1.953862443,,,0,27.8,0,33.98016,0.010477216,0.7362368,0.17273248
5/8/83,1.953862443,,,0,22.2,0,33.98016,0.010477216,0.6796032,0.17273248
5/9/83,1.925545596,,,3.302,18.3,0,35.112832,0.009061376,0.6512864,0.20671264
5/10/83,1.897228749,,,50.546,22.8,0.025201952,39.64352,0.011893056,0.6512864,0.1840592
5/11/83,1.868911902,,,0.508,23.3,0.027467296,60.314784,0.07928704,1.274256,10.7037504
5/12/83,1.925545596,,,0,24.2,0.6512864,34.546496,0.026334624,0.9627712,0.5097024
5/13/83,1.98217929,,,0,25,0.026334624,37.095008,0.06512864,0.7928704,0.424752
5/14/83,2.010496137,,,0.254,21.4,0,33.413824,0.03398016,0.6796032,0.3681184
5/15/83,2.010496137,,,16.002,16.7,0,34.263328,0.02690096,0.7645536,0.8211872
5/16/83,2.010496137,,,0,18.1,0,32.281152,0.023219776,0.6796032,0.3964352
5/17/83,1.98217929,,,2.032,18.3,0,35.396,0.020954432,0.6796032,0.3398016
5/18/83,1.98217929,,,1.778,21.7,0,40.776192,0.020388096,0.6796032,1.5291072
5/19/83,2.038812984,,,5.08,20,0,30.015808,0.020388096,0.6229696,0.4813856
5/20/83,2.095446678,,,35.56,19.4,0.16706912,42.758368,0.020388096,2.6617792,9.9675136
5/21/83,2.180397219,,,15.24,22.8,4.5023712,26.7310592,0.020388096,7.503952,9.8542464
5/22/83,2.237030913,,,0,23.3,2.7750464,16.7918624,0.021520768,3.3413824,0.9344544
5/23/83,2.321981454,,,0,24.2,0.566336,34.263328,0.022370272,2.2370272,0.6229696
5/24/83,2.350298301,,,0,23.9,0.1274256,35.679168,0.03114848,1.8689088,0.5097024
5/25/83,2.378615148,,,0,24.7,0.04530688,40.209856,0.026051456,1.6706912,0.4530688
5/26/83,2.350298301,,,0,25.3,0.018122752,34.263328,0.023219776,1.5291072,0.424752
5/27/83,2.350298301,,,0,25,0.0070792,32.281152,0.022936608,1.3875232,0.3964352
5/28/83,2.350298301,,,0,25.6,0.002265344,37.095008,0.021803936,1.3308896,0.3964352
5/29/83,2.350298301,,,0,26.4,0.000849504,43.607872,0.021803936,1.2459392,0.3964352
5/30/83,2.321981454,,,0.508,25.8,0,40.493024,0.021803936,1.1609888,0.3681184
5/31/83,2.321981454,,,2.794,17.5,0,41.908864,1.4724736,1.1043552,0.4530688
6/1/83,2.293664607,,,0,20.3,0,45.590048,3.256432,1.1043552,0.3964352
6/2/83,2.293664607,,,0,25.8,0,45.30688,1.132672,1.0760384,0.3398016
6/3/83,2.293664607,,,0,28.1,0,47.289056,0.6512864,1.0477216,0.3398016
6/4/83,2.321981454,,,36.576,26.7,0,48.988064,0.3964352,1.0194048,0.3114848
6/5/83,2.350298301,,,8.636,25.3,0.011609888,72.20784,0.3114848,1.274256,9.7126624
6/6/83,2.378615148,,,14.986,21.7,0.283168,51.819744,0.2406928,1.41584,3.0582144
6/7/83,2.435248842,,,0,21.4,0.6796032,50.687072,0.20104928,1.3875232,1.132672
6/8/83,2.406931995,,,0,22.8,0.3964352,61.730624,0.17556416,1.1893056,0.70792
6/9/83,2.378615148,,,0,23.9,0.07362368,58.615776,0.1699008,1.0760384,0.5946528
6/10/83,2.350298301,,,0,24.4,0.006796032,58.615776,0.16423744,1.0194048,0.5380192
6/11/83,2.350298301,,,0,25.3,0,53.80192,0.16423744,0.9627712,0.4813856
6/12/83,2.350298301,,,0,26.4,0,54.651424,0.15291072,0.9344544,0.4530688
6/13/83,2.350298301,,,0,26.7,0,56.350432,0.14724736,0.8778208,0.424752
6/14/83,2.378615148,,,6.858,26.7,0,56.6336,0.141584,2.0104928,1.5857408
6/15/83,2.463565689,,,0,24.2,2.5768288,36.245504,0.13875232,3.5112832,0.849504
6/16/83,2.435248842,,,9.652,22.8,1.6140576,61.164288,0.13025728,2.406928,0.8211872
6/17/83,2.406931995,,,0,25,1.699008,54.368256,0.13592064,2.4352448,0.566336
6/18/83,2.406931995,,,0,25.6,1.3592064,51.819744,0.14441568,1.7556416,0.4530688
6/19/83,2.406931995,,,0,26.1,1.1043552,51.253408,0.14724736,1.5857408,0.424752
6/20/83,2.406931995,,,0,26.7,0.991088,51.819744,0.22936608,1.4724736,0.3964352
6/21/83,2.378615148,,,0,27.2,0.7362368,50.403904,0.20104928,1.3875232,0.3964352
6/22/83,2.378615148,,,0,26.9,0.5380192,55.500928,0.1840592,1.3025728,0.3681184
6/23/83,2.378615148,,,1.27,27.2,0.4530688,53.518752,0.17273248,1.274256,0.424752
6/24/83,2.378615148,,,0.254,26.9,0.3114848,57.199936,0.1699008,1.1893056,0.424752
6/25/83,2.378615148,,,19.304,25.6,0.3681184,59.748448,0.4530688,1.8122752,1.7556416
6/26/83,2.378615148,,,0,27.2,0.7645536,54.651424,5.521776,1.699008,0.4530688
6/27/83,2.378615148,,,0,29.2,0.3964352,57.199936,4.0493024,1.3875232,0.3398016
6/28/83,2.350298301,,,0,27.5,0.141584,54.085088,2.4635616,1.1893056,0.3681184
6/29/83,2.350298301,,,0,29.4,0.070792,57.766272,1.7839584,1.0760384,0.3681184
6/30/83,2.321981454,,,0,29.4,0.01132672,54.368256,1.5857408,0.991088,0.3114848
7/1/83,2.321981454,,,0.508,30,0.00141584,52.669248,1.4441568,0.9627712,0.3114848
7/2/83,2.321981454,,,0,30.3,0,57.199936,1.3592064,0.8778208,0.2548512
7/3/83,2.293664607,,,0,30,0,54.368256,1.3025728,0.7645536,0.22370272
7/4/83,2.293664607,,,0,30,0,55.21776,1.274256,0.7362368,0.20388096
7/5/83,2.26534776,,,3.048,27.8,0,56.916768,1.1893056,0.8211872,0.22370272
7/6/83,2.26534776,,,0,28.6,0.5380192,63.7128,1.132672,1.4441568,0.23786112
7/7/83,2.237030913,,,0,27.5,0.011609888,59.182112,1.1043552,1.1609888,0.20954432
7/8/83,2.237030913,,,0,27.2,0,59.46528,1.0477216,0.7645536,0.18689088
7/9/83,2.237030913,,,0,28.3,0,62.580128,1.0477216,0.70792,0.17273248
7/10/83,2.208714066,,,0,28.3,0,62.29696,1.0477216,0.6512864,0.15857408
7/11/83,2.208714066,,,0,28.1,0,62.013792,1.0477216,0.6512864,0.141584
7/12/83,2.208714066,,,0,27.2,0,65.694976,1.0194048,0.6512864,0.13308896
7/13/83,2.208714066,,,0.762,25.8,0,62.29696,0.991088,0.6512864,0.13308896
7/14/83,2.208714066,,,22.606,25,0,69.942496,0.9627712,0.849504,1.3308896
7/15/83,2.208714066,,,18.288,24.2,0,63.995968,0.9627712,0.9627712,0.6796032
7/16/83,2.26534776,,,25.908,25.6,0.09061376,12.9690944,0.991088,1.1893056,2.3502944
7/17/83,2.321981454,,,0,28.6,0.9061376,57.766272,0.9627712,2.548512,0.4813856
7/18/83,2.378615148,,,1.27,27.2,1.0194048,48.13856,0.9344544,1.8122752,0.3114848
7/19/83,2.350298301,,,0,26.9,0.28033632,35.962336,0.9061376,1.4724736,0.2548512
7/20/83,2.321981454,,,0,27.2,0.09627712,33.130656,0.9344544,1.274256,0.23219776
7/21/83,2.321981454,,,0,28.1,0.03964352,41.625696,1.0477216,1.132672,0.212376
7/22/83,2.293664607,,,0,28.1,0.01557424,41.342528,0.991088,1.0194048,0.19255424
7/23/83,2.293664607,,,0,28.6,0.006229696,38.510848,0.9627712,0.9344544,0.17556416
7/24/83,2.293664607,,,0,28.6,0.001699008,38.22768,0.9627712,0.7928704,0.14441568
7/25/83,2.26534776,,,0,28.9,0,35.396,0.9627712,0.70792,0.12176224
7/26/83,2.237030913,,,0,29.2,0,32.847488,0.9627712,0.6796032,0.10477216
7/27/83,2.237030913,,,0,29.7,0,29.449472,0.9627712,0.6229696,0.0849504
7/28/83,2.208714066,,,0,29.4,0,30.015808,0.9627712,0.566336,0.09627712
7/29/83,2.208714066,,,0,29.2,0,31.714816,0.9627712,0.566336,0.09061376
7/30/83,2.180397219,,,0,29.4,0,30.865312,0.9627712,0.5097024,0.09061376
7/31/83,2.180397219,,,0,30,0,30.582144,4.1908864,0.4813856,0.08778208
8/1/83,2.180397219,,,0,30.3,0,30.015808,7.4190016,0.4530688,0.08211872
8/2/83,2.152080372,,,0,30.3,0,29.73264,5.097024,0.4530688,0.070792
8/3/83,2.152080372,,,0.254,28.9,0,26.5611584,4.1908864,0.424752,0.06796032
8/4/83,2.152080372,,,3.81,28.9,0,27.2973952,3.9360352,0.424752,0.424752
8/5/83,2.180397219,,,0,28.3,0,63.429632,3.4829664,0.424752,0.3398016
8/6/83,2.180397219,,,1.778,30,0,63.995968,3.6245504,0.3964352,0.3964352
8/7/83,2.152080372,,,0,29.4,0,31.997984,3.4829664,0.4530688,0.18689088
8/8/83,2.180397219,,,30.226,25,0.7362368,64.562304,3.2281152,0.4813856,9.8542464
8/9/83,2.237030913,,,0,27.2,0.09627712,30.582144,3.2281152,0.4530688,0.5946528
8/10/83,2.208714066,,,0,28.6,0.027467296,26.19304,3.2281152,0.5380192,0.283168
8/11/83,2.180397219,,,0,29.4,0.000566336,25.3718528,3.398016,0.4530688,0.22370272
8/12/83,2.152080372,,,0,28.9,0,4.1625696,3.2281152,0.3964352,0.23786112
8/13/83,2.152080372,,,0,28.6,0,12.2045408,3.114848,0.3964352,0.22087104
8/14/83,2.123763525,,,0,28.9,0,3.398016,3.0298976,0.3681184,0.15857408
8/15/83,2.095446678,,,0,29.7,0,1.3025728,3.0582144,0.3964352,0.13025728
8/16/83,2.095446678,,,0,30,0,17.8112672,3.1997984,0.3398016,0.10477216
8/17/83,2.067129831,,,0,29.2,0,18.7457216,3.4263328,0.3114848,0.09061376
8/18/83,2.038812984,,,0,28.3,0,18.3776032,4.0776192,0.3114848,0.09061376
8/19/83,2.010496137,,,18.796,25.8,0,14.441568,3.8794016,0.3114848,6.7677152
8/20/83,1.98217929,,,0,29.7,0,11.4966208,3.7378176,0.283168,0.4530688
8/21/83,1.98217929,,,0,29.7,0,22.087104,3.9077184,0.3114848,0.26617792
8/22/83,1.98217929,,,0,29.4,0,18.264336,13.3938464,0.3114848,0.20954432
8/23/83,1.98217929,,,0,30.3,0,37.378176,8.9764256,0.27184128,0.17556416
8/24/83,1.953862443,,,0,29.7,0,59.46528,6.654448,0.2690096,0.14724736
8/25/83,1.953862443,,,0.254,29.2,0,58.04944,5.8332608,0.27750464,0.14441568
8/26/83,1.953862443,,,0,29.4,0,56.350432,5.1819744,0.26617792,0.13308896
8/27/83,1.925545596,,,0,29.4,0,54.085088,4.95544,0.24352448,0.10760384
8/28/83,1.925545596,,,1.016,28.9,0,61.164288,4.530688,0.22370272,0.09627712
8/29/83,1.897228749,,,0,29.4,0,59.182112,4.0776192,0.2406928,0.08778208
8/30/83,1.897228749,,,0,30.3,0,59.182112,3.7944512,0.20671264,0.07645536
8/31/83,1.868911902,,,0,30.8,0,65.12864,3.5962336,0.18122752,0.070792
9/1/83,1.868911902,,,3.302,28.1,0,68.243488,3.5396,0.16706912,0.1274256
9/2/83,1.868911902,,,0,29.4,0,63.995968,3.398016,0.1557424,0.09344544
9/3/83,1.840595055,,,0,28.6,0,68.809824,3.0865312,0.12176224,0.06229696
9/4/83,1.840595055,,,0,29.2,0,66.261312,2.7750464,0.11609888,0.04813856
9/5/83,1.840595055,,,0,29.2,0,67.110816,2.7184128,0.10760384,0.027467296
9/6/83,1.840595055,,,0,31.1,0,67.393984,2.690096,0.09061376,0.06229696
9/7/83,1.812278208,,,4.318,28.9,0.18972256,73.340512,2.4918784,0.07362368,0.03964352
9/8/83,1.812278208,,,0,27.2,0.017556416,69.942496,2.3219776,0.11609888,0.11043552
9/9/83,1.783961361,,,7.62,26.4,0,68.526656,2.3219776,0.17556416,0.7362368
9/10/83,1.783961361,,,0.762,27.8,0,64.562304,2.8599968,0.14724736,0.3114848
9/11/83,1.755644514,,,0,27.2,0,59.748448,3.398016,0.11893056,0.17556416
9/12/83,1.755644514,,,0,27.8,0,56.916768,2.6617792,0.08778208,0.11043552
9/13/83,1.755644514,,,0,28.3,0,55.21776,2.4352448,0.05097024,0.08211872
9/14/83,1.727327667,,,2.032,26.9,0,42.4752,2.3219776,0.04530688,0.283168
9/15/83,1.69901082,,,0,26.1,0,43.324704,2.2370272,0.04530688,0.12459392
9/16/83,1.69901082,,,0,28.9,0,44.174208,2.1803936,0.04530688,0.07928704
9/17/83,1.670693973,,,0,29.2,0,46.439552,2.12376,0.04530688,0.070792
9/18/83,1.69901082,,,28.194,25.3,0.00991088,57.483104,2.0388096,0.19255424,0.3681184
9/19/83,1.783961361,,,25.654,26.7,0.5946528,63.7128,1.9255424,2.4352448,3.5679168
9/20/83,1.868911902,,,0,23.3,3.1431648,49.837568,1.8122752,1.1609888,0.424752
9/21/83,1.953862443,,,0,16.9,1.5291072,26.6461088,1.8689088,0.6229696,0.1982176
9/22/83,2.038812984,,,0,16.9,0.6512864,24.8621504,2.0104928,0.566336,0.16140576
9/23/83,2.010496137,,,0,18.9,0.2265344,24.5506656,1.699008,0.5097024,0.14441568
