Date,PRCP_miroc5.1.rcp26,PRCP_miroc5.1.rcp45,PRCP_miroc5.1.rcp60,PRCP_miroc5.1.rcp85,PRCP_noresm1-me.1.rcp26,PRCP_noresm1-me.1.rcp45,PRCP_noresm1-me.1.rcp60,PRCP_noresm1-me.1.rcp85,TEMP_miroc5.1.rcp26,TEMP_miroc5.1.rcp45,TEMP_miroc5.1.rcp60,TEMP_miroc5.1.rcp85,TEMP_noresm1-me.1.rcp26,TEMP_noresm1-me.1.rcp45,TEMP_noresm1-me.1.rcp60,TEMP_noresm1-me.1.rcp85
9/1/2095,0.321,5.12,4.814,0.342,2.863,5.073,1.16,1.626,29.062,26.794,28.268,32.302,27.014,27.575,31.328,32.313
10/1/2095,8.983,3.78,2.222,2.95,3.058,5.537,4.18,1.501,23.328,24.019,24.756,27.714,23.158,23.55,25.041,26.874
11/1/2095,2.188,1.303,2.739,3.183,2.427,1.059,6.1,0.167,17.093,17.831,18.152,19.032,17.097,16.333,18.121,21.425
12/1/2095,0.178,2.22,2.829,0.318,1.407,0.127,0.049,0.45,11.944,11.741,9.681,18.147,13.663,13.804,14.728,19.265
1/1/2096,0.512,0.736,1.889,1.301,1.286,1.316,1.218,2.4,10.868,12.44,8.377,13.411,12.008,12.115,16.011,13.796
2/1/2096,2.209,6.601,1.829,4.592,1.286,3.659,2.787,1.3,11.939,18.718,10.76,14.985,14.223,14.635,13.227,15.314
3/1/2096,2.597,0.418,0.193,0.191,1.537,0.504,0.462,0.782,20.018,19.669,16.218,21.565,18.216,16.012,19.507,21.343
4/1/2096,4.693,4.528,0.408,1.381,4.178,0.152,3.076,0.104,22.826,22.818,24.332,25.706,21.42,23.932,23.233,28.436
5/1/2096,2.095,2.393,2.132,1.76,5.218,1.844,3.9,2.885,26.026,26.786,27.889,30.561,25.181,27.468,26.66,29.277
6/1/2096,0.898,5.097,0.851,6.062,2.806,3.624,3.703,3.218,29.124,29.594,31.837,32.285,28.146,30.394,28.534,31.696
7/1/2096,1.806,2.411,0.203,0.37,1.521,1.851,0.637,0.133,30.685,31.526,34.821,38.471,29.732,30.459,31.62,33.321
8/1/2096,0.087,0.705,4.117,0.43,1.098,0.474,0.165,0.259,33.503,33.793,33.204,36.157,30.069,31.058,32.803,32.826
9/1/2096,0.317,2.457,3.662,2.635,3.965,1.785,2.768,1.028,30.135,29.38,29.074,30.495,28.148,29.813,29.779,31.872
10/1/2096,9.623,0.834,0.1,0.313,5.433,4.303,7.7,4.201,22.151,24.934,25.432,27.845,23.965,25.849,23.421,28.165
11/1/2096,0.747,3.099,0.165,2.854,2.28,1.064,0.458,1.495,15.449,17.276,16.876,22.727,16.822,18.646,18.302,21.218
12/1/2096,0.297,0.947,0.499,1.782,1.481,1.403,1.66,0.125,13.334,12.9,15.256,17.155,14.017,14,13.201,19.838
1/1/2097,0.286,0.462,0.07,0.313,7.178,0.013,0.832,0.155,9.608,11.771,15.921,17.342,14.927,10.595,11.234,19.622
2/1/2097,0.326,2.743,0.437,1.789,2.92,2.715,1.219,3.126,13.741,15.691,14.193,15.321,18.088,14.461,15.482,19.317
3/1/2097,2.183,2.302,0.152,0.601,0.48,0.614,0.184,0.76,17.482,19.324,21.628,22.277,15.37,23.316,22.277,23.383
4/1/2097,1.291,0.169,0.682,3.606,1.863,2.979,0.104,7.655,22.875,24.845,27.21,23.509,21.429,23.214,26.456,24.727
5/1/2097,1.867,3.551,8.006,14.382,3.663,0.903,6.085,5.38,27.008,28.143,28.568,27.907,23.451,27.735,27.444,27.574
6/1/2097,1.401,4.41,8.869,7.811,5.736,1.9,4.033,12.263,31.011,29.61,29.136,30.55,28.338,31.537,30.025,30.044
7/1/2097,0.509,1.699,5.064,3.292,1.178,1.868,1.166,0.801,31.215,32.528,29.772,33.526,28.798,31.258,30.972,31.43
8/1/2097,1.982,1.788,5.663,5.343,2.804,2.363,0.776,1.081,32.17,33.24,29.077,31.51,29.073,30.975,31.109,32.344
9/1/2097,4.282,2.624,4.956,4.072,3.844,2.532,2.927,5.309,26.883,30.256,26.385,30.244,26.405,28.654,29.622,29.999
10/1/2097,0.305,0.32,0.428,2.594,3.21,10.818,0.767,2.287,24.311,26.821,24.061,23.214,22.667,25.126,26.135,26.132
11/1/2097,0.014,2.871,2.995,3.128,3.985,0.831,2.442,1.898,17.623,18.211,17.005,18.745,16.532,17.392,17.51,18.947
12/1/2097,0.546,0.067,0.047,1.654,1.45,0.332,0.289,0.33,16.236,14.198,15.261,15.945,14.333,14.092,16.24,18.421
1/1/2098,0.47,0.716,2.244,2.201,2.142,0.931,0.869,0.013,15.045,13.9,12.531,12.931,5.769,13.276,11.75,16.372
2/1/2098,0.726,1.631,1.617,1.026,1.559,2.704,1.264,3.154,15.115,13.546,12.071,13.981,12.056,12.896,15.789,19.375
3/1/2098,2.588,0.152,0.703,0.801,0.792,1.621,1.736,1.394,18.597,19.674,19.139,21.342,16.454,19.244,20.806,20.955
4/1/2098,4.392,3.541,4.474,1.025,1.855,2.157,5.654,3.245,23.464,23.574,24.466,26.034,23.055,22.715,23.222,24.823
5/1/2098,2.832,5.405,4.421,2.25,1.978,9.864,1.982,3.567,27.501,26.388,25.632,30.628,25.723,24.207,28.008,28.886
6/1/2098,3.098,4.281,1.372,1.615,1.279,3.722,15.998,8.734,30.652,29.667,30.877,34.057,29.653,28.83,29.239,31.039
7/1/2098,0.443,2.986,1.424,0.894,0.492,0.055,4.214,0.13,32.078,31.056,32.889,37.399,30.726,31.146,28.105,32.73
8/1/2098,1.979,0.822,0.534,1.689,1.254,0.642,0.665,0.384,32.452,33.161,34.526,36.174,30.325,32.011,30.861,34.891
9/1/2098,1.992,1.878,2.434,0.363,1.796,2.825,3.458,2.608,27.746,29.921,29.815,32.623,28.232,29.391,27.991,31.7
10/1/2098,6.101,0.453,0.409,0.353,2.058,9.486,1.672,7.915,22.073,25.545,23.827,31.539,21.824,24.407,24.46,26.832
11/1/2098,0.374,1.148,1.399,1.061,1.05,0.079,2.339,2.046,17.4,19.605,18.261,19.523,17.804,17.547,20.596,21.141
12/1/2098,4.281,5.356,4.039,0.944,1.345,0.33,0.31,0.562,12.131,12.014,14.39,19.479,14.969,15.785,17.831,15.363
1/1/2099,0.58,1.87,0.468,0.27,0.664,1.166,2.416,0.273,11.108,13.847,12.39,14.653,14.794,11.532,16.19,15.694
2/1/2099,2.337,2.434,1.044,0.643,2.08,1.48,2.644,4.56,12.847,15.657,16.271,20.601,14.63,15.281,15.251,17.505
3/1/2099,0.557,1.296,0.249,0.152,1.962,0.455,1.334,1.73,17.413,19.337,19.382,25.714,21.147,20.489,18.165,18.959
4/1/2099,4.113,5.757,2.265,1.066,5.175,1.082,9.766,2.676,22.376,23.493,25.245,28.355,20.889,22.949,23.39,24.432
5/1/2099,0.856,4.694,3.079,2.19,9.423,4.762,2.299,4.56,27.517,27.287,28.746,32.885,25.458,25.447,25.977,27.847
6/1/2099,2.669,3.47,4.775,0.917,3.341,2.968,0.964,1.589,30.841,30.872,31.589,35.467,27.23,29.12,31.387,32.422
7/1/2099,1.986,2.323,1.39,0.218,0.877,0.102,1.622,0.247,30.919,31.59,34.125,37.821,29.477,31.779,31.835,32.255
8/1/2099,0.328,3.313,2.37,2.235,1.285,0.884,1.252,1.367,31.534,31.253,32.123,35.811,30.031,32.357,33.248,33.077
9/1/2099,1.202,2.32,3.106,0.659,0.609,1.21,3.996,2.983,28.133,29.049,29.296,34.273,27.153,30.69,29.201,31.175
10/1/2099,0.29,2.172,11.912,0.544,7.572,7.19,0.816,1.7,23.555,25.725,24.186,29.335,21.674,24.424,24.985,26.523
11/1/2099,0.304,0.955,0.025,0.188,1.174,2.073,1.91,0.326,17.965,19.129,18.016,19.167,17.804,17.345,19.763,20.318
12/1/2099,3.333,3.944,0.354,1.842,2.758,1.028,1.989,0.376,17.472,14.802,13.226,16.203,12.093,12.516,11.457,17.774
