Date,PRCP_miroc5.1.rcp26,PRCP_miroc5.1.rcp45,PRCP_miroc5.1.rcp60,PRCP_miroc5.1.rcp85,PRCP_noresm1-me.1.rcp26,PRCP_noresm1-me.1.rcp45,PRCP_noresm1-me.1.rcp60,PRCP_noresm1-me.1.rcp85,TEMP_miroc5.1.rcp26,TEMP_miroc5.1.rcp45,TEMP_miroc5.1.rcp60,TEMP_miroc5.1.rcp85,TEMP_noresm1-me.1.rcp26,TEMP_noresm1-me.1.rcp45,TEMP_noresm1-me.1.rcp60,TEMP_noresm1-me.1.rcp85
8/1/2079,0.269,1.89,4.553,0.821,2.137,0.608,2.02,0.643,31.483,32.157,33.048,36.607,30.137,31.176,30.105,31.738
9/1/2079,13.691,0.326,1.29,2.296,2.993,4.076,3.181,8.197,23.172,32.834,29.48,31.84,28.38,29.175,26.987,29.936
10/1/2079,0.608,2.63,5.76,6.047,5.498,3.927,1.444,2.519,22.799,25.455,24.45,26.687,22.763,24.612,23.45,24.456
11/1/2079,2.299,0.025,0.016,0.014,1.482,1.01,1.754,0.874,18.316,21.354,15.988,20.131,14.223,16.838,19.943,18.269
12/1/2079,0.574,2.254,9.47,0.047,0.871,2.587,1.067,1.005,15.119,13.649,11.928,16.368,14.673,19.77,15.468,13.629
1/1/2080,3.939,0.805,3.286,0.322,1.666,1.316,0.824,1.003,9.887,7.32,10.045,17.241,16.427,16.071,15.48,11.722
2/1/2080,2.047,1.02,1.677,1.587,2.656,0.624,0.736,0.08,10.248,14.263,14.29,18.794,14.181,13.684,17.23,14.827
3/1/2080,0.982,0.203,0.552,0.409,3.218,0.479,2.353,0.612,18.862,19.617,18.983,21.444,19.307,19.748,20.791,20.642
4/1/2080,3.578,1.215,3.3,2.688,1.802,1.866,3.842,0.16,22.753,24.198,26.243,25.401,21.655,24.111,24.593,24.826
5/1/2080,1.872,3.387,4.023,6.265,4.335,2.136,1.32,5.183,27.697,28.19,27.153,28.177,25.449,27.879,28.091,26.63
6/1/2080,3.67,0.269,2.764,4.436,4.385,3.292,1.387,2.553,29.277,32.318,32.165,31.612,27.85,31.639,30.977,31.657
7/1/2080,0.882,0.12,2.989,0.59,0.523,3.074,2.309,7.286,30.199,35.042,31.946,34.035,30.536,29.793,31.907,30.104
8/1/2080,0.809,0.427,1.33,4.26,1.056,2.466,5.781,0.098,31.657,36.027,32.515,32.062,30.8,30.078,29.241,30.734
9/1/2080,2.195,0.389,0.527,2.368,1.342,2.153,2.861,2.793,27.761,33.048,30.468,29.145,28.636,28.593,28.271,30.529
10/1/2080,0.416,6.277,0.891,0.035,0.451,1.854,0.878,9.135,25.728,25.361,24.416,26.737,23.936,23.699,25.403,25.773
11/1/2080,0.84,1.86,0.727,0.204,2.315,1.479,0.633,1.392,16.466,16.097,15.331,20.247,17.664,16.573,16.218,20.662
12/1/2080,4.162,0.226,0.089,2.156,1.764,0.923,0.304,1.054,12.766,13.953,15.033,15.235,13.711,15.576,18.225,16.72
1/1/2081,0.886,0.237,0.246,2.191,3.432,1.784,0.663,1.456,9.177,12.114,9.902,14.957,10.509,14.585,14.026,14.056
2/1/2081,1.922,0.318,3.047,0.963,3.633,2.103,1.645,0.32,15.087,14.494,12.488,11.431,11.468,11.971,17.69,16.244
3/1/2081,3.329,3.437,1.352,1.02,0.84,0.199,2.852,0.604,18.729,18.734,19.299,20.489,17.727,17.892,19.642,20.067
4/1/2081,1.734,2.575,0.306,2.781,2.979,1.489,0.687,0.104,22.387,26.789,24.692,23.239,20.14,22.13,23.23,27.931
5/1/2081,4.026,2.79,5.525,2.308,4.505,2.799,2.37,0.815,25.778,27.823,28.816,27.696,24.777,27.402,26.802,32.194
6/1/2081,5.186,2.996,1.787,1.402,2.24,2.877,0.258,0.814,27.545,30.986,31.687,32.548,28.077,30.063,30.552,33.545
7/1/2081,0.553,3.71,0.715,0.926,2.149,1.711,0.232,0.069,31.131,32.761,33.464,35.589,29.749,31.34,32.152,33.465
8/1/2081,1.004,7.499,1.914,2.833,4.204,0.695,1.2,6.802,30.973,30.859,34.345,34.637,30.183,32.689,31.964,31.551
9/1/2081,3.102,1.17,3.205,3.217,4.983,2.214,1.986,1.149,26.942,29.343,26.887,29.689,26.287,29.131,30.537,30.205
10/1/2081,7.383,0.712,3.441,6.221,2.918,2.637,1.989,7.234,23.961,25.861,24.846,26.39,21.981,24.633,26.206,26.844
11/1/2081,1.094,0.016,0.679,0.158,2.21,1.217,2.692,2.7,15.113,19.031,19.307,16.826,15.324,17.66,16.461,21.052
12/1/2081,2.218,2.666,3.388,5.341,0.292,0.512,1.357,3.175,10.907,13.511,11.932,14.91,14.113,17.82,17.307,12.873
1/1/2082,5.258,0.254,0.083,1.354,0.655,0.267,0.973,2.176,10.538,13.756,15.216,12.845,11.157,12.87,12.402,16.7
2/1/2082,2.496,0.729,0.474,1.877,0.897,2.34,0.361,2.044,12.741,12.643,14.444,13.813,15.32,14.899,14.037,15.481
3/1/2082,0.184,0.407,0.534,0.203,0.223,1.597,0.273,2.892,16.844,18.289,18.431,20.455,18.799,16.816,19.437,20.659
4/1/2082,2.098,1.6,1.365,4.36,1.908,4.807,1.624,8.216,22.115,24.03,25.863,25.024,23.415,22.566,24.363,24.684
5/1/2082,4.157,1.407,1.395,1.769,3.64,2.643,2.73,1.039,25.305,28.959,29.214,28.199,26.827,26.166,27.826,29.173
6/1/2082,1.672,1.79,2.402,1.381,3.273,1.676,1.096,1.649,29.334,33.389,31.159,32.684,28.202,30.088,31.559,33.388
7/1/2082,1.797,1.077,0.826,0.28,0.4,1.022,1.655,2.132,30.607,32.41,34.187,34.639,30.675,31.67,32.141,31.643
8/1/2082,9.238,8.665,0.913,1.136,1.083,2.517,0.558,0.261,27.718,33.984,34.076,35.06,31.195,30.735,32.282,34.148
9/1/2082,1.018,2.201,2.236,2.715,1.791,2.505,1.907,1.371,26.765,27.383,28.893,29.883,28.986,29.322,29.926,32.933
10/1/2082,2.096,3.099,2.693,0.842,1.734,9.653,2.654,2.435,24.008,22.799,24.259,24.931,22.792,25.195,23.166,26.62
11/1/2082,4.181,0.283,2.012,1.399,1.691,0.424,0.768,0.699,17.066,18.481,18.173,20.184,16.977,19.013,19.381,21.554
12/1/2082,4.161,1.439,1.177,1.145,0.311,0.09,0.142,1.234,12.959,17.668,13.547,14.758,15.733,15.983,17.661,15.729
1/1/2083,4.805,4.323,0.33,0.214,1.524,0.31,0.502,0.874,9.142,13.937,11.575,15.29,16.378,12.111,15.695,15.102
2/1/2083,3.048,2.678,0.395,1.025,2.081,2.107,2.232,0.517,13.836,11.054,15.448,15.756,13.747,12.432,16.824,18.454
3/1/2083,3.034,3.781,0.256,0.837,2.824,1.766,2.703,1.235,18.453,18.006,18.66,20.399,14.922,19.354,20.04,18.165
4/1/2083,1.418,2.177,2.852,0.962,1.065,1.523,1.236,2.393,21.998,23.706,21.149,27.867,19.871,24.246,24.581,24.096
5/1/2083,6.039,2.645,2.846,0.901,1.727,3.115,7.249,8.523,26.438,27.242,26.726,32.498,26.558,26.68,25.8,26.125
6/1/2083,9.138,2.559,2.741,2.492,2.85,4.157,2.538,9.092,26.978,31.244,31.519,34.3,29,30.311,30.24,30.38
7/1/2083,0.482,0.516,0.65,1.16,0.353,0.22,0.484,2.913,30.148,32.461,32.753,35.248,31.142,31.904,31.64,30.78
8/1/2083,6.437,2.226,0.811,0.946,1.582,0.393,0.695,1.718,28.499,33.611,32.472,33.719,30.39,30.736,32.563,30.891
9/1/2083,3.071,4.956,2.314,3.623,2.118,1.952,4.781,1.339,26.099,28.012,29.237,29.753,27.555,30.815,29.627,29.656
10/1/2083,0.64,0.352,2.59,0.407,5.129,2.026,2.011,0.977,22.419,24.807,25.419,25.863,22.709,24.36,24.565,26.088
11/1/2083,4.598,2.481,2.749,0.033,1.784,3.835,1.614,2.357,13.593,17.57,17.818,21.046,16.081,15.707,20.319,21.724
12/1/2083,6.054,4.098,0.258,2.702,0.503,0.059,0.465,3.517,14.724,9.051,13.743,20.623,12.027,16.101,14.877,14.849
1/1/2084,1.905,3.629,0.238,0.254,0.855,1.904,0.722,2.116,13.071,12.414,14.285,17.681,12.956,13.437,13.659,14.291
2/1/2084,3.088,5.279,3.436,0.962,2.615,2.379,2.371,2.443,11.766,14.146,14.339,15.936,13.324,13.651,14.407,14.608
3/1/2084,2.255,0.719,1.284,0.202,1.779,1.059,2.587,1.894,14.56,17.966,16.407,21.646,19.853,19.326,18.433,18.139
4/1/2084,1.473,2.055,1.861,2.263,3.313,2.79,2.044,0.2,20.277,23.965,24.045,26.284,21.431,22.121,21.611,21.568
5/1/2084,2.36,2.778,3.834,2.77,2.266,5.569,2.851,4.471,25.559,26.379,28.94,31.048,25.612,25.352,24.897,27.521
6/1/2084,2.722,2.73,3.438,3.313,3.629,2.85,2.608,0.96,28.982,30.475,30.786,33.575,27.847,29.391,30.297,31.703
7/1/2084,1.461,0.794,1.754,0.122,1.453,2.261,2.448,5.849,30.493,32.96,31.564,36.884,30.54,30.335,31.216,30.915
8/1/2084,1.728,5.047,0.883,0.342,0.799,1.368,2.909,2.554,29.909,30.244,32.942,35.832,29.979,30.349,30.407,30.743
9/1/2084,6.527,5.062,3.966,1.001,1.222,3.72,3.034,1.427,25.823,26.207,28.715,33.756,29.872,29.298,27.875,27.516
10/1/2084,1.315,0.363,4.973,0.594,2.756,0.929,8.738,7.479,21.82,23.025,25.09,26.585,23.729,24.67,23.463,26.089
11/1/2084,1.376,1.272,0.014,0.834,1.323,0.618,1.182,0.865,17.713,18.439,19.705,19.318,16.88,16.795,16.561,19.36
12/1/2084,0.881,0.507,3.266,0.1,0.663,0.174,2.061,0.983,11.932,15.131,17.564,15.916,11.794,16.018,17.4,13.511
1/1/2085,0.661,1.447,2.183,1.867,0.722,0.749,0.013,1.859,13.188,10.964,10.403,17.276,9.81,13.318,17.324,12.137
2/1/2085,5.017,1.898,2.063,1.592,1.509,2.142,3.237,2.276,17.18,18.686,13.238,19.558,12.617,14.697,16.221,14.814
3/1/2085,1.321,1.138,0.152,0.891,2.861,2.933,2.397,0.665,18.436,18.146,17.96,21.745,17.635,19.025,15.61,19.896
4/1/2085,2.398,0.113,0.819,3.117,1.251,2.275,6.932,3.365,22.192,24.621,24.124,25.046,22.869,23.79,21.348,22.584
5/1/2085,2.34,4.103,4.18,3.715,7.756,1.952,3.241,7.018,26.302,28.326,26.413,29.408,25.558,27.026,25.202,26.075
6/1/2085,3.206,3.002,1.146,2.898,9.38,5.393,4.285,1.259,28.909,31.312,31.565,33.207,27.236,29.867,30.167,30.66
7/1/2085,13.713,1.774,5.015,0.458,2.881,0.192,1.366,1.773,28.441,31.857,30.937,35.364,27.9,32.063,30.639,32.047
8/1/2085,2.391,8.321,1.992,0.335,4.118,0.157,1.231,2.565,28.418,30.162,31.8,33.763,28.606,32.267,32.487,32.021
9/1/2085,3.453,0.338,0.556,1.138,4.552,2.53,2.517,2.764,25.793,29.529,29.859,30.985,26.124,29.886,29.285,29.52
10/1/2085,7.683,4.737,0.319,0.431,4.669,3.334,0.936,1.142,22.063,23.834,24.878,27.407,21.579,25.37,23.28,24.968
11/1/2085,0.84,0.269,0.137,0.648,1.601,1.288,1.068,1.623,17.403,16.016,18.441,17.795,13.433,15.843,19.542,21.993
12/1/2085,1.738,0.503,2.613,1.018,1.24,0.055,0.047,2.727,12.189,13.6,9.953,13.835,15.216,15.427,15.778,12.404
1/1/2086,0.013,0.708,0.872,1.334,0.69,1.487,1.275,1.486,12.528,10.111,11.822,14.431,15.172,11.492,12.039,9.872
2/1/2086,0.358,1.272,1.025,0.375,2.51,1.997,2.044,4.844,17.627,9.34,16.522,12.753,13.304,16.749,20.029,16.631
3/1/2086,0.313,0.287,0.698,0.429,0.778,0.882,0.351,0.492,21.285,17.045,20.98,21.442,16.828,19.509,19.379,21.049
4/1/2086,3.006,1.386,1.556,1.964,7.426,1.283,1.567,1.217,23.849,23.438,25.281,25.401,23.091,23.541,23.491,27.405
5/1/2086,1.965,5.221,2.302,2.758,6.149,0.779,0.942,0.847,26.127,27.717,30.904,29.647,25.488,29.716,30.386,29.845
6/1/2086,4.064,0.373,0.828,0.45,4.297,1.136,0.276,1.874,28.937,31.659,33.441,34.592,27.432,31.849,33.006,33.909
7/1/2086,0.115,4.071,2.525,0.649,2.577,0.338,1.501,0.129,31.501,30.613,33.062,35.592,29.368,33.237,31.724,33.057
8/1/2086,1.954,1.898,0.467,0.74,2.297,0.637,0.191,0.204,29.912,32.371,33.279,35.933,31.006,32.641,33.378,33.794
9/1/2086,0.437,1.909,4.286,2.743,4.854,3.231,2.074,3.644,28.228,28.866,28.137,30.279,26.359,29.988,30.328,31.323
10/1/2086,2.97,4.587,0.72,6.147,11.027,3.212,8.379,2.763,23.02,23.776,24.095,26.917,22.816,25.948,26.613,23.533
11/1/2086,0.769,3.097,1.113,1.433,2.692,1.87,0.768,0.748,14.809,16.502,15.778,18.932,13.448,18.935,20.473,18.187
12/1/2086,1.717,0.052,0.95,7.293,1.561,0.131,0.091,1.171,10.979,13.004,15.731,10.896,13.78,15.332,16.814,17.033
1/1/2087,0.423,1.561,0.242,0.404,0.965,0.013,1.768,1.27,12.395,12.421,12.991,11.977,12.274,15.069,18.09,20.411
2/1/2087,2.512,1.668,0.935,4.296,1.419,2.101,4.547,1.232,13.357,19.537,16.884,14.95,13.126,14.935,20.758,19.211
3/1/2087,1.604,0.515,0.152,2.031,2.041,0.783,0.906,1.009,14.937,22.286,23.042,18.843,13.495,20.488,19.449,21.366
4/1/2087,1.974,3.464,1.338,3.315,3.616,0.847,0.527,2.104,22.158,23.963,24.826,25.581,20.726,24.347,26.542,26.304
5/1/2087,1.542,4.549,1.344,2.089,4.204,1.975,0.729,1.763,27.714,26.699,29.229,29.249,24.437,27.116,30.71,29.969
6/1/2087,9.765,0.486,3.029,2.197,1.318,0.77,0.38,4.593,29.929,31.034,30.753,33.235,27.023,31.546,32.276,31.349
7/1/2087,0.147,0.745,0.808,1.331,1.681,0.997,0.193,0.265,31.414,31.881,34.09,33.855,30.031,32.552,32.573,34.035
8/1/2087,1.759,1.848,1.291,2.613,2.47,0.223,0.765,0.779,31.564,32.521,32.841,34.912,29.501,32.733,32.82,32.964
9/1/2087,2.497,1.163,5.957,2.831,5.677,6.065,4.265,1.325,26.623,30.237,27.207,30.596,26.626,30.278,29.347,31.828
10/1/2087,4.243,3.581,8.257,0.531,10.939,9.295,0.099,7.715,24.725,24.681,25.332,27.123,22.269,25.107,25.667,26.114
11/1/2087,3.138,0.065,1.511,1.339,1.083,1.104,1.902,2.227,16.47,19.516,18.758,18.891,16.856,17.562,19.441,21.054
12/1/2087,6.889,1.62,0.92,1.856,0.696,2.076,3.383,0.114,11.394,18.145,12.143,14.076,13.065,11.123,16.294,18.249
1/1/2088,2.766,1.263,0.289,1.002,1.199,0.749,1.624,0.013,11.208,15.781,14.598,14.425,11.238,13.168,9.711,16.405
2/1/2088,3.271,0.236,0.796,1.854,1.313,2.317,0.876,2.938,12.086,12.682,13.885,20.391,13.421,12.695,13.327,21.506
3/1/2088,0.913,3.076,0.152,0.675,1.386,1.32,2.654,1.778,17.29,18.265,20.155,21.442,16.735,17.022,18.693,21.281
4/1/2088,1.201,1.694,2.157,1.357,0.107,2.041,1.494,1.976,23.219,23.565,24.187,27.943,21.096,21.869,23.909,24.68
5/1/2088,1.375,4.661,1.68,0.978,5.731,3.315,3.068,4.075,27.321,28.698,29.562,29.573,25.455,26.487,26.116,28.468
6/1/2088,5.046,3.32,1.4,2.776,1.576,3.491,2.058,18.852,28.374,30.475,32.838,33.461,28.916,29.635,30.827,30.18
7/1/2088,0.492,0.715,0.343,0.929,0.585,0.916,0.214,1.382,30.783,33.664,34.06,35.647,29.761,32.315,32.077,29.733
8/1/2088,10.017,0.152,6.047,0.35,3.258,0.698,1.831,0.904,27.923,33.505,31.645,35.448,29.817,32.68,30.784,31.529
9/1/2088,1.856,1.751,0.535,0.346,5.13,0.888,2.175,4.074,27.625,29.292,31.783,32.605,25.656,30.218,28.952,30.543
10/1/2088,6.098,3.373,1.079,0.21,0.356,0.6,1.828,7.707,21.805,25.212,25.767,27.846,20.738,27.578,25.226,26.974
11/1/2088,1.025,0.236,0.188,1.361,1.251,0.631,4.428,5.634,15.882,15.78,19.948,20.289,15.935,18.089,17.731,21.233
12/1/2088,0.464,2.643,0.551,0.42,0.375,0.31,2.973,0.595,13.441,14.522,16.217,15.871,14.897,15.578,14.109,18.232
1/1/2089,0.908,5.493,0.204,0.35,0.698,1.097,2.476,1.783,10.414,14.915,17.181,17.955,11.205,15.253,17.288,12.141
2/1/2089,2.955,2.856,4.252,2.177,1.94,0.789,2.31,1.848,12.324,18.859,16.217,15.519,14.865,15.411,17.856,17.239
3/1/2089,1.23,3.701,3.326,1.398,0.712,3.001,3.46,0.626,16.905,18.643,19.206,21.642,17.117,19.917,19.774,21.414
4/1/2089,2.802,7.516,2.33,1.35,10.883,0.406,3.758,1.52,22.665,23.519,25.351,23.555,22.673,23.372,23.836,22.532
5/1/2089,5.718,4.28,1.171,0.598,1.883,5.98,1.993,2.696,26.836,28.283,28.797,30.756,25.994,26.252,27.193,27.862
6/1/2089,1.404,5.093,4.795,2.007,12.289,1.689,0.784,5.523,29.093,30.118,31.175,34.203,26.836,29.666,32.881,30.854
7/1/2089,0.766,2.23,1.107,1.992,1.949,1.946,5.454,0.192,31.407,32.056,32.892,34.197,29.16,31.831,31.234,33.732
8/1/2089,1.52,2.868,2.291,2.123,3.215,1.995,1.336,0.684,31.048,32.363,34.007,35.18,28.86,30.51,30.976,33.455
9/1/2089,1.05,2.359,3.826,2.779,4.034,3.06,1.938,3.848,28.02,28.164,28.971,30.792,27.947,28.394,29.486,31.253
10/1/2089,1,3.82,8.727,0.647,3.417,5.75,5.288,1.747,24.782,25.827,23.976,27.364,21.046,25.688,25.911,25.853
11/1/2089,1.417,0.367,0.385,0.827,1.234,1.37,0.537,0.565,15.812,19.089,16.471,20.582,13.171,16.071,17.928,18.214
12/1/2089,1.806,0.94,2.059,0.58,4.925,1.905,0.661,2.14,14.223,14.524,16.497,15.004,8.183,11.792,16.499,18.545
1/1/2090,0.331,0.786,3.172,0.814,3.078,1.892,0.829,0.336,8.131,10.44,10.382,12.316,9.237,10.83,14.524,14.823
2/1/2090,2.568,1.285,4.233,3.995,1.424,1.704,0.854,5.022,9.282,13.616,14.061,17.74,12.428,16.214,16.686,15.11
3/1/2090,0.657,0.435,0.755,0.638,1.529,0.484,1.194,2.022,17.445,17.706,18.525,20.266,15.578,17.275,19.552,21.506
4/1/2090,1.354,1.032,7.682,2.784,1.905,2.523,7.594,3.605,21.885,24.095,20.995,23.592,19.796,23.451,24.333,24.301
5/1/2090,6.187,4.864,5.481,4.206,2.93,2.357,3.328,1.237,25.847,28.92,26.638,28.773,23.971,28.345,27.852,28.423
6/1/2090,2.429,0.872,2.681,0.461,1.741,3.158,2.624,2.486,28.641,32.897,29.932,33.142,28.488,31.788,30.914,33.129
7/1/2090,0.139,2.418,0.424,1.359,9.249,2.87,0.604,3.964,32.321,31.749,33.976,33.996,27.359,30.982,32.969,31.118
8/1/2090,1.151,1.357,5.293,1.414,1.759,0.889,5.322,1.64,32.43,32.946,31.214,34.605,28.368,32.107,31.119,31.755
9/1/2090,4.159,1.665,0.975,3.372,1.273,5.194,3.899,2.468,27.426,30.27,27.889,31.089,27.102,29.743,26.303,30.054
10/1/2090,4.712,0.515,0.278,2.061,7.191,1.843,9.245,1.878,23.139,25.182,23.559,27.611,22.207,23.421,24.691,26.95
11/1/2090,0.019,1.299,0.757,3.363,0.666,1.157,4.086,0.05,16.808,16.475,17.939,20.727,15.765,17.934,17.565,21.958
12/1/2090,0.51,0.56,2.039,0.797,1.178,0.419,2.057,0.174,14.101,15.811,9.554,16.717,12.984,12.292,13.471,19.478
1/1/2091,2.551,0.198,4.145,5.116,0.264,0.268,3.408,1.168,14.528,15.527,10.689,16.273,15.375,11.921,16.462,13.911
2/1/2091,1.951,0.345,3.791,0.788,2.705,1.689,2.541,0.249,13.579,16.525,13.756,14.582,18.07,15.524,16.905,19.609
3/1/2091,1.832,0.152,2.45,2.089,1.488,0.401,1.798,0.883,16.602,19.692,19.158,21.191,20.738,19.349,17.395,19.666
4/1/2091,1.186,0.944,4.48,2.683,9.91,0.578,0.125,6.568,22.306,23.639,24.125,25.065,20.983,23.456,24.004,25.504
5/1/2091,6.486,8.507,4.063,5.414,2.773,3.879,2.445,2.814,23.999,27.091,26.64,28.942,25.249,26.117,26.566,28.45
6/1/2091,2.405,3.248,7.129,2.705,0.268,0.979,3.175,1.617,29.487,30.397,29.666,32.484,29.415,31.061,30.114,32.909
7/1/2091,0.368,0.601,1.081,1.348,0.473,0.805,0.221,2.769,32.844,33.34,30.732,35.642,29.951,33.533,32.612,32.127
8/1/2091,0.419,0.388,0.42,6.215,1.002,0.179,1.063,1.134,32.413,32.143,32.205,31.823,30.447,32.208,33.304,32.92
9/1/2091,0.757,1.67,3.412,4.379,3.01,2.212,1.979,3.828,28.67,30.439,28.067,29.395,27.795,30.177,31.06,31.344
10/1/2091,3.639,0.252,0.022,0.299,9.926,2.259,12.646,0.001,23.392,25.804,26.345,27.854,23.821,26.228,25.419,26.658
11/1/2091,1.163,0.346,0.706,0.38,1.381,0.64,1.403,3.181,16.074,17.555,19.314,18.478,15.875,17.586,17.18,18.865
12/1/2091,3.383,1.03,1.992,1.627,0.451,1.12,0.464,2.781,12.123,13.473,14.33,15.498,10.954,17.993,15.234,19.045
1/1/2092,1.011,0.308,0.079,3.894,0.502,0.972,0.608,0.935,10.489,12.582,12.231,14.562,10.367,16.272,13.629,18.232
2/1/2092,1.792,1.538,2.59,1.035,2.519,2.484,1.353,0.08,10.344,14.412,13.05,15.224,13.037,20.018,16.945,18.848
3/1/2092,4.5,0.153,0.583,2.912,0.282,0.534,2.331,1.384,15.947,20.57,19.039,20.727,14.519,20.159,17.725,20.366
4/1/2092,2.466,2.256,1.328,0.907,0.539,0.262,0.784,0.662,21.225,24.157,23.918,27.666,21.478,26.7,21.849,28.522
5/1/2092,8.604,6.36,6.412,1.297,4.861,0.796,3.838,3.4,23.498,27.925,25.873,30.698,25.276,30.979,24.748,29.561
6/1/2092,7.486,2.475,3.31,2.477,0.983,0.965,2.804,12.758,27.235,33.049,31.043,34.427,29.536,32.254,30.099,32.018
7/1/2092,5.203,3.016,0.552,1.417,3.399,1.191,0.233,2.013,28.636,34.59,32.03,36.322,29.84,33.522,31.12,30.999
8/1/2092,2.897,17.457,4.548,0.488,2.242,1.034,1.381,0.24,28.609,28.591,30.508,36.146,30.379,32.075,32.531,32.782
9/1/2092,3.076,5.526,0.328,2.226,3.737,2.31,2.37,2.997,26.025,25.455,31.033,33.136,25.234,29.99,27.24,31.196
10/1/2092,2.364,0.836,0.386,0.024,2.088,5.942,3.112,1.758,23.262,24.725,25.568,28.173,23.438,24.054,23.935,25.96
11/1/2092,4.992,0.905,1.124,0.151,2.955,4.546,0.359,0.014,14.484,17.347,18.039,22.171,15.86,15.598,17.514,22.031
12/1/2092,1.802,0.999,0.41,2.826,0.233,0.831,0.053,0.723,11.858,15.254,13.125,17.97,15.803,11.89,15.519,16.642
1/1/2093,1.224,0.295,1.251,1.348,0.891,0.262,1.836,1.227,10.231,12.381,12.294,14.338,10.408,12.633,12.565,13.39
2/1/2093,0.348,1.961,0.516,0.342,1.779,2.517,0.799,1.315,13.131,13.676,13.342,18.522,10.102,15.451,16.902,16.964
3/1/2093,3.914,0.152,0.578,3.116,1.419,0.376,2.629,1.398,18.042,20.14,20.197,21.633,17.494,19.687,16.225,24.458
4/1/2093,3.271,1.989,1.19,2.74,2.74,0.526,1.118,4.247,21.935,24.012,26.334,25.922,21.065,26.805,22.281,23.193
5/1/2093,5.445,3.423,1.281,1.281,7.389,4.013,3.208,4.552,24.887,26.791,28.479,29.154,24.844,26.929,28.406,28.737
6/1/2093,1.201,3.929,0.823,10.874,2.373,3.99,0.848,10.422,29.335,31.011,31.179,31.108,27.247,30.327,31.543,30.054
7/1/2093,1.521,1.476,0.135,1.646,0.091,0.346,2.575,0.382,30.724,31.487,33.436,32.212,30.372,31.507,32.004,30.981
8/1/2093,3.94,7.819,1.263,14.189,1.578,0.729,0.756,0.487,28.045,31.617,35.491,30.086,30.657,31.539,32.746,32.86
9/1/2093,4.577,3.685,3.939,1.751,2.315,2.844,0.521,2.661,26.499,28.511,29.483,27.462,28.667,29.612,30.989,31.572
10/1/2093,3.965,0.424,0.256,0.4,6.538,2.393,4.166,0.094,19.931,25.288,25.304,26.993,22.115,25.17,25.88,26.934
11/1/2093,1.802,0.143,1.074,0.194,1.997,1.835,0.512,1.67,18.069,19.665,20.24,18.301,14.877,17.446,19.793,21.029
12/1/2093,0.806,0.402,0.52,1.489,1.659,0.34,0.052,1.16,12.473,15.505,16.372,15.608,13.271,15.505,17.291,15.811
1/1/2094,0.498,0.963,0.358,0.105,0.655,1.306,1.982,0.301,10.715,12.172,16.024,14.072,15.752,12.216,14.016,15.757
2/1/2094,1.681,1.698,0.802,1.172,3.164,1.54,2.503,0.959,12.234,13.212,20.303,17.288,9.744,16.414,13.677,18.538
3/1/2094,1.156,0.602,0.162,1.101,2.14,0.58,0.837,2,17.165,18.512,23.303,21.587,21.02,19.964,17.13,20.713
4/1/2094,1.495,2.378,0.121,2.611,2.296,2.069,7.59,1.455,22.288,23.748,27.359,25.388,21.072,22.778,24.47,25.163
5/1/2094,2.406,0.783,2.701,3.452,5.705,4.203,3.049,3.381,27.866,27.929,26.853,28.613,24.242,26.381,27.69,30.165
6/1/2094,2.974,6.685,3.413,2.536,2.924,1.222,8.047,3.83,28.437,29.216,30.414,32.096,27.947,30.619,29.108,32.875
7/1/2094,0.385,4.536,0.134,3.563,4.463,1.714,1.472,0.363,31.254,31.533,33.543,32.36,28.598,32.214,31.657,34.468
8/1/2094,3.031,0.183,2.357,1.121,8.274,0.837,0.893,0.364,31.524,30.893,32.824,32.89,28.327,32.036,31.833,34.391
9/1/2094,2.501,1.518,1.191,1.282,2.454,3.462,2.973,2.569,27.554,28.693,30.449,30.467,26.353,28.539,29.577,31.633
10/1/2094,0.674,0.889,4.879,3.646,10.192,2.028,4.006,0.661,23.816,24.447,24.47,27.278,22.989,25.575,26.147,26.599
11/1/2094,1.42,0.316,0.55,0.091,0.843,2.249,0.873,0.609,16.51,19.029,20.445,22.013,13.263,15.722,18.86,19.362
12/1/2094,0.595,2.611,1.342,2.683,1.5,1.016,1.1,0.383,7.611,13.935,15.82,19.025,11.405,12.268,13.434,18.448
1/1/2095,0.764,0.953,0.358,0.611,1.209,0.865,0.019,0.938,14.096,10.663,14.863,16.613,12.31,12.728,12.549,18.415
2/1/2095,0.243,3.716,3.183,1.123,3.184,1.273,3.728,2.055,16.391,12.501,13.162,15.812,8.832,13.201,15.784,15.891
3/1/2095,0.46,2.032,1.131,0.575,0.535,2.055,2.779,2.014,20.84,17.621,20.18,21.144,16.786,19.304,19.466,18.945
4/1/2095,1.523,2.608,1.219,1.421,4.18,0.72,6.407,3.905,25.088,25.549,23.421,26.053,21.767,21.534,23.192,23.929
5/1/2095,4.511,1.721,5.657,1.783,1.048,4.394,5.116,6.185,26.838,28.253,26.82,29.84,26.422,27.477,26.917,27.511
6/1/2095,2.486,4.545,0.978,0.508,2.568,0.91,2.863,7.337,30.429,30.606,31.056,34.866,29.657,32.027,30.198,31.181
7/1/2095,0.3,3.652,0.346,0.441,1.81,4.989,0.248,0.265,32.879,29.68,34.669,36.262,30.584,30.431,32.397,33.161
8/1/2095,1.091,0.893,2.847,0.458,1.39,1.564,0.755,0.143,32.17,31.916,34.172,35.41,29.266,30.314,33.017,33.76
