datetime,Barton_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER_F,T_AVER_C,T_MAX_C,T_MIN_C
10/15/87,2.605149924,,,0,70,21.11111111,28.3,13.9
10/16/87,2.605149924,,,0,75.5,24.16666667,30,18.3
10/17/87,2.633466771,,,0,76.5,24.72222222,30,19.4
10/18/87,2.633466771,,,0,76.5,24.72222222,30.6,18.9
10/19/87,2.633466771,,,0,72.5,22.5,29.4,15.6
10/20/87,2.633466771,,,0,65.5,18.61111111,22.8,14.4
10/21/87,2.633466771,,,0,62,16.66666667,22.8,10.6
10/22/87,2.633466771,,,4.318,57,13.88888889,17.2,10.6
10/23/87,2.576833077,,,3.556,67,19.44444444,21.7,17.2
10/24/87,2.520199383,,,0,72.5,22.5,27.2,17.8
10/25/87,2.520199383,,,0,75,23.88888889,27.8,20
10/26/87,2.520199383,,,0,78.5,25.83333333,32.2,19.4
10/27/87,2.520199383,,,0,68,20,26.1,13.9
10/28/87,2.520199383,,,0,64.5,18.05555556,26.1,10
10/29/87,2.520199383,,,0,69,20.55555556,28.9,12.2
10/30/87,2.463565689,,,0,74.5,23.61111111,28.9,18.3
10/31/87,2.406931995,,,0,73,22.77777778,28.9,16.7
11/1/87,2.435248842,,,0,71.5,21.94444444,27.8,16.1
11/2/87,2.435248842,,,0,70,21.11111111,26.1,16.1
11/3/87,2.406931995,,,0,70,21.11111111,28.3,13.9
11/4/87,2.406931995,,,0,72,22.22222222,30.6,13.9
11/5/87,2.378615148,,,0,73.5,23.05555556,29.4,16.7
11/6/87,2.321981454,,,0,65.5,18.61111111,25,12.2
11/7/87,2.350298301,,,0,64,17.77777778,25.6,10
11/8/87,2.350298301,,,35.814,66,18.88888889,22.8,15
11/9/87,2.350298301,,,0.254,53.5,11.94444444,15,8.9
11/10/87,2.350298301,,,0.254,52,11.11111111,15.6,6.7
11/11/87,2.321981454,,,0,49,9.444444444,16.1,2.8
11/12/87,2.321981454,,,0,50,10,18.9,1.1
11/13/87,2.321981454,,,0,54,12.22222222,20.6,3.9
11/14/87,2.293664607,,,0,63,17.22222222,23.9,10.6
11/15/87,2.293664607,,,0,70,21.11111111,27.8,14.4
11/16/87,2.26534776,,,15.24,58.5,14.72222222,20,9.4
11/17/87,2.26534776,,,0,55.5,13.05555556,21.7,4.4
11/18/87,2.237030913,,,0.508,61,16.11111111,23.9,8.3
11/19/87,2.237030913,,,0,50.5,10.27777778,16.1,4.4
11/20/87,2.208714066,,,0,54,12.22222222,20.6,3.9
11/21/87,2.208714066,,,0,53.5,11.94444444,21.1,2.8
11/22/87,2.237030913,,,0,64.5,18.05555556,25,11.1
11/23/87,2.237030913,,,0,75.5,24.16666667,28.3,20
11/24/87,2.237030913,,,0,72,22.22222222,23.9,20.6
11/25/87,2.26534776,,,8.128,58,14.44444444,21.1,7.8
11/26/87,2.293664607,,,0.508,50,10,14.4,5.6
11/27/87,2.321981454,,,17.272,48.5,9.166666667,13.3,5
11/28/87,2.321981454,,,0,49,9.444444444,16.1,2.8
11/29/87,2.321981454,,,0.254,51,10.55555556,16.1,5
11/30/87,2.321981454,,,0,54,12.22222222,17.8,6.7
12/1/87,2.321981454,,,0,53,11.66666667,17.8,5.6
12/2/87,2.321981454,,,0,54.5,12.5,21.7,3.3
12/3/87,2.293664607,,,0,64,17.77777778,26.7,8.9
12/4/87,2.293664607,,,0,62.5,16.94444444,23.3,10.6
12/5/87,2.293664607,,,0,70.5,21.38888889,25.6,17.2
12/6/87,2.26534776,,,0,72,22.22222222,27.8,16.7
12/7/87,2.208714066,,,0,62.5,16.94444444,22.8,11.1
12/8/87,2.123763525,,,0,61.5,16.38888889,25,7.8
12/9/87,2.067129831,,,0,59,15,20.6,9.4
12/10/87,2.067129831,,,0,60.5,15.83333333,25,6.7
12/11/87,2.067129831,,,0,66,18.88888889,27.8,10
12/12/87,2.067129831,,,0,57.5,14.16666667,17.8,10.6
12/13/87,2.095446678,,,1.016,50,10,13.3,6.7
12/14/87,2.095446678,,,0.254,42.5,5.833333333,9.4,2.2
12/15/87,2.095446678,,,0,39.5,4.166666667,9.4,-1.1
12/16/87,2.095446678,,,0,40.5,4.722222222,11.1,-1.7
12/17/87,2.095446678,,,0.762,41,5,8.3,1.7
12/18/87,2.095446678,,,5.842,50.5,10.27777778,15.6,5
12/19/87,2.123763525,,,18.034,63.5,17.5,23.9,11.1
12/20/87,2.123763525,,,0,51.5,10.83333333,13.3,8.3
12/21/87,2.152080372,,,1.778,52.5,11.38888889,15.6,7.2
12/22/87,2.152080372,,,0,56,13.33333333,21.1,5.6
12/23/87,2.152080372,,,0.254,60.5,15.83333333,21.1,10.6
12/24/87,2.123763525,,,0.508,62.5,16.94444444,24.4,9.4
12/25/87,2.123763525,,,2.54,44.5,6.944444444,9.4,4.4
12/26/87,2.123763525,,,0.508,38.5,3.611111111,5,2.2
12/27/87,2.123763525,,,0,39,3.888888889,6.7,1.1
12/28/87,2.123763525,,,0,43,6.111111111,12.8,-0.6
12/29/87,2.095446678,,,0,39,3.888888889,7.8,0
12/30/87,2.095446678,,,1.778,39.5,4.166666667,10,-1.7
12/31/87,2.095446678,,,0,53,11.66666667,18.3,5
1/1/88,2.095446678,,,0,37.5,3.055555556,7.2,-1.1
1/2/88,2.095446678,,,2.032,43,6.111111111,8.9,3.3
1/3/88,2.095446678,,,0,45.5,7.5,12.2,2.8
1/4/88,2.095446678,,,0,42.5,5.833333333,10,1.7
1/5/88,2.067129831,,,0,41,5,9.4,0.6
1/6/88,2.067129831,,,4.572,39,3.888888889,7.2,0.6
1/7/88,2.067129831,,,0,33.5,0.833333333,3.9,-2.2
1/8/88,2.067129831,,,0,30,-1.111111111,1.1,-3.3
1/9/88,2.067129831,,,0,33,0.555555556,5,-3.9
1/10/88,2.067129831,,,0,32.5,0.277777778,5.6,-5
1/11/88,2.038812984,,,0,37.5,3.055555556,11.1,-5
1/12/88,2.038812984,,,0,56,13.33333333,20,6.7
1/13/88,2.038812984,,,0,40,4.444444444,9.4,-0.6
1/14/88,2.038812984,,,0,43.5,6.388888889,12.8,0
1/15/88,2.010496137,,,0,47,8.333333333,17.2,-0.6
1/16/88,2.010496137,,,0.254,58,14.44444444,16.7,12.2
1/17/88,2.010496137,,,0,63.5,17.5,23.9,11.1
1/18/88,1.98217929,,,0,60,15.55555556,22.2,8.9
1/19/88,1.98217929,,,0,60,15.55555556,21.1,10
1/20/88,1.953862443,,,0,45,7.222222222,11.1,3.3
1/21/88,1.925545596,,,0,45.5,7.5,15,0
1/22/88,1.925545596,,,0,44.5,6.944444444,13.9,0
1/23/88,1.897228749,,,0,45,7.222222222,15.6,-1.1
1/24/88,1.897228749,,,0,48.5,9.166666667,14.4,3.9
1/25/88,1.897228749,,,0,45.5,7.5,13.3,1.7
1/26/88,1.868911902,,,0,49.5,9.722222222,18.9,0.6
1/27/88,1.868911902,,,0,51,10.55555556,18.9,2.2
1/28/88,1.868911902,,,0,53.5,11.94444444,20.6,3.3
1/29/88,1.868911902,,,0,58.5,14.72222222,22.8,6.7
1/30/88,1.868911902,,,0,66.5,19.16666667,23.9,14.4
1/31/88,1.868911902,,,0,70,21.11111111,25,17.2
2/1/88,1.840595055,,,0.254,71.5,21.94444444,26.1,17.8
2/2/88,1.840595055,,,0,52.5,11.38888889,19.4,3.3
2/3/88,1.812278208,,,0,43.5,6.388888889,8.9,3.9
2/4/88,1.783961361,,,0.762,39,3.888888889,5.6,2.2
2/5/88,1.755644514,,,0.254,35.5,1.944444444,3.3,0.6
2/6/88,1.755644514,,,0,35,1.666666667,6.1,-2.8
2/7/88,1.755644514,,,0,40,4.444444444,7.8,1.1
2/8/88,1.755644514,,,0,45,7.222222222,11.1,3.3
2/9/88,1.727327667,,,0,48,8.888888889,12.2,5.6
2/10/88,1.727327667,,,0,53,11.66666667,19.4,3.9
2/11/88,1.783961361,,,0,35,1.666666667,6.1,-2.8
2/12/88,1.812278208,,,0,44,6.666666667,18.3,-5
2/13/88,1.812278208,,,0,52.5,11.38888889,21.1,1.7
2/14/88,1.783961361,,,0,64.5,18.05555556,24.4,11.7
2/15/88,1.783961361,,,0,52.5,11.38888889,17.2,5.6
2/16/88,1.783961361,,,0,56,13.33333333,24.4,2.2
2/17/88,1.755644514,,,0,61.5,16.38888889,20,12.8
2/18/88,1.755644514,,,6.096,52.5,11.38888889,13.9,8.9
2/19/88,1.755644514,,,0,49.5,9.722222222,14.4,5
2/20/88,1.727327667,,,0,56,13.33333333,20,6.7
2/21/88,1.727327667,,,0,59.5,15.27777778,25,5.6
2/22/88,1.69901082,,,0,60,15.55555556,24.4,6.7
2/23/88,1.69901082,,,0,58.5,14.72222222,18.9,10.6
2/24/88,1.69901082,,,0,53.5,11.94444444,18.3,5.6
2/25/88,1.670693973,,,0,55,12.77777778,20.6,5
2/26/88,1.670693973,,,0,59.5,15.27777778,20.6,10
2/27/88,1.670693973,,,0,70.5,21.38888889,27.2,15.6
2/28/88,1.642377126,,,0.762,69,20.55555556,29.4,11.7
2/29/88,1.642377126,,,0,70.5,21.38888889,27.2,15.6
3/1/88,1.642377126,,,2.54,72,22.22222222,26.7,17.8
3/2/88,1.614060279,,,10.414,66,18.88888889,23.3,14.4
3/3/88,1.614060279,,,0,50.5,10.27777778,14.4,6.1
3/4/88,1.585743432,,,0,50.5,10.27777778,16.7,3.9
3/5/88,1.614060279,,,0,58,14.44444444,24.4,4.4
3/6/88,1.585743432,,,0,58.5,14.72222222,23.3,6.1
3/7/88,1.585743432,,,0,61.5,16.38888889,23.9,8.9
3/8/88,1.557426585,,,1.27,61,16.11111111,20,12.2
3/9/88,1.557426585,,,0,61,16.11111111,23.3,8.9
3/10/88,1.529109738,,,0,62,16.66666667,30,3.3
3/11/88,1.529109738,,,0,69,20.55555556,28.9,12.2
3/12/88,1.529109738,,,0,61.5,16.38888889,22.2,10.6
3/13/88,1.500792891,,,0,52,11.11111111,17.8,4.4
3/14/88,1.500792891,,,0,45.5,7.5,14.4,0.6
3/15/88,1.500792891,,,0,49.5,9.722222222,18.9,0.6
3/16/88,1.472476044,,,0,54.5,12.5,13.9,11.1
3/17/88,1.472476044,,,49.276,50.5,10.27777778,15.6,5
3/18/88,1.69901082,,,0,45,7.222222222,12.2,2.2
3/19/88,1.642377126,,,0,52.5,11.38888889,20.6,2.2
3/20/88,1.614060279,,,0,59,15,25,5
3/21/88,1.614060279,,,0,61,16.11111111,26.1,6.1
3/22/88,1.614060279,,,0,64,17.77777778,23.9,11.7
3/23/88,1.614060279,,,0,70,21.11111111,25,17.2
3/24/88,1.585743432,,,0,76,24.44444444,30,18.9
3/25/88,1.585743432,,,0,74.5,23.61111111,28.3,18.9
3/26/88,1.557426585,,,0,69,20.55555556,23.9,17.2
3/27/88,1.557426585,,,0,71,21.66666667,26.1,17.2
3/28/88,1.557426585,,,0,74,23.33333333,26.7,20
3/29/88,1.557426585,,,2.794,59.5,15.27777778,22.2,8.3
3/30/88,1.529109738,,,0,51.5,10.83333333,16.1,5.6
3/31/88,1.529109738,,,1.27,62,16.66666667,22.8,10.6
4/1/88,1.529109738,,,3.556,72.5,22.5,28.3,16.7
4/2/88,1.529109738,,,0,64.5,18.05555556,28.9,7.2
4/3/88,1.529109738,,,0,69,20.55555556,30.6,10.6
4/4/88,1.529109738,,,0,71,21.66666667,28.9,14.4
4/5/88,1.529109738,,,0.508,75,23.88888889,28.3,19.4
4/6/88,1.529109738,,,0,66,18.88888889,24.4,13.3
4/7/88,1.529109738,,,0,66.5,19.16666667,28.3,10
4/8/88,1.529109738,,,0,64,17.77777778,23.3,12.2
4/9/88,1.500792891,,,18.542,59,15,16.1,13.9
4/10/88,1.529109738,,,0.254,54,12.22222222,15.6,8.9
4/11/88,1.500792891,,,0,57,13.88888889,21.1,6.7
4/12/88,1.500792891,,,0,61,16.11111111,24.4,7.8
4/13/88,1.500792891,,,0,64.5,18.05555556,27.2,8.9
4/14/88,1.500792891,,,0,66.5,19.16666667,28.9,9.4
4/15/88,1.472476044,,,0,70.5,21.38888889,27.8,15
4/16/88,1.472476044,,,0.254,68,20,22.8,17.2
4/17/88,1.472476044,,,3.048,74,23.33333333,29.4,17.2
4/18/88,1.444159197,,,0,67.5,19.72222222,28.3,11.1
4/19/88,1.444159197,,,0,60.5,15.83333333,23.9,7.8
4/20/88,1.444159197,,,0,70,21.11111111,30.6,11.7
4/21/88,1.444159197,,,0,73.5,23.05555556,28.9,17.2
4/22/88,1.41584235,,,0,79.5,26.38888889,31.7,21.1
4/23/88,1.41584235,,,0,79.5,26.38888889,32.8,20
4/24/88,1.41584235,,,1.016,74,23.33333333,32.2,14.4
4/25/88,1.41584235,,,0,75.5,24.16666667,30,18.3
4/26/88,1.41584235,,,0,76,24.44444444,36.1,12.8
4/27/88,1.41584235,,,0,69,20.55555556,27.2,13.9
4/28/88,1.41584235,,,0,71.5,21.94444444,29.4,14.4
4/29/88,1.41584235,,,23.622,69,20.55555556,23.3,17.8
4/30/88,1.41584235,,,0.508,66.5,19.16666667,21.7,16.7
5/1/88,1.41584235,,,0,67,19.44444444,26.1,12.8
5/2/88,1.387525503,,,0.254,65,18.33333333,21.7,15
5/3/88,1.387525503,,,0,71.5,21.94444444,28.3,15.6
5/4/88,1.359208656,,,0,69.5,20.83333333,28.9,12.8
5/5/88,1.359208656,,,0,71,21.66666667,30,13.3
5/6/88,1.359208656,,,0,73,22.77777778,29.4,16.1
5/7/88,1.359208656,,,0.254,72.5,22.5,26.1,18.9
5/8/88,1.359208656,,,0.762,84,28.88888889,35.6,22.2
5/9/88,1.359208656,,,0,83.5,28.61111111,33.9,23.3
5/10/88,1.359208656,,,0,79.5,26.38888889,32.2,20.6
5/11/88,1.359208656,,,20.828,71,21.66666667,25,18.3
5/12/88,1.359208656,,,0,71,21.66666667,26.7,16.7
5/13/88,1.359208656,,,0,72.5,22.5,28.3,16.7
5/14/88,1.359208656,,,0,73.5,23.05555556,29.4,16.7
5/15/88,1.359208656,,,0,77,25,30.6,19.4
5/16/88,1.359208656,,,0.254,75.5,24.16666667,28.9,19.4
5/17/88,1.359208656,,,0,77,25,31.7,18.3
5/18/88,1.359208656,,,0,74,23.33333333,31.1,15.6
5/19/88,1.359208656,,,0,75,23.88888889,30.6,17.2
5/20/88,1.41584235,,,33.782,74,23.33333333,29.4,17.2
5/21/88,1.529109738,,,4.318,73.5,23.05555556,28.9,17.2
5/22/88,1.472476044,,,0,73,22.77777778,29.4,16.1
5/23/88,1.444159197,,,0,77,25,33.3,16.7
5/24/88,1.41584235,,,0,79,26.11111111,32.2,20
5/25/88,1.387525503,,,0,76,24.44444444,30,18.9
5/26/88,1.387525503,,,0,75,23.88888889,28.9,18.9
5/27/88,1.387525503,,,0,73.5,23.05555556,29.4,16.7
5/28/88,1.359208656,,,0,74,23.33333333,30,16.7
5/29/88,1.359208656,,,20.828,77,25,29.4,20.6
5/30/88,1.359208656,,,1.27,79,26.11111111,29.4,22.8
5/31/88,1.359208656,,,2.032,80.5,26.94444444,31.1,22.8
6/1/88,1.359208656,,,3.302,75.5,24.16666667,30,18.3
6/2/88,1.41584235,,,31.496,75.5,24.16666667,29.4,18.9
6/3/88,1.41584235,,,9.144,73,22.77777778,26.7,18.9
6/4/88,1.387525503,,,0,74.5,23.61111111,28.3,18.9
6/5/88,1.387525503,,,0,75.5,24.16666667,29.4,18.9
6/6/88,1.359208656,,,0,78.5,25.83333333,32.2,19.4
6/7/88,1.359208656,,,0,80,26.66666667,32.8,20.6
6/8/88,1.359208656,,,0,82,27.77777778,35,20.6
6/9/88,1.359208656,,,0,83.5,28.61111111,36.1,21.1
6/10/88,1.330891809,,,0,80,26.66666667,31.1,22.2
6/11/88,1.330891809,,,0,77.5,25.27777778,31.1,19.4
6/12/88,1.330891809,,,0,76,24.44444444,30.6,18.3
6/13/88,1.330891809,,,0,76.5,24.72222222,31.7,17.8
6/14/88,1.302574962,,,0,81.5,27.5,32.8,22.2
6/15/88,1.302574962,,,0,79.5,26.38888889,32.2,20.6
6/16/88,1.302574962,,,0,80.5,26.94444444,32.8,21.1
6/17/88,1.302574962,,,0,80,26.66666667,33.3,20
6/18/88,1.274258115,,,0,80.5,26.94444444,33.3,20.6
6/19/88,1.274258115,,,0,80.5,26.94444444,33.3,20.6
6/20/88,1.274258115,,,0,82.5,28.05555556,33.9,22.2
6/21/88,1.274258115,,,0,81,27.22222222,33.9,20.6
6/22/88,1.274258115,,,0,82,27.77777778,34.4,21.1
6/23/88,1.274258115,,,0,82,27.77777778,33.9,21.7
6/24/88,1.274258115,,,1.778,82,27.77777778,33.9,21.7
6/25/88,1.274258115,,,3.81,83.5,28.61111111,34.4,22.8
6/26/88,1.302574962,,,16.51,81.5,27.5,33.9,21.1
6/27/88,1.302574962,,,0,84,28.88888889,34.4,23.3
6/28/88,1.302574962,,,0,85,29.44444444,34.4,24.4
6/29/88,1.274258115,,,0,85,29.44444444,35.6,23.3
6/30/88,1.274258115,,,0,85.5,29.72222222,35.6,23.9
7/1/88,1.274258115,,,0,86,30,36.7,23.3
7/2/88,1.274258115,,,0,86,30,36.1,23.9
7/3/88,1.274258115,,,0,87.5,30.83333333,37.2,24.4
7/4/88,1.274258115,,,12.192,86,30,36.7,23.3
7/5/88,1.274258115,,,0,85.5,29.72222222,35.6,23.9
7/6/88,1.330891809,,,2.794,83,28.33333333,32.8,23.9
7/7/88,1.302574962,,,0,82.5,28.05555556,32.8,23.3
7/8/88,1.245941268,,,0.254,81,27.22222222,32.2,22.2
7/9/88,1.274258115,,,0,82.5,28.05555556,33.3,22.8
7/10/88,1.274258115,,,1.27,83,28.33333333,33.9,22.8
7/11/88,1.274258115,,,18.034,79,26.11111111,30,22.2
7/12/88,1.274258115,,,4.826,84.5,29.16666667,33.9,24.4
7/13/88,1.274258115,,,0,86,30,35.6,24.4
7/14/88,1.274258115,,,0,87,30.55555556,36.7,24.4
7/15/88,1.274258115,,,2.032,87,30.55555556,36.1,25
7/16/88,1.274258115,,,0,87,30.55555556,36.1,25
7/17/88,1.274258115,,,0,87,30.55555556,36.7,24.4
7/18/88,1.274258115,,,0,86.5,30.27777778,36.7,23.9
7/19/88,1.245941268,,,0,87,30.55555556,37.2,23.9
7/20/88,1.245941268,,,14.224,82.5,28.05555556,31.7,24.4
7/21/88,1.245941268,,,1.778,81.5,27.5,32.8,22.2
7/22/88,1.245941268,,,0,83,28.33333333,34.4,22.2
7/23/88,1.245941268,,,0,82.5,28.05555556,36.1,20
7/24/88,1.245941268,,,0,84.5,29.16666667,37.2,21.1
7/25/88,1.217624421,,,0,85.5,29.72222222,36.7,22.8
7/26/88,1.160990727,,,0,87.5,30.83333333,37.2,24.4
7/27/88,1.217624421,,,11.176,87,30.55555556,37.8,23.3
7/28/88,1.189307574,,,0,85,29.44444444,36.1,22.8
7/29/88,1.160990727,,,0,85,29.44444444,35.6,23.3
7/30/88,1.217624421,,,1.27,82,27.77777778,33.3,22.2
7/31/88,1.217624421,,,0.508,83,28.33333333,33.9,22.8
8/1/88,1.189307574,,,0,84,28.88888889,33.9,23.9
8/2/88,1.160990727,,,2.032,85.5,29.72222222,35,24.4
8/3/88,1.217624421,,,0,86,30,35.6,24.4
8/4/88,1.217624421,,,0,84.5,29.16666667,35,23.3
8/5/88,1.189307574,,,0,87,30.55555556,36.7,24.4
8/6/88,1.217624421,,,0,88,31.11111111,37.8,24.4
8/7/88,1.217624421,,,0,88.5,31.38888889,38.9,23.9
8/8/88,1.189307574,,,0,90.5,32.5,40.6,24.4
8/9/88,1.160990727,,,0.508,89,31.66666667,38.3,25
8/10/88,1.189307574,,,0,89,31.66666667,38.9,24.4
8/11/88,1.217624421,,,26.67,90,32.22222222,40.6,23.9
8/12/88,1.245941268,,,0,88,31.11111111,37.2,25
8/13/88,1.274258115,,,0,86,30,36.1,23.9
8/14/88,1.274258115,,,0,87,30.55555556,36.1,25
8/15/88,1.245941268,,,0,86,30,36.1,23.9
8/16/88,1.217624421,,,13.208,86.5,30.27777778,36.1,24.4
8/17/88,1.217624421,,,0,85,29.44444444,35,23.9
8/18/88,1.217624421,,,0,85,29.44444444,35,23.9
8/19/88,1.217624421,,,0,84.5,29.16666667,35.6,22.8
8/20/88,1.217624421,,,0,86.5,30.27777778,36.7,23.9
8/21/88,1.217624421,,,0,87.5,30.83333333,37.2,24.4
8/22/88,1.189307574,,,0,88,31.11111111,37.2,25
8/23/88,1.160990727,,,0,87.5,30.83333333,37.2,24.4
8/24/88,1.189307574,,,0,90.5,32.5,40,25
8/25/88,1.160990727,,,0,88.5,31.38888889,37.8,25
8/26/88,1.160990727,,,0,87.5,30.83333333,38.9,22.8
8/27/88,1.189307574,,,0,86,30,37.2,22.8
8/28/88,1.189307574,,,0,83.5,28.61111111,35.6,21.7
8/29/88,1.189307574,,,0,84.5,29.16666667,34.4,23.9
8/30/88,1.160990727,,,0,83.5,28.61111111,33.9,23.3
8/31/88,1.160990727,,,0,82.5,28.05555556,33.3,22.8
9/1/88,1.160990727,,,0,84,28.88888889,35,22.8
9/2/88,1.13267388,,,0,83,28.33333333,33.3,23.3
9/3/88,1.13267388,,,0,83,28.33333333,33.3,23.3
9/4/88,1.13267388,,,0,80,26.66666667,31.1,22.2
9/5/88,1.13267388,,,0,78.5,25.83333333,33.3,18.3
9/6/88,1.13267388,,,0,79.5,26.38888889,32.8,20
9/7/88,1.13267388,,,0,78,25.55555556,34.4,16.7
9/8/88,1.104357033,,,0,80,26.66666667,35.6,17.8
9/9/88,1.104357033,,,0,80,26.66666667,35,18.3
9/10/88,1.13267388,,,0,81,27.22222222,34.4,20
9/11/88,1.13267388,,,0,80.5,26.94444444,36.1,17.8
9/12/88,1.13267388,,,0,83.5,28.61111111,35.6,21.7
9/13/88,1.13267388,,,0,85.5,29.72222222,35.6,23.9
9/14/88,1.13267388,,,0,83.5,28.61111111,35,22.2
9/15/88,1.13267388,,,0,85.5,29.72222222,36.1,23.3
9/16/88,1.13267388,,,0,82.5,28.05555556,32.2,23.9
9/17/88,1.160990727,,,6.604,83.5,28.61111111,31.7,25.6
9/18/88,1.160990727,,,0,85.5,29.72222222,33.9,25.6
9/19/88,1.160990727,,,0.508,82.5,28.05555556,31.7,24.4
9/20/88,1.160990727,,,0,85.5,29.72222222,35,24.4
9/21/88,1.13267388,,,0,84.5,29.16666667,35.6,22.8
9/22/88,1.13267388,,,0,83,28.33333333,34.4,22.2
9/23/88,1.104357033,,,0,84,28.88888889,33.9,23.9
9/24/88,1.13267388,,,0,84,28.88888889,34.4,23.3
9/25/88,1.13267388,,,0,79.5,26.38888889,34.4,18.3
9/26/88,1.13267388,,,0,81,27.22222222,35.6,18.9
9/27/88,1.13267388,,,0,81,27.22222222,36.1,18.3
9/28/88,1.13267388,,,0,81,27.22222222,34.4,20
9/29/88,1.104357033,,,0,78,25.55555556,33.3,17.8
9/30/88,1.076040186,,,29.21,64.5,18.05555556,19.4,16.7
10/1/88,0.877822257,,,8.128,76,24.44444444,30.6,18.3
10/2/88,0.877822257,,,0,71,21.66666667,27.2,16.1
10/3/88,0.877822257,,,0,71.5,21.94444444,27.8,16.1
10/4/88,0.84950541,,,0,70.5,21.38888889,27.8,15
10/5/88,0.821188563,,,0,70,21.11111111,27.8,14.4
10/6/88,0.792871716,,,0,69,20.55555556,27.2,13.9
10/7/88,0.792871716,,,0,69,20.55555556,28.3,12.8
10/8/88,0.792871716,,,0,70,21.11111111,29.4,12.8
10/9/88,0.792871716,,,0,74.5,23.61111111,31.1,16.1
10/10/88,0.792871716,,,0,68,20,26.7,13.3
10/11/88,0.792871716,,,0,72,22.22222222,31.7,12.8
10/12/88,0.792871716,,,0,69,20.55555556,26.1,15
10/13/88,0.792871716,,,0,67.5,19.72222222,27.8,11.7
10/14/88,0.764554869,,,0,67.5,19.72222222,28.3,11.1
10/15/88,0.764554869,,,0,72.5,22.5,30,15
10/16/88,0.764554869,,,0,75.5,24.16666667,31.1,17.2
10/17/88,0.764554869,,,0,76.5,24.72222222,31.7,17.8
10/18/88,0.764554869,,,0,77.5,25.27777778,31.7,18.9
10/19/88,0.764554869,,,0,76.5,24.72222222,30.6,18.9
10/20/88,0.764554869,,,0,76,24.44444444,31.7,17.2
10/21/88,0.736238022,,,0,74,23.33333333,28.9,17.8
10/22/88,0.736238022,,,0,75.5,24.16666667,30.6,17.8
10/23/88,0.764554869,,,0,80,26.66666667,33.9,19.4
10/24/88,0.764554869,,,0,72,22.22222222,28.3,16.1
10/25/88,0.764554869,,,0,80.5,26.94444444,32.8,21.1
10/26/88,0.792871716,,,0,77.5,25.27777778,30.6,20
10/27/88,0.792871716,,,0,78,25.55555556,31.7,19.4
10/28/88,0.764554869,,,0,74.5,23.61111111,30.6,16.7
10/29/88,0.764554869,,,1.524,62.5,16.94444444,18.9,15
10/30/88,0.764554869,,,1.016,68.5,20.27777778,22.8,17.8
10/31/88,0.764554869,,,6.096,64,17.77777778,21.1,14.4
11/1/88,0.736238022,,,0,65,18.33333333,23.3,13.3
11/2/88,0.736238022,,,0,64.5,18.05555556,23.9,12.2
11/3/88,0.707921175,,,0,73,22.77777778,29.4,16.1
11/4/88,0.707921175,,,0,74.5,23.61111111,31.7,15.6
11/5/88,0.736238022,,,0,70,21.11111111,27.2,15
11/6/88,0.764554869,,,0,64.5,18.05555556,26.1,10
11/7/88,0.707921175,,,0,74.5,23.61111111,31.7,15.6
11/8/88,0.679604328,,,0,71,21.66666667,28.3,15
11/9/88,0.651287481,,,0,80,26.66666667,31.1,22.2
11/10/88,0.651287481,,,0,70,21.11111111,25.6,16.7
11/11/88,0.651287481,,,0,73,22.77777778,28.3,17.2
11/12/88,0.679604328,,,0,73.5,23.05555556,31.7,14.4
11/13/88,0.679604328,,,0,69.5,20.83333333,29.4,12.2
11/14/88,0.679604328,,,0,76.5,24.72222222,30,19.4
11/15/88,0.679604328,,,4.572,75,23.88888889,30,17.8
11/16/88,0.707921175,,,0,56.5,13.61111111,18.3,8.9
11/17/88,0.707921175,,,0,54,12.22222222,18.9,5.6
11/18/88,0.707921175,,,4.064,67.5,19.72222222,25,14.4
11/19/88,0.707921175,,,0,65.5,18.61111111,27.2,10
11/20/88,0.736238022,,,0,52.5,11.38888889,16.1,6.7
11/21/88,0.736238022,,,0,48.5,9.166666667,13.9,4.4
11/22/88,0.764554869,,,0,51.5,10.83333333,17.8,3.9
11/23/88,0.736238022,,,0,53.5,11.94444444,22.2,1.7
11/24/88,0.736238022,,,0,60.5,15.83333333,25,6.7
11/25/88,0.736238022,,,0,73,22.77777778,26.7,18.9
11/26/88,0.736238022,,,0,72.5,22.5,30,15
11/27/88,0.736238022,,,0,56,13.33333333,18.9,7.8
11/28/88,0.736238022,,,0,50.5,10.27777778,17.2,3.3
11/29/88,0.736238022,,,0,56.5,13.61111111,23.9,3.3
11/30/88,0.736238022,,,0,54.5,12.5,18.3,6.7
12/1/88,0.736238022,,,0,57,13.88888889,22.2,5.6
12/2/88,0.736238022,,,0,57.5,14.16666667,22.8,5.6
12/3/88,0.736238022,,,0,56.5,13.61111111,23.3,3.9
12/4/88,0.736238022,,,0,60.5,15.83333333,23.9,7.8
12/5/88,0.736238022,,,0,60.5,15.83333333,20.6,11.1
12/6/88,0.736238022,,,0,60,15.55555556,20.6,10.6
12/7/88,0.707921175,,,1.778,68,20,26.1,13.9
12/8/88,0.651287481,,,8.89,48,8.888888889,13.9,3.9
12/9/88,0.707921175,,,4.064,42,5.555555556,8.3,2.8
12/10/88,0.707921175,,,10.668,44,6.666666667,7.8,5.6
12/11/88,0.736238022,,,0,48,8.888888889,11.1,6.7
12/12/88,0.707921175,,,0,48.5,9.166666667,12.8,5.6
12/13/88,0.707921175,,,0,52.5,11.38888889,21.7,1.1
