Date,Ob_Temperature (C),Ob_Observed discharge (mm),Ob_Precipitation (mm),Ob_Potential evapotranspiration (mm),Yenisei_Temperature (C),Yenisei_Observed discharge (mm),Yenisei_Precipitation (mm),Yenisei_Potential evapotranspiration (mm),Lena_Temperature (C),Lena_Observed discharge (mm),Lena_Precipitation (mm),Lena_Potential evapotranspiration (mm),Kolyma_Temperature (C),Kolyma_Observed discharge (mm),Kolyma_Precipitation (mm),Kolyma_Potential evapotranspiration (mm),Yukon_Temperature (C),Yukon_Observed discharge (mm),Yukon_Precipitation (mm),Yukon_Potential evapotranspiration (mm),Mackenzie_Temperature (C),Mackenzie_Observed discharge (mm),Mackenzie_Precipitation (mm),Mackenzie_Potential evapotranspiration (mm)
12/1/1957,-13.10164835,3.80247864,36.62114955,2.793406593,-22.30989082,5.0264064,26.97222222,0.937764902,-33.63666466,3.25728,12.64587645,0.141842262,-37.69799364,,10.50811584,2.422845928,-25.95167495,,15.84513,3.663636288,-21.81946755,,26.26863131,1.353993344
1/1/1958,-18.14906422,3.71549288,17.12065376,2.042252773,-26.74842947,5.2071552,19.8840343,0.623185598,-38.45587184,2.86848,10.25231765,0.057856715,-37.06071909,,17.2187774,3.081362631,-21.00175532,,19.7807,3.554864132,-18.35116603,,22.71833916,2.707986689
2/1/1958,-14.12670416,3.16429017,23.67017514,4.427692589,-24.02247913,4.4941824,13.21729613,2.751445087,-31.70457603,2.26908,8.505388438,1.013124598,-34.3633243,,10.39845707,1.341082143,-21.93445038,,8.923908,4.555023923,-24.70549247,,19.5702587,5.362395936
3/1/1958,-14.18571429,3.19709288,15.86441235,12.44258242,-18.51111287,4.5380736,13.19487345,12.68869597,-25.08952391,1.86732,8.072112762,6.491150251,-26.77314786,,14.62557048,3.28016051,-13.67448228,,11.37308,15.90542325,-13.5880198,,20.43929824,15.20083258
4/1/1958,-1.932087858,2.50413559,22.87367574,43.08296623,-7.951252785,4.0597632,17.41208052,34.81310306,-10.32155422,1.45548,11.87124661,27.38470933,-16.20260541,,4.446252368,16.61122355,-3.839553663,,9.038869,41.87081223,-3.625457814,,18.2417359,37.14309362
5/1/1958,6.879176146,6.95036746,41.19992273,84.06791375,3.612845027,19.2882816,28.42552033,75.37559506,1.975556982,2.88576,26.93909684,63.78795997,-4.106412532,,7.468476504,39.54829508,3.905901116,,17.78286,74.1033517,5.810482285,,24.02462437,82.39758484
6/1/1958,14.96785714,29.0684746,42.12480683,119.967033,11.27488886,112.8384,40.34264611,97.91329856,9.54202276,85.7268,49.92208666,89.25768315,7.920040765,,34.83861473,83.6994032,12.27623636,,35.46153,107.3157848,11.32778702,,31.52615035,100.512478
7/1/1958,17.54269295,29.0391864,66.96600275,117.5053247,15.86223381,27.012096,59.02178669,105.8300559,14.45376232,55.0584,75.33159147,98.28736248,10.36733623,,49.6707634,82.99179267,13.3030303,,58.40431,94.48325359,14.70382696,,41.92323795,105.7120607
8/1/1958,16.21895712,25.1057898,49.10621566,96.86137695,12.28786077,18.10944,59.79281069,74.62697398,12.02119276,40.5756,55.07761702,71.36158667,9.429859719,,26.33022295,62.03106212,10.16794227,,50.3785,62.98389275,12.87229617,,53.56145985,78.22729289
9/1/1958,6.766538783,15.0160271,55.45367016,47.32252586,4.479319078,20.659968,49.00784762,39.20423798,3.865803791,22.7556,49.03779256,34.48464648,1.038476978,,14.67953877,31.20240481,3.492982612,,24.88992,34.30143657,6.034775212,,37.56369992,37.33277992
10/1/1958,1.341758242,11.0650576,41.52399554,24.13571429,-4.210597553,14.4647424,36.03484766,14.30141395,-9.782299467,18.19728,25.95960171,7.144371203,-13.80961826,,17.73358631,4.031863822,-9.330462831,,34.92051,11.44577352,-1.448169778,,31.6857686,19.28602298
11/1/1958,-6.93390067,8.34448271,31.32526614,6.850549551,-14.91779188,6.6811392,35.63923762,4.048169674,-25.37868754,3.8322,22.60362968,1.06562305,-33.19739479,,17.02793478,2.46492986,-17.2226469,,23.15533,4.177033639,-13.46039966,,28.55061822,4.604825291
12/1/1958,-18.71313101,5.34449898,30.94289578,0.805659393,-24.8186918,5.1401088,28.83979357,0.872061718,-35.33485805,3.46428,14.37635813,0.19409995,-33.132061,,21.72436866,0.285771567,-22.40047785,,18.56273,2.748963242,-20.97096473,,34.30095732,1.635108192
1/1/1959,-17.0090112,4.81555525,18.10550524,1.785054997,-27.52408478,5.1048576,23.72108572,0.943737912,-38.85580975,3.2904,12.98797552,0.042925947,-31.00661675,,29.42130159,0.037274551,-29.46299965,,9.696906,2.699521833,-29.1694669,,27.37848237,2.940099834
2/1/1959,-16.78120922,3.5816461,13.93374184,4.798461914,-22.7009649,4.5795456,11.63971179,3.332306045,-28.9948826,2.17368,9.04111381,1.57615894,-34.45651459,,14.33176411,1.688977977,-17.66858085,,27.3544,5.291866029,-19.67362664,,14.08664343,6.245258046
3/1/1959,-8.774615277,3.32625356,13.96344008,18.21335248,-11.23487551,4.871232,16.58299966,17.67218962,-15.7735104,1.8378,11.37238368,11.17567821,-27.62625251,,2.141463102,6.330461017,-21.57575758,,13.43596,12.92902711,-14.40948354,,22.49907235,14.88876998
4/1/1959,-0.731263817,3.03571525,33.40459306,42.478026,-5.132434294,3.7435392,25.87128944,37.57996193,-9.151234314,1.43928,13.73043347,28.5568952,-13.87915871,,17.58270447,16.59318637,-7.969538103,,10.06309,31.75119792,-5.126539589,,20.19615212,39.37687066
5/1/1959,8.887472098,13.2745546,32.14206087,100.5592441,2.426525432,12.0092544,34.12108121,66.93770071,1.868091599,4.84992,30.32833901,62.61216226,1.155711447,,9.245711149,60.95009489,2.949441864,,19.81558,67.67591948,1.930199748,,24.09302777,66.58810694
6/1/1959,15.93758263,30.7613288,53.82424451,122.5104444,12.9989074,124.22592,49.00130459,100.9807397,13.63136618,87.1416,27.98243246,111.7224599,7.368737475,,47.82104052,82.08817782,10.78644354,,27.64215,101.205751,9.373710645,,40.15967694,92.20882473
7/1/1959,17.73912045,27.4752,77.84004979,115.7032318,15.11541501,33.806592,61.88220536,99.60218563,13.49686983,37.44,71.4509708,95.77152318,11.62064167,,43.44825589,86.89319092,10.16315758,,64.66258,78.70143782,13.65748817,,49.44721998,103.2929247
8/1/1959,14.76049536,24.7777627,69.56205357,84.40176157,13.09492539,18.078336,71.21088231,69.81271482,13.64876557,36.396,67.8720415,68.82335669,8.290179969,,44.45053779,53.07274852,8.484370327,,54.0884,59.43891306,9.11289615,,65.04810752,59.54475999
9/1/1959,10.46917604,12.7959864,44.58295845,60.47308014,7.382081176,17.656704,46.17121769,40.60115513,6.204816493,38.1636,45.0686992,34.52438511,1.972344714,,30.38460906,25.09418801,3.202392578,,34.30276,33.98086183,5.150665639,,44.60923479,35.51081653
10/1/1959,-0.929285741,10.4368271,45.73285972,20.25390068,-4.438664411,14.9586048,29.00720787,13.70411023,-8.452618787,20.55744,18.76989812,7.009994093,-11.97815651,,10.61537137,3.652906001,-7.353269537,,21.31899,13.19106798,-4.423460899,,36.33683092,14.04284526
11/1/1959,-11.94016569,5.74984678,21.71643415,4.757143461,-19.22222222,5.482944,24.06646646,3.292871082,-23.60614135,3.76704,22.10167774,1.103552118,-23.90721678,,18.44382711,0.072144291,-16.42822967,,27.91777,2.90909069,-14.90199602,,26.12390768,3.192179929
12/1/1959,-19.70241887,6.04653559,22.23254207,0.986208947,-28.30179733,5.1145344,21.42653641,1.093063538,-35.41799932,3.4218,14.16910935,0.104515359,-36.6376777,,11.32100236,1.801603206,-22.41419333,,24.18303,3.114832724,-15.01505954,,20.5929218,2.104492473
1/1/1960,-20.80181362,4.75434305,22.5201365,1.359230821,-30.76615687,5.0516352,14.46903601,0.670969829,-40.45761683,3.41424,6.906020705,0.054124023,-33.40441038,,14.62725549,0.919438949,-23.61259906,,31.29706,3.357097364,-24.38219666,,17.8423039,4.11098154
2/1/1960,-16.39214243,3.55557966,24.27378091,4.558735875,-22.30751495,4.425408,19.98883696,3.360051267,-31.89379751,2.25936,12.73857875,1.066766981,-34.02324962,,13.64915867,1.714428969,-17.69888388,,16.8437,6.156140633,-19.14658837,,18.51301323,6.169134702
3/1/1960,-16.47071493,3.30106576,18.70424751,11.60285735,-18.99351342,4.446144,12.12435398,12.80417421,-24.63293244,1.56456,8.133004167,7.222757375,-21.51022162,,17.24515046,4.031863348,-17.72567783,,11.99368,14.0414673,-17.87238067,,25.40233723,12.50058268
4/1/1960,0.033186827,3.32771797,20.57348901,46.01868212,-5.25754625,4.1907456,23.44145141,35.60886038,-9.590427571,1.21356,14.03739276,27.10656319,-15.05350741,,4.011402688,17.95791473,-7.574003034,,10.38887,35.72248687,-3.494675622,,11.03060928,43.80948541
5/1/1960,6.405440312,10.9558129,37.91587397,86.61263736,3.175915159,17.153856,19.22621754,74.80815768,1.899337778,3.318012,21.85812857,64.43185375,-2.312825847,,9.245712127,47.79839831,5.215151359,,16.90941,79.87815475,4.20440948,,39.70540745,69.99501462
6/1/1960,15.38653953,29.6776678,62.70965831,115.295606,11.97456672,85.625856,63.6849159,94.33718878,12.64714051,70.2792,43.7797731,104.3678419,8.823045505,,23.83679273,93.97996432,9.267304781,,37.1651,90.05741393,10.93344426,,54.11230632,94.27038513
7/1/1960,16.06741823,27.601139,74.66797734,109.2153929,14.74110368,26.625024,74.5124137,96.46634748,14.91818276,40.518,73.07648818,100.4205918,12.38497014,,39.44503069,94.06853404,11.54385965,,73.02944,84.33780146,13.93286255,,56.32119939,102.0395175
8/1/1960,13.99478022,26.4266847,56.80240814,84.03214286,11.56692307,22.070016,75.03864102,67.9232547,11.27007921,30.7944,71.87254007,67.33588473,7.928657119,,52.93576606,54.23446894,9.134130937,,51.25687,59.38947127,11.99001664,,68.04526424,71.89834366
9/1/1960,9.755494505,16.9226847,47.9618647,49.71263978,6.018304432,21.005568,47.46955283,36.50481649,3.32751384,32.3928,39.44584635,30.09572414,1.447094017,,25.98322818,25.52104392,2.774322169,,52.36517,30.07177033,6.290349824,,44.17837998,40.08069944
10/1/1960,-1.29159338,10.2651986,38.454284,25.195164,-5.156133967,15.7313664,31.81716643,15.87232002,-10.27375028,17.21952,21.21240969,9.505298925,-13.1040088,,19.74048096,6.293186088,-5.521212199,,27.72152,12.20717673,-1.942262976,,41.07286558,14.24401124
11/1/1960,-13.40741866,5.97712271,24.94630409,3.151648553,-20.15844523,5.6699136,29.26605652,3.142582006,-27.20740518,3.90924,20.31160869,0.355809732,-28.08577115,,14.44983913,0.685370719,-18.52057479,,22.707,3.325358852,-15.72678836,,29.85053214,3.628951976
12/1/1960,-15.81961603,6.53184,24.51922433,0.59274724,-24.45632627,5.1795072,23.17368136,0.493770093,-34.98314269,3.80592,11.68693441,0.076520167,-30.73266455,,17.44242587,0.577755523,-16.14417925,,17.17153,1.834290384,-17.09334378,,23.47407463,1.617054928
1/1/1961,-17.16335315,4.99421288,20.55796703,2.120604526,-27.60237536,5.7414528,20.29225373,0.702826008,-39.74563516,3.63708,9.744629788,0.005599037,-34.84829816,,13.46799654,0,-21.05183413,,12.32037,2.610526467,-22.40224626,,21.28085057,2.1921797
2/1/1961,-14.93560482,3.9131878,15.73145068,4.380000657,-22.13513066,5.2942464,17.13840719,3.450995669,-30.63148612,2.69712,9.682034542,1.220469751,-32.13767574,,6.96362745,0.589178357,-22.99234481,,14.31341,4.889952153,-20.59184725,,21.94702923,4.523793962
3/1/1961,-6.321208577,3.68005424,16.14243432,18.22868049,-11.47353936,5.3778816,11.63000637,17.73192109,-20.42071089,2.29176,11.62969879,9.146959777,-31.22525128,,5.160801094,5.491783662,-19.53221722,,11.97359,14.8968096,-16.06364393,,21.52599384,12.27620711
4/1/1961,2.325769177,4.41225763,33.68074991,55.71428974,-2.626589658,4.7336832,24.78883169,44.51059918,-9.784948708,1.79496,14.43835016,27.41179924,-16.63366773,,12.904428,13.51503024,-8.588038589,,21.2312,28.77512079,-7.848419951,,23.28117501,32.82279473
5/1/1961,9.394506568,13.4778142,32.57546145,102.1416051,3.513808606,28.4546304,30.06894017,74.74842743,1.890608097,2.28312,28.75707876,66.32805812,0.191382766,,10.08174357,55.48316861,4.066507489,,23.19995,76.17002078,4.008901993,,21.15864005,74.02345964
6/1/1961,14.5236811,32.4161085,49.64985405,116.8104476,9.341618121,83.448576,39.14744902,90.57417735,10.33817048,86.886,54.60209399,90.78747037,9.084770126,,30.76499092,90.61923407,9.815949119,,46.95697,88.78947135,13.16364409,,52.42298036,109.9617378
7/1/1961,18.54620965,31.0307797,65.92527043,122.3307692,14.51509438,39.374208,73.49212227,99.75350421,14.27056131,62.6184,70.82742418,95.59422035,11.28416795,,42.05846067,89.67635271,11.65358821,,56.79348,87.29935963,15.10948387,,50.19805796,108.9049009
8/1/1961,15.3056587,18.4925288,61.82557091,89.98516484,11.59980632,26.130816,72.31965017,67.975018,11.75027045,42.1452,73.58084362,65.16159214,7.144289066,,55.01575416,49.03466858,9.153429339,,72.72133,58.87033251,13.1195501,,48.93658702,84.2596531
9/1/1961,9.524890539,9.43663729,42.80140367,56.60604557,6.536415683,20.172672,45.61243076,39.21194558,5.456953642,31.4892,43.97457763,34.99037034,0.749899824,,24.14488939,25.97795811,3.712280858,,56.21904,32.28708076,4.343760562,,38.78422697,38.15390893
10/1/1961,-2.288626535,8.94752542,36.616784,18.19631743,-7.510597303,14.1101568,24.23013508,14.3551702,-9.943889694,19.69056,27.05195007,8.839013326,-12.08697375,,22.04518803,4.566132265,-8.155821683,,37.61903,12.1231266,-4.19767063,,42.68522733,14.18985056
11/1/1961,-9.25373562,5.48449627,35.73871909,3.520879221,-17.42453311,5.5973376,27.09968339,3.067437321,-24.35376373,3.82788,23.81590062,0.80373276,-26.67435065,,24.10933977,2.242484924,-19.85247209,,23.6956,4.598086416,-15.36971746,,28.68501539,4.727121312
12/1/1961,-14.1874721,5.16847729,29.84254378,2.151263788,-27.72196381,4.7820672,20.95107278,1.152794017,-34.20770855,3.79944,14.20850109,0.177302847,-33.47936107,,6.520521512,1.627655358,-30.21180348,,27.11257,3.42631594,-27.43069819,,29.70195117,2.099334482
1/1/1962,-14.64439603,4.39439186,18.53771463,2.812142961,-22.94508671,4.565376,19.4414075,0.983558079,-31.26803084,3.85956,12.57051122,0.13064419,-34.1523007,,22.28656923,0,-23.17846952,,30.4409,4.830462369,-23.05382631,,41.72235627,2.181863718
2/1/1962,-12.63241758,3.26035525,10.33005452,6.615384615,-19.42569093,4.2056064,17.85856088,3.283750913,-27.8802538,2.71044,10.08687585,1.233955526,-31.5799607,,18.50176329,0.538677376,-18.41595021,,16.07356,6.042105399,-23.78610844,,19.29008145,5.152745709
3/1/1962,-7.001098901,3.57198102,20.49279275,20.19769106,-14.23326986,4.625856,14.2677713,15.84245489,-22.02890061,2.11572,7.966695162,7.847983143,-23.35050178,,13.06424861,4.392184653,-17.46874065,,20.02018,14.70893142,-17.72603928,,23.61348993,13.68178037
4/1/1962,2.679066149,4.00837424,17.84068724,61.19999678,-4.477135454,4.344192,18.6222729,39.1907538,-8.584287162,1.62828,18.79035478,28.67790355,-10.95891881,,15.30773461,21.5170337,-6.347528144,,20.1812,32.2918672,-5.040515969,,22.17722735,36.18968386
5/1/1962,12.60285779,21.0912651,32.96020776,122.4721478,4.183751179,28.9177344,31.82965539,75.88529515,2.146598582,5.319,27.21517535,63.93353128,-0.184569135,,16.44250611,52.82425153,1.666028864,,21.8169,61.57480185,2.482612191,,28.81867892,66.18319342
6/1/1962,15.59088041,26.5760542,61.08925996,120.954394,11.82915864,87.927552,54.80997612,93.87861836,10.68561272,91.3212,42.34272464,94.125224,7.882364827,,49.34889701,84.09018476,9.491069204,,49.8211,87.60287782,11.14126358,,68.53991027,95.29118136
7/1/1962,20.07681362,24.8099797,52.35812157,132.6289028,16.14784918,34.166016,68.23861492,102.8196473,15.31318436,58.2228,51.40374304,104.102888,10.60961963,,54.63013918,78.02805611,12.66985646,,55.72265,92.7231272,13.55906903,,69.1704664,97.57778702
8/1/1962,15.14368132,14.5767051,58.82909083,94.94516816,13.19165086,17.127936,66.94155929,73.96197914,12.1585794,30.4272,45.94957386,74.06592414,7.805411115,,34.54394727,60.44689379,10.71291866,,68.67361,62.72679184,12.57445923,,63.5398907,71.79001916
9/1/1962,10.297858,10.447078,39.04742874,60.48626374,6.377841878,16.12224,41.26343479,40.91136896,3.633593868,17.3268,37.30543065,32.39133096,-1.579759495,,35.49649299,22.27454726,2.495693858,,44.30596,31.1722488,6.288518972,,32.97870474,43.0831965
10/1/1962,0.166758208,9.20526102,40.62218407,23.68945138,-4.970263139,11.8513152,32.7279248,16.7364157,-8.899518715,,17.73415982,10.04467211,-13.62104287,,21.12366726,4.914028435,-3.875119929,,24.60236,13.51738407,0.216805203,,27.1664444,18.51489248
11/1/1962,-10.15670394,6.15870915,23.48543956,4.132417532,-20.74804186,4.8207744,30.64547708,2.826589537,-28.34599827,,11.74756829,0.673690603,-26.89759402,,25.41186279,0.595190358,-15.63795853,,14.27546,3.320574236,-12.51913478,,31.71718815,2.688019891
12/1/1962,-15.12164749,5.14533966,29.07924107,1.667527499,-22.52768244,4.6780416,30.88975444,0.993513273,-33.94714216,2.79468,16.15373246,0.102649007,-33.4951896,,19.30543117,0,-21.44417863,,27.61008,3.322487887,-18.62554272,,35.00499857,1.653161358
1/1/1963,-17.52324219,4.3592461,18.9499721,4.564835165,-25.20385256,,17.57778505,1.893448758,-32.92191498,2.67192,11.49180064,0.255689358,-29.6314641,,33.7569514,0,-20.64242549,,38.60596,1.260765645,-25.19434406,,37.08466585,2.187021709
2/1/1963,-12.65527451,3.29286508,17.94669257,6.604616136,-18.44258289,,17.85473492,4.404110633,-26.986334,1.85184,12.21974126,1.77001819,-31.40901921,,11.00012036,0.134669331,-18.81164337,,13.39729,4.394258441,-19.93926789,,20.61646038,2.946755408
3/1/1963,-10.80307671,3.20119322,21.34216389,18.08560315,-13.11188132,,12.99689783,17.84540759,-19.00529848,1.76472,6.991866487,10.7128236,-28.23046092,,8.551341942,4.087775741,-17.23253557,,40.87412,13.81897927,-16.73652311,,25.33574186,12.84617399
4/1/1963,-1.136099008,2.94960814,10.38702245,50.94395363,-7.148105707,,16.01038531,33.94605104,-11.1260089,1.52028,14.28506924,25.24623588,-15.45430803,,15.14388836,14.99398853,-6.8714512,,19.75826,31.99521297,-3.678452579,,12.86022521,38.50083438
5/1/1963,8.329725597,14.0626983,31.11031937,102.8246204,2.924405783,10.7339904,25.60641709,73.09190946,0.255027206,1.57752,26.49377493,60.68795815,-3.289980351,,10.49360733,41.72885847,4.347527755,,12.33695,77.10941472,4.307903575,,16.17218639,78.73793677
6/1/1963,15.88109869,29.2295593,36.62679859,131.6785795,10.61175212,102.363264,61.07675016,93.02119084,10.23359304,78.77808,51.53292915,92.26850589,6.926853707,,24.14214562,79.88176059,8.209410356,,51.15997,80.51674875,11.01780399,,40.71428618,98.48086644
7/1/1963,18.83489011,25.4513898,42.9,131.9697319,15.52646064,35.175168,76.59344894,100.3946031,15.486334,58.824,46.10326987,108.5951854,9.930461509,,75.30226077,77.0092245,11.69617225,,67.50817,84.78771447,14.23735506,,81.02703725,97.98785106
8/1/1963,14.87730941,11.7240407,68.18211281,87.70615717,13.50154168,21.99744,70.08165743,71.99287382,12.74364911,20.4912,48.6625809,71.26454217,6.764127865,,34.57575307,49.69318789,10.03971354,,69.2735,66.41020492,13.47296254,,49.66098445,80.27246886
9/1/1963,8.756538676,8.55096407,35.6643544,55.12747897,5.108349515,23.169024,48.31858141,36.78612623,4.309392168,16.902,38.45179391,34.06020558,1.079759617,,12.38743503,28.3827659,4.695215155,,28.81667,38.49760941,6.82628968,,46.63611879,37.52745668
10/1/1963,2.517087966,8.04837966,37.77102936,25.10489053,-2.766923947,19.806336,30.04164409,13.44328862,-7.297350641,11.29284,31.83185252,8.643046472,-14.07074109,,21.87164172,1.838877779,-5.279744661,,34.55542,12.99824531,0.552828619,,22.99696923,20.57038207
11/1/1963,-6.34527494,3.66687458,46.46480082,5.970329369,-15.12581913,,25.64194465,3.502890232,-23.91023856,4.46004,20.66713623,0.456953629,-25.67595347,,16.45336767,0.042084171,-22.65342778,,11.34734,4.267942803,-16.21281263,,35.1418184,1.824459387
12/1/1963,-15.47126331,4.18673898,30.55029833,2.628186865,-23.1292901,,24.29519659,1.005459216,-32.14575416,3.11868,13.12777153,0.173570142,-31.60440803,,22.8015034,0.254709413,-17.21132376,,22.63756,2.041945736,-18.52329451,,24.82146025,2.10449267
1/1/1964,-16.98065977,3.99109424,25.42972399,2.914340763,-23.22517763,,16.21689221,0.766538215,-32.34713887,3.01284,11.69393673,0.141842271,-43.03908207,,11.10518987,1.913426806,-25.88883541,,15.15134,3.421371837,-23.80016704,,17.25582514,1.637687286
2/1/1964,-21.34236564,3.35612746,5.092357057,5.296483905,-26.985228,,5.739016965,3.117919246,-30.57393184,2.33424,7.29670685,1.948464887,-34.64428858,,10.60875755,2.981362681,-20.01036838,,29.46365,5.480861597,-16.15324394,,23.7206428,5.686605952
3/1/1964,-13.56236264,2.96337356,14.92163247,14.3366496,-17.97289835,,14.43709733,14.7414263,-21.9409406,1.87092,11.91779002,8.919265389,-28.64228457,,2.289899868,1.801603325,-21.51212059,,15.33161,13.61626764,-21.63028416,,17.61482516,12.9957577
4/1/1964,-3.848626374,2.76040678,24.90046145,35.83187296,-7.886577001,,15.13751405,34.70713004,-11.21631594,1.46088,11.52196296,27.11198029,-16.70801564,,7.757094267,14.17635289,-8.905103668,,23.48081,29.27751313,-6.876373037,,23.22572615,34.53993405
5/1/1964,8.962582632,8.14151593,30.97902644,97.34341491,3.579062676,,29.32489363,72.71361301,1.860746656,2.48076,30.02693455,66.30192655,-1.43907823,,20.63170482,48.30160321,0.135885211,,19.97652,57.41179982,3.691264884,,38.20716494,67.01622296
6/1/1964,15.00340616,29.595661,59.16234117,117.173085,11.212074,79.38432,56.90301361,92.76108464,11.14948755,88.5168,46.54832368,97.21914862,10.93627294,,14.87166325,108.6192429,10.13588548,,45.12513,92.66029175,11.10524208,,40.76143833,100.2504148
7/1/1964,19.01598987,26.2626712,59.61346583,125.2621528,16.31547924,27.281664,62.51308606,104.7031432,15.20313088,47.214,49.31150286,106.3275756,9.554508431,,53.62334434,85.79980567,11.36953779,,62.44843,84.06092866,14.11921862,,70.17160111,101.9698911
8/1/1964,15.59368132,16.2947471,57.62069454,89.90510656,13.58824688,17.044992,60.44225173,78.71650318,11.84160168,27.4716,45.83021335,74.1443143,7.39158346,,48.59594971,55.90561274,9.382455829,,38.47687,57.87161085,11.74817037,,61.49893051,68.69517723
9/1/1964,9.889176253,8.49736678,44.61900755,57.68406996,6.522928834,15.05088,34.35723748,43.7437389,2.940216561,15.8184,36.16839912,34.01866346,-1.427054059,,15.18298609,26.14028166,3.779106858,,23.96528,34.76554907,4.755990179,,40.1670949,35.88519257
10/1/1964,-0.817472554,7.44328678,28.9590874,23.09840826,-6.273345928,12.464064,24.73325606,13.93307619,-10.30445585,10.06488,25.16679993,7.062251542,-13.76292624,,22.63200424,4.671743297,-4.353588828,,30.05928,11.88086064,-0.174043221,,27.97083355,17.10931843
11/1/1964,-8.365659341,3.024,37.95655048,6.093956245,-16.50102862,,28.10445267,3.554913589,-26.66809104,2.80188,14.82505127,0.652016899,-28.66833667,,20.03194475,0.138276565,-16.74832723,,21.20293,3.698564739,-13.95973508,,25.83653583,3.057404326
12/1/1964,-13.1954402,3.76557559,30.39119806,1.807197906,-24.50167088,,23.89615195,1.220488103,-37.19560647,2.80188,11.46222743,0.195966285,-32.71022122,,23.13100028,0.08076152,-31.03141821,,21.69608,4.375598086,-26.01389449,,17.69624504,3.94076547
1/1/1965,-17.92181276,3.16136136,19.42902644,1.238296651,-26.80411047,,19.78236267,0.931791968,-38.13371557,2.65644,10.28960223,0.057856711,-37.9286581,,15.54951896,1.223847743,-27.12886575,,19.0433,4.049281995,-25.94908551,,22.20766218,2.199916884
2/1/1965,-17.90093578,2.67664271,13.75783504,5.643077205,-26.56204339,,8.991997456,3.219010644,-35.64316724,1.64088,5.445382464,1.345213778,-35.20280796,,7.937254392,1.963927856,-27.53205679,,16.07574,5.31866056,-27.17104955,,24.00616914,4.558735725
3/1/1965,-7.00049472,2.60840136,14.14822609,20.88582542,-13.3178551,,14.4127554,17.4113668,-21.42588708,1.283472,9.389235118,8.622516556,-26.58035798,,8.465231244,3.447895792,-9.257895048,,23.22416,16.11307785,-14.24866921,,7.819466363,15.06930085
4/1/1965,-0.041318789,2.55831864,16.87952224,51.8456052,-5.445151308,,12.6192485,39.87861648,-8.28115593,0.778356,11.17904312,31.38711708,-16.0310631,,14.91178353,16.36473019,-5.371132688,,20.45222,32.90909325,-3.530033359,,15.96963363,38.33111603
5/1/1965,10.41499936,12.2113953,35.30565333,108.3569247,4.586063255,,36.83872481,77.81458029,1.729500419,2.507148,23.6251999,64.35719993,-2.304408867,,12.78615336,45.92224525,1.428389116,,19.12876,63.69091271,4.285191591,,21.66629441,78.78694851
6/1/1965,16.27181276,29.1651254,43.3993647,129.8703345,11.31971791,79.826688,45.61898382,96.34873818,10.08049321,67.8708,55.55089178,92.13124624,8.408416442,,22.2343476,89.12224596,8.299681644,,48.42895,83.48325592,9.958735766,,60.63772303,95.11897082
7/1/1965,19.99263822,27.7182915,55.47375944,136.8002747,15.79177831,29.317248,65.86945548,104.2870341,14.57501599,50.7924,66.68515296,100.0323956,9.653908403,,26.75545231,86.30922147,11.49154736,,54.65717,85.28213837,14.46539134,,56.6755204,102.4109023
8/1/1965,14.77802198,17.4791593,73.91424279,87.52731102,13.13673757,15.894144,72.05065832,71.64842841,11.79915855,31.6476,52.65871463,69.72667524,6.681563322,,36.05098478,56.17895716,8.780542109,,63.41969,59.06315669,12.57978321,,49.18533167,77.21114305
9/1/1965,9.914285714,10.0165424,48.87285371,57.53736425,5.379832636,18.983808,51.64249157,38.40077071,4.550752441,28.9332,44.91295248,32.34256384,-0.688376754,,13.29982034,25.02805721,5.02663508,,62.25234,34.35406699,3.439767136,,33.13642855,36.26456211
10/1/1965,0.796538569,12.1018576,40.85338685,22.78500125,-2.541811238,19.2043008,35.57867694,16.13314041,-7.349970368,15.32412,28.39229944,8.407887385,-13.4248497,,17.36675304,4.634468843,-9.351674641,,28.66914,11.64354067,-1.587770484,,34.96298844,17.99908391
11/1/1965,-12.50483452,7.8670861,33.24396463,5.785714286,-21.34181067,,22.16145833,4.94219712,-29.42233829,4.34304,13.20187857,1.381697772,-27.40280561,,33.50082196,0.679358729,-16.98357444,,21.33046,2.775119617,-15.49708819,,26.24252987,4.654742097
12/1/1965,-16.2489011,6.23866576,23.9660886,1.892362741,-27.03712317,,26.18371167,1.88150289,-39.55291899,3.33288,12.92458774,0.326610511,-38.36272545,,15.0144087,1.006412873,-24.30047909,,25.6181,5.107336674,-20.53161398,,22.10066745,1.433943388
1/1/1966,-19.82763779,4.94852339,30.53831774,2.411868236,-29.50899165,5.0976,23.12794035,1.531085451,-38.53401565,2.48112,14.88271608,0.055990367,-38.66412904,,32.03615238,0.664729506,-32.40877318,,8.649698,2.823125921,-33.32670809,,20.64817991,1.952329766
2/1/1966,-21.20033053,3.21525153,36.69811985,3.830769231,-28.25549434,4.3521408,18.55096314,3.875401413,-38.39078962,1.58652,11.74598322,1.087296809,-37.57915832,,23.15809744,1.475751567,-22.1901104,,26.1933,5.859011709,-21.3492519,,15.18843091,6.140432754
3/1/1966,-10.72917561,3.10981424,26.86480082,13.62296579,-18.1699432,4.5263232,15.96956286,12.58914555,-24.73642572,1.230156,15.98627991,6.198133768,-26.34869935,,17.46749554,3.373346409,-19.80111612,,13.81289,11.73253528,-14.83469283,,20.08862264,13.58119895
