date,Onega_discharge,Onega_temp,Onega_prcp,Pur_discharge,Pur_temp,Pur_prcp,Yana_discharge,Yana_temp,Yana_prcp
1/1/1939,,,,420,-18.8,1,,,
1/2/1939,,,,410,-16.8,1.2,,,
1/3/1939,,,,400,-20.6,0.9,,,
1/4/1939,,,,395,-31.8,0.1,,,
1/5/1939,,,,395,-24.7,1.4,,,
1/6/1939,,,,395,-24,1.3,,,
1/7/1939,,,,390,-33.3,0,,,
1/8/1939,,,,390,-24.1,0.9,,,
1/9/1939,,,,390,-35.4,0,,,
1/10/1939,,,,388,-35.4,0,,,
1/11/1939,,,,388,-23.1,0.4,,,
1/12/1939,,,,388,-19.6,2.2,,,
1/13/1939,,,,388,-28.8,0.5,,,
1/14/1939,,,,388,-33.4,1,,,
1/15/1939,,,,388,-36.1,0.5,,,
1/16/1939,,,,380,-27.8,0.2,,,
1/17/1939,,,,380,-13.9,5.6,,,
1/18/1939,,,,380,-16,0.2,,,
1/19/1939,,,,380,-7.7,1.6,,,
1/20/1939,,,,380,-6.9,0.4,,,
1/21/1939,,,,372,-9.9,0.3,,,
1/22/1939,,,,372,-15.8,0.8,,,
1/23/1939,,,,365,-26.9,1.3,,,
1/24/1939,,,,370,-27.3,1.3,,,
1/25/1939,,,,367,-33.7,0.6,,,
1/26/1939,,,,362,-37.5,0,,,
1/27/1939,,,,354,-37.6,0.3,,,
1/28/1939,,,,350,-39,0,,,
1/29/1939,,,,342,-23.8,0.2,,,
1/30/1939,,,,342,-15.2,0,,,
1/31/1939,,,,334,-15.5,0.5,,,
2/1/1939,,,,334,-18.8,0.1,,,
2/2/1939,,,,327,-20.8,0.3,,,
2/3/1939,,,,327,-25.8,0.2,,,
2/4/1939,,,,320,-19.2,0.1,,,
2/5/1939,,,,320,-20.3,0,,,
2/6/1939,,,,312,-24,0,,,
2/7/1939,,,,312,-16,0.6,,,
2/8/1939,,,,304,-25.9,0.1,,,
2/9/1939,,,,300,-25.5,0.2,,,
2/10/1939,,,,293,-11.4,0.5,,,
2/11/1939,,,,293,-8.8,0.8,,,
2/12/1939,,,,285,-19.6,2.1,,,
2/13/1939,,,,288,-21.1,0.3,,,
2/14/1939,,,,288,-12.2,0.2,,,
2/15/1939,,,,288,-4.4,0.3,,,
2/16/1939,,,,288,-8.8,0.3,,,
2/17/1939,,,,296,-7.6,2,,,
2/18/1939,,,,296,-6.6,1,,,
2/19/1939,,,,296,-9.4,1.3,,,
2/20/1939,,,,296,-11,0.9,,,
2/21/1939,,,,304,-14.6,0.1,,,
2/22/1939,,,,304,-11.2,2.1,,,
2/23/1939,,,,304,-10.6,0.5,,,
2/24/1939,,,,308,-25.1,0.4,,,
2/25/1939,,,,312,-30.8,0,,,
2/26/1939,,,,312,-18.3,0.8,,,
2/27/1939,,,,308,-12.7,1.1,,,
2/28/1939,,,,304,-8.8,0.9,,,
3/1/1939,,,,304,-10,0.9,,,
3/2/1939,,,,296,-24.6,0,,,
3/3/1939,,,,296,-25.6,0.7,,,
3/4/1939,,,,288,-35.7,0,,,
3/5/1939,,,,288,-32,0.2,,,
3/6/1939,,,,288,-23.5,0.2,,,
3/7/1939,,,,288,-12.3,0.6,,,
3/8/1939,,,,281,-23,0.2,,,
3/9/1939,,,,277,-29,0,,,
3/10/1939,,,,278,-29.6,0.6,,,
3/11/1939,,,,278,-16.8,1.5,,,
3/12/1939,,,,278,-19.9,0.4,,,
3/13/1939,,,,278,-8.4,0.6,,,
3/14/1939,,,,270,-8,0.3,,,
3/15/1939,,,,270,-9.9,0.8,,,
3/16/1939,,,,270,-8.6,0.2,,,
3/17/1939,,,,274,-7.6,0.3,,,
3/18/1939,,,,274,-12.1,0.3,,,
3/19/1939,,,,274,-13.2,3.2,,,
3/20/1939,,,,274,-20.8,0,,,
3/21/1939,,,,266,-6.7,0,,,
3/22/1939,,,,266,-3.4,0,,,
3/23/1939,,,,266,-0.2,0,,,
3/24/1939,,,,266,-3.6,0.4,,,
3/25/1939,,,,258,-11.2,0.2,,,
3/26/1939,,,,258,-15.6,0.3,,,
3/27/1939,,,,258,-20.1,0,,,
3/28/1939,,,,258,-19.8,0.1,,,
3/29/1939,,,,258,-13.6,0.2,,,
3/30/1939,,,,258,-14.7,0,,,
3/31/1939,,,,258,-10.2,0.2,,,
4/1/1939,,,,258,-3.6,0,,,
4/2/1939,,,,258,1.3,2.1,,,
4/3/1939,,,,270,-0.5,5.2,,,
4/4/1939,,,,270,-8.8,0,,,
4/5/1939,,,,278,-8.4,0.1,,,
4/6/1939,,,,270,-14,0,,,
4/7/1939,,,,261,-11.9,0,,,
4/8/1939,,,,261,-4.2,0,,,
4/9/1939,,,,266,-15.8,0.8,,,
4/10/1939,,,,258,-21.3,0,,,
4/11/1939,,,,250,-20.9,0,,,
4/12/1939,,,,250,-11.4,1.1,,,
4/13/1939,,,,242,-9.4,6.2,,,
4/14/1939,,,,234,-10.7,4.9,,,
4/15/1939,,,,234,-18.8,0,,,
4/16/1939,,,,234,-7.4,0,,,
4/17/1939,,,,229,-3.3,0.2,,,
4/18/1939,,,,237,1.1,0.7,,,
4/19/1939,,,,240,-1.2,1.2,,,
4/20/1939,,,,248,2.4,0,,,
4/21/1939,,,,240,2.9,1.2,,,
4/22/1939,,,,232,2.1,0,,,
4/23/1939,,,,224,-1.5,0,,,
4/24/1939,,,,224,4.7,0.8,,,
4/25/1939,,,,216,2.2,0,,,
4/26/1939,,,,208,1.4,2,,,
4/27/1939,,,,227,2.1,0.7,,,
4/28/1939,,,,235,-1.9,0,,,
4/29/1939,,,,254,1.1,0.1,,,
4/30/1939,,,,268,-2.4,0,,,
5/1/1939,,,,286,-3.7,0,,,
5/2/1939,,,,310,-11.5,0,,,
5/3/1939,,,,325,-10.8,0.2,,,
5/4/1939,,,,347,-10.7,0.1,,,
5/5/1939,,,,370,-8.7,0,,,
5/6/1939,,,,378,1.8,1.4,,,
5/7/1939,,,,378,2,2.6,,,
5/8/1939,,,,396,0.1,1.8,,,
5/9/1939,,,,400,0.2,0,,,
5/10/1939,,,,415,2.4,0,,,
5/11/1939,,,,445,3.6,5,,,
5/12/1939,,,,480,3.2,5,,,
5/13/1939,,,,510,1.6,1.5,,,
5/14/1939,,,,551,-5.3,0.9,,,
5/15/1939,,,,600,-9.4,0.1,,,
5/16/1939,,,,638,-2.4,0,,,
5/17/1939,,,,685,3.6,0,,,
5/18/1939,,,,748,-0.5,0,,,
5/19/1939,,,,825,-1.8,0,,,
5/20/1939,,,,961,1,3.7,,,
5/21/1939,,,,1090,-2.2,0,,,
5/22/1939,,,,1210,1.9,0,,,
5/23/1939,,,,1330,3.2,0.2,,,
5/24/1939,,,,1440,0,3.2,,,
5/25/1939,,,,1550,-3.2,0.7,,,
5/26/1939,,,,1640,0.6,0,,,
5/27/1939,,,,1740,2.4,0,,,
5/28/1939,,,,1860,4.2,4,,,
5/29/1939,,,,1940,2.3,0.1,,,
5/30/1939,,,,2050,7,0.2,,,
5/31/1939,,,,2130,8.4,7.1,,,
6/1/1939,,,,2300,9.1,3.7,,,
6/2/1939,,,,2540,10.8,0.6,,,
6/3/1939,,,,2860,5.8,0,,,
6/4/1939,,,,3490,14.5,9.7,,,
6/5/1939,,,,5720,24.4,0,,,
6/6/1939,,,,7200,12.2,8.3,,,
6/7/1939,,,,7410,5.6,7.1,,,
6/8/1939,,,,7180,8.6,0,,,
6/9/1939,,,,6860,6.5,7.7,,,
6/10/1939,,,,6540,8.6,1.9,,,
6/11/1939,,,,6340,11.8,0.3,,,
6/12/1939,,,,5940,12,0,,,
6/13/1939,,,,5680,11.6,0.1,,,
6/14/1939,,,,5470,6.8,0,,,
6/15/1939,,,,5420,9.7,0,,,
6/16/1939,,,,5120,15,0,,,
6/17/1939,,,,5050,12.1,0,,,
6/18/1939,,,,4840,18.9,0,,,
6/19/1939,,,,4660,5.5,2.8,,,
6/20/1939,,,,4490,7,0.1,,,
6/21/1939,,,,4180,9.6,9.1,,,
6/22/1939,,,,3950,8.7,0.2,,,
6/23/1939,,,,3730,10.9,0,,,
6/24/1939,,,,3470,12.3,0,,,
6/25/1939,,,,3220,19.3,12.1,,,
6/26/1939,,,,2980,23.6,0,,,
6/27/1939,,,,2780,27.1,0,,,
6/28/1939,,,,2580,25.2,0,,,
6/29/1939,,,,2430,20,0,,,
6/30/1939,,,,2280,23.4,0,,,
7/1/1939,,,,2100,22.2,5,,,
7/2/1939,,,,2030,13.6,0.2,,,
7/3/1939,,,,1980,10.6,0,,,
7/4/1939,,,,1910,9.8,0,,,
7/5/1939,,,,1840,8.1,0.9,,,
7/6/1939,,,,1740,10.4,2.1,,,
7/7/1939,,,,1640,11.1,5.6,,,
7/8/1939,,,,1580,14.6,1,,,
7/9/1939,,,,1460,16.1,2.6,,,
7/10/1939,,,,1400,13.1,7,,,
7/11/1939,,,,1370,14.4,0,,,
7/12/1939,,,,1330,14.7,0,,,
7/13/1939,,,,1290,15.6,0,,,
7/14/1939,,,,1250,17.1,0,,,
7/15/1939,,,,1200,20,0,,,
7/16/1939,,,,1170,19.7,0,,,
7/17/1939,,,,1130,19.6,0,,,
7/18/1939,,,,1100,17.4,0,,,
7/19/1939,,,,1080,17.4,4.5,,,
7/20/1939,,,,1060,18.8,9.4,,,
7/21/1939,,,,1020,17.4,0.1,,,
7/22/1939,,,,1010,15.2,6.7,,,
7/23/1939,,,,988,12.6,7.8,,,
7/24/1939,,,,980,15,1.5,,,
7/25/1939,,,,1030,16.4,0,,,
7/26/1939,,,,1050,13.3,0,,,
7/27/1939,,,,1040,11,0,,,
7/28/1939,,,,1000,13.5,0,,,
7/29/1939,,,,980,15.1,0.1,,,
7/30/1939,,,,968,18.4,0.1,,,
7/31/1939,,,,945,18.3,0,,,
8/1/1939,,,,910,22.8,0,,,
8/2/1939,,,,885,22.4,5.1,,,
8/3/1939,,,,870,21.6,9.3,,,
8/4/1939,,,,860,20.4,0,,,
8/5/1939,,,,890,11.2,2.5,,,
8/6/1939,,,,870,9.8,1.5,,,
8/7/1939,,,,836,9.8,11.7,,,
8/8/1939,,,,804,10.5,5.3,,,
8/9/1939,,,,775,10.3,3.3,,,
8/10/1939,,,,770,9,4.4,,,
8/11/1939,,,,856,11.1,9,,,
8/12/1939,,,,964,8.8,2,,,
8/13/1939,,,,972,9.9,5.4,,,
8/14/1939,,,,930,8.5,1.7,,,
8/15/1939,,,,900,8.4,0.9,,,
8/16/1939,,,,844,9,1.9,,,
8/17/1939,,,,812,9.9,5,,,
8/18/1939,,,,800,9.6,7.1,,,
8/19/1939,,,,836,9.3,0.1,,,
8/20/1939,,,,915,7.8,6.5,,,
8/21/1939,,,,905,8.2,1.5,,,
8/22/1939,,,,880,13.2,0,,,
8/23/1939,,,,860,10.6,24,,,
8/24/1939,,,,996,8,17.8,,,
8/25/1939,,,,1160,7.2,0,,,
8/26/1939,,,,1210,7.7,5.8,,,
8/27/1939,,,,1360,4.8,1.1,,,
8/28/1939,,,,1510,4.8,3,,,
8/29/1939,,,,1510,5.4,2.9,,,
8/30/1939,,,,1480,4.7,9.9,,,
8/31/1939,,,,1430,4,1.1,,,
9/1/1939,,,,1470,5.4,4.6,,,
9/2/1939,,,,1490,4.1,0.5,,,
9/3/1939,,,,1480,4.6,1.6,,,
9/4/1939,,,,1460,4.6,2.1,,,
9/5/1939,,,,1450,3.7,1.1,,,
9/6/1939,,,,1510,4.9,19.3,,,
9/7/1939,,,,1640,3.2,0.4,,,
9/8/1939,,,,1610,3.1,3.4,,,
9/9/1939,,,,1600,8.9,3.7,,,
9/10/1939,,,,1570,11.8,0,,,
9/11/1939,,,,1540,13.1,0,,,
9/12/1939,,,,1550,12.2,4.5,,,
9/13/1939,,,,1530,6.1,2,,,
9/14/1939,,,,1500,1.6,0,,,
9/15/1939,,,,1560,2.2,0,,,
9/16/1939,,,,1540,2.5,0,,,
9/17/1939,,,,1500,2.8,11.3,,,
9/18/1939,,,,1490,1.4,2.7,,,
9/19/1939,,,,1520,0.4,0.5,,,
9/20/1939,,,,1480,-1.1,0,,,
9/21/1939,,,,1400,2.6,0.3,,,
9/22/1939,,,,1340,1.1,3.1,,,
9/23/1939,,,,1310,2.4,1.8,,,
9/24/1939,,,,1230,1.7,0.1,,,
9/25/1939,,,,1200,5.6,9.4,,,
9/26/1939,,,,1330,1.6,0,,,
9/27/1939,,,,1230,4,0.9,,,
9/28/1939,,,,1270,3.3,13.5,,,
9/29/1939,,,,1270,-0.5,0,,,
9/30/1939,,,,1260,-0.4,0,,,
10/1/1939,,,,1230,0.2,4,,,
10/2/1939,,,,1240,-0.6,3.1,,,
10/3/1939,,,,1260,-0.6,2.7,,,
10/4/1939,,,,1250,0.6,0.5,,,
10/5/1939,,,,1270,0,0.5,,,
10/6/1939,,,,1250,1,0,,,
10/7/1939,,,,1250,1.6,0,,,
10/8/1939,,,,1250,-0.9,0.1,,,
10/9/1939,,,,1270,-0.8,0,,,
10/10/1939,,,,1240,-0.6,0,,,
10/11/1939,,,,1240,-1.9,0,,,
10/12/1939,,,,1230,-4.3,0.2,,,
10/13/1939,,,,1200,-3.7,1.1,,,
10/14/1939,,,,1140,-8.6,0.1,,,
10/15/1939,,,,1090,-11.4,0.2,,,
10/16/1939,,,,1000,-2.1,0.5,,,
10/17/1939,,,,967,-2,0,,,
10/18/1939,,,,905,-1.2,2.9,,,
10/19/1939,,,,840,0,2.6,,,
10/20/1939,,,,775,-3.6,0,,,
10/21/1939,,,,710,-2,7.8,,,
10/22/1939,,,,627,-6.8,0.5,,,
10/23/1939,,,,622,-10.3,0.9,,,
10/24/1939,,,,622,-10.1,0.4,,,
10/25/1939,,,,630,-9,0.2,,,
10/26/1939,,,,632,-1.1,1.4,,,
10/27/1939,,,,645,0.6,3.7,,,
10/28/1939,,,,646,-7.1,0.6,,,
10/29/1939,,,,647,-6.6,2.3,,,
10/30/1939,,,,625,-8.2,0.2,,,
10/31/1939,,,,592,-14.3,0,,,
11/1/1939,,,,593,-5.1,1.5,,,
11/2/1939,,,,586,-5.8,1.3,,,
11/3/1939,,,,595,-20.7,0.2,,,
11/4/1939,,,,605,-26.2,0,,,
11/5/1939,,,,615,-19.8,0.2,,,
11/6/1939,,,,640,-10.8,1.6,,,
11/7/1939,,,,650,-2.6,0.2,,,
11/8/1939,,,,667,-9.9,1.8,,,
11/9/1939,,,,667,-29.8,0,,,
11/10/1939,,,,685,-18.3,0.3,,,
11/11/1939,,,,696,-6.9,0.2,,,
11/12/1939,,,,708,-8.7,0,,,
11/13/1939,,,,715,-9.7,1.1,,,
11/14/1939,,,,725,-10.4,1,,,
11/15/1939,,,,718,-8.6,0.1,,,
11/16/1939,,,,730,-12.1,0,,,
11/17/1939,,,,735,-17.7,0.1,,,
11/18/1939,,,,735,-20,0,,,
11/19/1939,,,,740,-23.8,0.2,,,
11/20/1939,,,,752,-26.7,0.7,,,
11/21/1939,,,,738,-18.2,2.1,,,
11/22/1939,,,,738,-14,0.1,,,
11/23/1939,,,,738,-11.7,2.1,,,
11/24/1939,,,,720,-14.9,0.3,,,
11/25/1939,,,,715,-9.7,1,,,
11/26/1939,,,,707,-7.7,0,,,
11/27/1939,,,,700,-11.7,0,,,
11/28/1939,,,,711,-19.8,0,,,
11/29/1939,,,,703,-18.4,0,,,
11/30/1939,,,,703,-12.6,1.7,,,
12/1/1939,,,,708,-6.7,0.7,,,
12/2/1939,,,,694,-6.2,0,,,
12/3/1939,,,,677,-16.3,0.6,,,
12/4/1939,,,,660,-19.3,0.1,,,
12/5/1939,,,,650,-21.2,0.9,,,
12/6/1939,,,,634,-12,0.2,,,
12/7/1939,,,,624,-10.7,0.4,,,
12/8/1939,,,,607,-15.6,0,,,
12/9/1939,,,,597,-14.8,0.1,,,
12/10/1939,,,,588,-12.9,0.6,,,
12/11/1939,,,,588,-9.2,2.2,,,
12/12/1939,,,,592,-8.4,4.4,,,
12/13/1939,,,,601,-16.9,0.2,,,
12/14/1939,,,,595,-17,0,,,
12/15/1939,,,,605,-15.4,0,,,
12/16/1939,,,,598,-18.1,0,,,
12/17/1939,,,,608,-15.2,0.2,,,
12/18/1939,,,,602,-16.5,0,,,
12/19/1939,,,,611,-9.8,1.2,,,
12/20/1939,,,,621,-7.1,1.4,,,
12/21/1939,,,,621,-16.5,0.4,,,
12/22/1939,,,,611,-16.1,0.6,,,
12/23/1939,,,,611,-17.9,0,,,
12/24/1939,,,,601,-24.1,0,,,
12/25/1939,,,,601,-17.4,0.5,,,
12/26/1939,,,,586,-10.4,1.2,,,
12/27/1939,,,,580,-23.1,0.4,,,
12/28/1939,,,,570,-35.5,0,,,
12/29/1939,,,,570,-40.6,0,,,
12/30/1939,,,,555,-27,0.1,,,
12/31/1939,,,,540,-26.2,0.3,,,
1/1/1940,,,,536,-32.7,0,,,
1/2/1940,,,,525,-33.2,1,,,
1/3/1940,,,,516,-41.2,0,,,
1/4/1940,,,,511,-41.7,0,,,
1/5/1940,,,,499,-43.4,0,,,
1/6/1940,,,,496,-40.4,0,,,
1/7/1940,,,,488,-37.6,0,,,
1/8/1940,,,,479,-35.8,0,,,
1/9/1940,,,,476,-41.7,0,,,
1/10/1940,,,,468,-45.2,0,,,
1/11/1940,,,,467,-42.1,0.3,,,
1/12/1940,,,,467,-48.6,0,,,
1/13/1940,,,,458,-47.6,0,,,
1/14/1940,,,,458,-44.8,0.1,,,
1/15/1940,,,,450,-41.8,0,,,
1/16/1940,,,,452,-33.9,0,,,
1/17/1940,,,,455,-36.8,0.1,,,
1/18/1940,,,,444,-34.2,0,,,
1/19/1940,,,,444,-21,0.2,,,
1/20/1940,,,,444,-26.2,2.2,,,
1/21/1940,,,,441,-27.9,0,,,
1/22/1940,,,,432,-26.4,0.2,,,
1/23/1940,,,,432,-25.3,0.2,,,
1/24/1940,,,,432,-24.9,0.3,,,
1/25/1940,,,,432,-33.6,0,,,
1/26/1940,,,,432,-30.4,0,,,
1/27/1940,,,,432,-28.4,0,,,
1/28/1940,,,,432,-32.4,0,,,
1/29/1940,,,,424,-36.9,0,,,
1/30/1940,,,,424,-30.2,0,,,
1/31/1940,,,,421,-27.7,0,,,
2/1/1940,,,,421,-33,0.1,,,
2/2/1940,,,,413,-24.7,0.4,,,
2/3/1940,,,,413,-13.2,1.4,,,
2/4/1940,,,,413,-16.3,0.1,,,
2/5/1940,,,,404,-17,1.2,,,
2/6/1940,,,,404,-8.8,1,,,
2/7/1940,,,,398,-24.8,0,,,
2/8/1940,,,,398,-34.3,0,,,
2/9/1940,,,,398,-30.4,0.5,,,
2/10/1940,,,,392,-17.1,1.6,,,
2/11/1940,,,,392,-31.5,0.3,,,
2/12/1940,,,,383,-39.4,0,,,
2/13/1940,,,,381,-38.9,0,,,
2/14/1940,,,,372,-34.3,0,,,
2/15/1940,,,,372,-32.5,0,,,
2/16/1940,,,,363,-34.6,0,,,
2/17/1940,,,,363,-23.1,0.3,,,
2/18/1940,,,,355,-11.7,1.8,,,
2/19/1940,,,,348,-9.6,0.5,,,
2/20/1940,,,,352,-15.4,1.1,,,
2/21/1940,,,,341,-20.4,0.1,,,
2/22/1940,,,,341,-14.3,0.3,,,
2/23/1940,,,,343,-13.3,0.9,,,
2/24/1940,,,,343,-22.2,0,,,
2/25/1940,,,,334,-15,0.3,,,
2/26/1940,,,,334,-8.2,0.6,,,
2/27/1940,,,,334,-2.5,0,,,
2/28/1940,,,,334,-5.1,0,,,
2/29/1940,,,,334,-13.6,0,,,
3/1/1940,,,,332,-7.6,0,,,
3/2/1940,,,,336,-11.5,0.6,,,
3/3/1940,,,,327,-19.6,0.2,,,
3/4/1940,,,,326,-21.2,0.1,,,
3/5/1940,,,,327,-20.6,0,,,
3/6/1940,,,,327,-18.9,0.5,,,
3/7/1940,,,,327,-14.5,1.4,,,
3/8/1940,,,,327,-27.9,0,,,
3/9/1940,,,,327,-32.6,0,,,
3/10/1940,,,,327,-33.4,0,,,
3/11/1940,,,,327,-21.1,0,,,
3/12/1940,,,,326,-13.4,2,,,
3/13/1940,,,,326,-21.8,0,,,
3/14/1940,,,,327,-17.9,0.5,,,
3/15/1940,,,,327,-20.9,0.1,,,
3/16/1940,,,,319,-13,1.7,,,
3/17/1940,,,,319,-12.1,0.5,,,
3/18/1940,,,,319,1.1,0.2,,,
3/19/1940,,,,319,-2.5,0,,,
3/20/1940,,,,310,-16.4,0,,,
3/21/1940,,,,308,-28.3,0,,,
3/22/1940,,,,299,-31.1,0,,,
3/23/1940,,,,299,-25.8,0,,,
3/24/1940,,,,299,-19.6,0,,,
3/25/1940,,,,290,-24.1,0,,,
3/26/1940,,,,292,-23.2,0,,,
3/27/1940,,,,294,-14.4,0.2,,,
3/28/1940,,,,285,-15.9,4.1,,,
3/29/1940,,,,285,-21.9,0,,,
3/30/1940,,,,285,-16.6,0,,,
3/31/1940,,,,285,-2.3,0.4,,,
4/1/1940,,,,276,-6.1,0.6,,,
4/2/1940,,,,276,-10.2,1.2,,,
4/3/1940,,,,277,-1.3,2.3,,,
4/4/1940,,,,277,-3.7,4.2,,,
4/5/1940,,,,268,-5.7,1.6,,,
4/6/1940,,,,270,-0.2,6.6,,,
4/7/1940,,,,272,-8.3,0,,,
4/8/1940,,,,272,-19.9,0,,,
4/9/1940,,,,272,-15.2,0.6,,,
4/10/1940,,,,272,-11.4,0,,,
4/11/1940,,,,270,0.5,0.3,,,
4/12/1940,,,,270,-11.7,1.6,,,
4/13/1940,,,,270,-14.5,0,,,
4/14/1940,,,,268,-8.6,0,,,
4/15/1940,,,,268,-5.3,0,,,
4/16/1940,,,,270,-5.6,0.5,,,
4/17/1940,,,,279,1.8,0.2,,,
4/18/1940,,,,281,1,9.2,,,
4/19/1940,,,,281,-13.4,0.1,,,
4/20/1940,,,,281,-7.2,0,,,
4/21/1940,,,,281,-12.1,0,,,
4/22/1940,,,,279,-3.2,0.6,,,
4/23/1940,,,,279,2.1,0.6,,,
4/24/1940,,,,272,-0.4,0.5,,,
4/25/1940,,,,274,-2.5,3.2,,,
4/26/1940,,,,274,-3.4,0,,,
4/27/1940,,,,276,-0.8,0.2,,,
4/28/1940,,,,276,-8.3,0,,,
4/29/1940,,,,268,-11.6,0,,,
4/30/1940,,,,268,-4.5,0,,,
5/1/1940,,,,268,0,0,,,
5/2/1940,,,,268,-0.2,0,,,
5/3/1940,,,,271,-5.3,0.6,,,
5/4/1940,,,,271,-12.2,0,,,
5/5/1940,,,,271,-12.5,0,,,
5/6/1940,,,,273,-3.5,1.1,,,
5/7/1940,,,,274,-5,0.1,,,
5/8/1940,,,,274,-9,0,,,
5/9/1940,,,,274,-9,0,,,
5/10/1940,,,,274,-3.8,0,,,
5/11/1940,,,,285,-2.3,0,,,
5/12/1940,,,,286,-4.8,0,,,
5/13/1940,,,,286,-5.9,1.3,,,
5/14/1940,,,,288,-3,18.3,,,
5/15/1940,,,,299,-5.5,2.1,,,
5/16/1940,,,,300,-3.8,3.2,,,
5/17/1940,,,,310,-4.4,0.2,,,
5/18/1940,,,,311,-6.6,0,,,
5/19/1940,,,,332,-5.4,0.4,,,
5/20/1940,,,,343,-4.4,0.3,,,
5/21/1940,,,,343,-1.5,0,,,
5/22/1940,,,,343,2.8,0.1,,,
5/23/1940,,,,344,-3.2,0,,,
5/24/1940,,,,354,-4,0,,,
5/25/1940,,,,354,-2.3,0,,,
5/26/1940,,,,356,3.6,2.8,,,
5/27/1940,,,,358,3.1,26.6,,,
5/28/1940,,,,358,1.8,0,,,
5/29/1940,,,,370,2.4,0,,,
5/30/1940,,,,370,3.3,0,,,
5/31/1940,,,,381,2.6,24,,,
6/1/1940,,,,426,0.5,6.2,,,
6/2/1940,,,,520,1.5,0.1,,,
6/3/1940,,,,584,3,0,,,
6/4/1940,,,,694,7.4,0.2,,,
6/5/1940,,,,830,6.9,0.1,,,
6/6/1940,,,,1040,5.3,1.5,,,
6/7/1940,,,,1300,9.1,5.3,,,
6/8/1940,,,,1700,5.6,2,,,
6/9/1940,,,,2080,2.7,9.5,,,
6/10/1940,,,,2310,8.9,0.3,,,
6/11/1940,,,,2470,11.5,1.6,,,
6/12/1940,,,,2780,16.2,0,,,
6/13/1940,,,,5200,10,0,,,
6/14/1940,,,,6070,11,0,,,
6/15/1940,,,,6150,6.3,2.4,,,
6/16/1940,,,,6640,3.5,0.1,,,
6/17/1940,,,,6590,3.8,5.5,,,
6/18/1940,,,,6530,3.9,0,,,
6/19/1940,,,,6480,6.2,0,,,
6/20/1940,,,,6870,11.4,0,,,
6/21/1940,,,,6740,11.6,0,,,
6/22/1940,,,,6600,10.5,0.5,,,
6/23/1940,,,,6470,11.2,9.8,,,
6/24/1940,,,,6730,11.2,0,,,
6/25/1940,,,,6990,11.9,0.2,,,
6/26/1940,,,,6820,14.6,10,,,
6/27/1940,,,,6640,9.2,29.5,,,
6/28/1940,,,,6470,4.5,1.1,,,
6/29/1940,,,,6300,6.2,5.2,,,
6/30/1940,,,,6420,11.2,0.7,,,
7/1/1940,,,,6080,13.6,0.1,,,
7/2/1940,,,,5780,13.2,4.4,,,
7/3/1940,,,,5560,14.4,0,,,
7/4/1940,,,,5320,15.6,0,,,
7/5/1940,,,,5030,17.3,0,,,
7/6/1940,,,,4810,17.6,0,,,
7/7/1940,,,,4620,14.4,0.1,,,
7/8/1940,,,,4440,11,0,,,
7/9/1940,,,,4170,14.6,0,,,
7/10/1940,,,,3870,17.2,0,,,
7/11/1940,,,,3630,15.6,7.2,,,
7/12/1940,,,,3320,8.4,1.9,,,
7/13/1940,,,,3200,8.2,2.8,,,
7/14/1940,,,,2940,8.7,6.3,,,
7/15/1940,,,,2710,8.9,0.1,,,
7/16/1940,,,,2480,8.8,7.1,,,
7/17/1940,,,,2290,11.5,17.7,,,
7/18/1940,,,,2170,11.8,3.5,,,
7/19/1940,,,,2000,10.9,0,,,
7/20/1940,,,,1890,11.3,1.1,,,
7/21/1940,,,,1790,14.9,0,,,
7/22/1940,,,,1710,19.4,0,,,
7/23/1940,,,,1630,21.8,0,,,
7/24/1940,,,,1590,22.6,0,,,
7/25/1940,,,,1540,23.3,0,,,
7/26/1940,,,,1490,22.6,0,,,
7/27/1940,,,,1460,18.7,0,,,
7/28/1940,,,,1420,20.3,0,,,
7/29/1940,,,,1380,21.7,0,,,
7/30/1940,,,,1330,22.8,0,,,
7/31/1940,,,,1280,20.1,17.5,,,
8/1/1940,,,,1240,21.4,3.8,,,
8/2/1940,,,,1220,17.5,3.2,,,
8/3/1940,,,,1190,16.1,0,,,
8/4/1940,,,,1200,17.4,0.1,,,
8/5/1940,,,,1190,18.2,0,,,
8/6/1940,,,,1220,13.3,2.4,,,
8/7/1940,,,,1240,13.7,0,,,
8/8/1940,,,,1220,16.2,0.1,,,
8/9/1940,,,,1180,19.3,0.7,,,
8/10/1940,,,,1150,17.6,0,,,
8/11/1940,,,,1140,12.9,0.5,,,
8/12/1940,,,,1130,11.4,11.7,,,
8/13/1940,,,,1130,10.7,1.7,,,
8/14/1940,,,,1090,10,1.5,,,
8/15/1940,,,,1060,13.2,0,,,
8/16/1940,,,,1070,13.3,0,,,
8/17/1940,,,,1060,14.2,0,,,
8/18/1940,,,,1030,17.2,0,,,
8/19/1940,,,,1010,20.7,0,,,
8/20/1940,,,,993,21.4,0,,,
8/21/1940,,,,980,18,0,,,
8/22/1940,,,,967,17.8,0,,,
8/23/1940,,,,948,18.4,0,,,
8/24/1940,,,,954,13.5,0,,,
8/25/1940,,,,993,9.6,0,,,
8/26/1940,,,,1030,6.6,0,,,
8/27/1940,,,,1070,8.1,0,,,
8/28/1940,,,,986,10.9,0,,,
8/29/1940,,,,923,10.3,0,,,
8/30/1940,,,,874,11.9,0,,,
8/31/1940,,,,840,13.7,0,,,
9/1/1940,,,,811,13.6,0,,,
